Time,214-VF,209-VF,208-VF,207-VF,307-VF,305-VF,304-VF,302-VF,301-VF,202-VF
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.0,38.0,33.2,2.9,36.7,36.4,36.8,27.9,33.0,35.9,41.2
0.0,40.1,34.6,4.9,37.9,37.9,37.0,29.8,34.1,36.8,42.0
0.0,41.5,35.2,8.1,38.8,38.2,38.5,29.9,35.7,38.6,46.4
0.0,40.1,34.2,5.4,37.5,37.2,37.9,29.6,33.1,36.5,50.3
0.0,40.9,35.3,7.2,38.3,37.2,37.1,29.9,35.3,37.1,48.5
0.0,45.8,39.4,14.6,42.8,43.9,42.4,34.1,39.1,41.5,50.2
0.0,50.9,42.5,21.5,45.8,47.6,45.5,38.0,43.5,44.7,55.1
0.0,56.6,47.7,30.1,51.1,51.7,49.4,40.4,48.4,50.6,64.7
0.0,60.9,51.0,34.5,53.7,56.7,53.2,45.0,51.4,54.2,64.6
0.0,60.8,51.7,35.7,55.4,56.3,53.2,47.9,53.0,54.3,68.6
0.0,57.8,49.7,33.6,53.0,55.5,51.8,43.6,49.0,53.2,68.0
0.0,58.8,49.2,33.5,52.9,55.4,54.1,43.6,50.7,53.0,62.1
0.0,58.9,50.4,33.7,52.8,53.9,53.7,43.1,49.6,52.2,64.4
2.5,57.9,49.7,34.6,53.0,52.3,53.7,34.0,37.1,41.2,45.6
19.5,65.3,57.1,43.5,62.5,65.0,49.9,29.7,2.4,12.1,23.7
49.5,73.6,63.6,57.5,83.8,82.2,78.0,33.9,22.0,37.6,32.2
79.5,88.4,72.7,78.1,103.3,101.6,136.2,46.4,41.4,47.0,52.8
109.5,100.8,95.4,96.2,115.1,120.0,178.0,58.8,48.6,54.4,70.6
139.5,107.8,101.2,105.4,132.1,130.0,195.6,70.3,57.5,59.2,75.3
169.0,106.7,111.6,112.1,135.3,137.7,208.1,75.1,69.0,65.1,91.0
199.0,106.5,103.6,111.7,142.2,139.3,202.7,113.0,48.1,74.4,76.4
229.5,101.9,103.7,110.3,140.6,140.8,200.1,137.1,-26.7,37.6,76.7
258.5,91.8,109.4,110.0,128.1,130.5,182.1,63.2,52.3,51.6,56.8
287.0,98.9,100.2,108.4,127.0,105.6,150.1,73.6,56.0,63.9,69.3
317.5,93.5,107.2,104.7,126.2,137.1,191.3,71.0,61.6,47.9,75.7
348.0,108.3,108.9,103.4,122.9,131.3,183.3,65.5,62.7,53.2,60.2
377.5,93.1,103.5,108.3,128.1,137.3,180.3,70.5,71.0,68.2,80.5
407.5,117.3,104.3,113.3,130.5,139.1,187.9,77.8,57.6,2.7,68.2
437.5,107.1,118.8,113.3,139.4,172.2,213.8,69.5,48.3,53.4,62.3
467.5,88.1,111.0,109.0,133.3,217.8,243.9,78.2,66.2,61.5,82.0
498.0,109.2,118.4,119.1,137.4,144.5,206.1,77.4,69.4,66.9,77.7
529.0,118.1,134.2,135.1,152.3,158.8,216.7,73.1,55.3,65.8,74.1
559.5,105.6,115.7,124.0,139.1,147.4,195.4,53.0,-2.5,58.6,60.6
589.5,86.2,104.9,112.1,121.2,133.7,186.0,15.6,-105.9,83.5,83.3
619.5,106.7,117.4,115.4,132.5,157.6,220.4,65.2,58.3,72.8,78.3
648.0,93.1,124.9,128.8,149.5,180.8,264.3,70.9,65.5,53.9,81.0
678.0,135.9,130.5,133.3,149.7,157.4,211.3,80.2,60.1,57.1,55.7
709.5,97.1,119.4,125.3,144.0,159.3,221.5,80.4,81.6,75.3,135.0
739.5,118.0,135.0,141.3,157.3,171.7,222.8,35.3,-6.2,64.5,106.5
769.5,110.3,125.3,133.1,148.4,160.3,214.6,-20.0,-58.3,98.3,74.9
799.5,89.1,113.3,117.4,130.8,170.8,226.7,65.9,51.1,64.3,68.1
829.0,115.4,128.1,142.2,153.0,208.5,290.5,78.4,68.8,70.8,73.3
859.0,123.4,129.9,136.5,149.9,165.5,218.8,75.4,52.6,58.0,82.7
