Time,Loop 214,Loop 209,Loop 208,Loop 207,Loop 307,Loop 305,Loop 304,Loop 302,Loop 301,Loop 202
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.00,27.49,20.35,19.63,20.44,24.37,29.02,20.84,22.25,22.27,15.77
5.00,28.63,21.58,21.35,21.37,25.28,33.92,16.54,19.19,18.89,5.45
24.50,30.52,23.40,23.33,16.04,31.67,40.93,13.71,19.15,18.90,2.35
54.50,34.61,27.83,28.18,21.20,39.09,50.32,16.65,23.03,23.23,12.20
84.50,40.61,33.72,32.45,27.54,49.48,61.16,23.23,28.95,29.77,28.19
114.50,40.65,43.81,38.34,36.30,57.63,71.09,29.21,34.73,34.51,36.16
144.50,38.97,51.39,48.97,50.00,70.89,87.12,37.25,40.94,38.23,34.55
174.50,8.22,48.40,54.41,65.34,86.21,113.30,41.10,40.94,38.23,64.95
204.50,-24.05,34.00,46.63,58.72,84.13,119.30,55.05,60.52,62.09,75.85
234.50,-32.43,27.18,39.57,48.87,83.72,118.10,53.19,58.59,59.88,72.32
264.50,-37.69,23.38,34.13,42.15,70.65,101.61,47.95,53.91,54.41,65.76
294.50,-38.86,15.61,29.04,36.98,71.16,99.36,44.72,50.34,52.16,60.56
324.50,-39.31,17.27,29.79,41.50,71.22,97.48,43.51,48.81,51.02,61.80
354.50,-39.31,17.30,29.83,43.65,70.22,97.72,42.68,49.35,50.15,57.96
384.50,-40.94,14.24,27.42,42.23,68.27,94.08,41.02,47.49,48.26,53.65
414.50,-41.08,13.40,27.10,41.23,65.66,92.21,40.19,47.49,48.26,51.74
444.50,-43.50,11.94,25.40,40.57,63.94,89.15,34.97,42.49,44.73,50.93
474.50,-44.15,13.06,25.33,41.28,64.11,90.30,36.03,43.55,46.29,50.49
504.50,-41.25,12.88,27.11,42.01,63.99,91.17,36.43,44.43,46.56,51.50
534.50,-43.33,11.60,24.92,37.36,66.48,91.96,36.71,45.12,46.45,53.68
564.50,-43.92,13.65,27.91,40.62,67.28,94.59,37.84,45.95,47.03,52.37
594.50,-43.92,13.93,27.86,43.47,68.99,95.18,37.41,46.14,47.15,52.69
624.50,-40.60,16.21,28.79,42.66,68.37,96.17,36.03,45.70,47.78,56.43
654.50,-40.88,14.88,28.32,44.37,69.86,96.04,35.97,45.70,47.78,55.84
684.50,-39.72,15.68,29.40,44.48,69.47,96.91,38.78,45.83,46.02,59.67
714.50,-42.24,15.50,28.56,43.84,69.47,97.44,37.71,45.50,47.04,56.04
743.50,-42.21,15.93,28.44,43.73,67.61,94.12,37.58,45.23,47.51,59.66
773.50,-41.03,18.15,26.96,42.36,72.09,99.75,40.25,47.93,48.97,64.11
805.00,-40.00,19.83,31.30,45.61,75.38,104.12,45.17,50.63,51.55,65.77
835.00,-40.00,21.38,32.51,46.91,76.17,106.09,44.56,50.16,51.30,61.86
865.00,-34.85,20.12,32.53,45.81,74.81,104.50,44.14,49.42,51.35,58.63
895.00,-40.33,20.22,34.71,49.52,77.93,108.17,44.14,49.42,51.35,65.23
925.00,-53.71,18.17,34.64,50.24,81.68,114.09,48.70,55.15,58.06,73.04
955.00,-59.31,14.88,30.37,45.15,80.86,113.81,46.14,53.33,56.54,67.07
985.00,-61.92,13.94,28.04,42.74,71.75,102.23,42.98,50.63,52.70,61.18
1015.00,-63.72,9.68,23.32,39.12,72.78,103.27,42.16,48.99,51.14,59.85
1045.00,-67.94,9.09,24.74,40.15,70.52,101.05,40.42,48.18,49.78,60.31
1075.00,-67.94,6.52,22.88,38.91,68.24,97.23,37.49,46.34,49.23,56.49
1104.50,-69.93,6.32,22.21,38.19,66.68,96.59,34.68,46.11,47.81,58.53
1134.50,-67.97,7.22,22.68,38.63,68.72,98.44,34.81,46.11,47.81,59.13
1164.50,-67.46,8.85,24.53,40.79,70.62,100.34,37.03,46.74,48.66,65.36
1194.50,-63.73,12.50,27.78,42.99,70.62,101.15,41.16,50.20,52.18,66.10
1224.50,-64.66,12.78,28.61,44.73,72.35,101.98,43.42,51.21,52.55,63.28
1254.50,-65.65,10.21,25.55,40.87,73.53,105.90,43.71,50.01,52.76,62.26
1284.50,-68.49,10.44,26.83,43.55,74.82,104.81,43.94,50.81,53.51,63.99
1313.50,-68.49,10.70,29.13,46.86,75.91,106.88,44.29,51.50,54.40,63.75
1343.00,-66.43,11.56,28.01,46.08,75.12,107.67,44.68,51.20,53.78,65.83
1374.00,-68.09,12.37,28.75,45.45,75.18,106.81,44.68,51.20,53.78,72.47
1404.50,-71.18,12.30,28.55,44.65,75.86,106.21,42.37,49.33,52.37,71.23
