Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207F2,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2
s,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
0.00,40.59,196.23,0.30,0.30,16.63,35.55,550.24,17.24,633.25,312.71,35.22,68.67,456.18,0.00,156.15,247.06,132.27,0.30,164.14,0.00
5.00,50.35,196.23,0.30,0.30,18.03,48.46,490.03,17.24,633.25,308.11,35.22,59.77,478.06,0.00,114.21,260.41,132.46,0.30,192.91,0.00
24.50,77.87,196.23,0.30,0.30,18.36,28.69,533.21,17.43,633.25,273.48,35.22,42.32,476.48,0.00,216.94,236.03,132.11,0.30,182.24,0.00
54.50,94.42,196.23,0.30,0.30,16.98,69.81,554.98,16.66,617.99,308.62,38.03,56.61,489.16,0.00,179.34,244.89,132.11,0.30,228.88,0.00
84.50,93.08,196.23,0.30,0.30,17.73,40.89,500.04,18.68,601.51,316.59,38.03,45.55,726.77,0.00,157.05,253.17,136.44,0.30,195.01,0.00
114.50,90.25,196.23,0.30,30.21,17.64,44.98,537.54,17.70,617.68,292.50,38.03,45.55,1229.18,0.00,138.67,222.93,137.45,0.30,198.67,0.00
144.50,93.78,196.23,0.30,30.21,18.16,27.59,532.49,21.55,626.53,320.13,38.03,56.46,1755.89,0.00,186.93,298.64,142.03,0.30,186.59,0.00
174.00,92.42,22.89,0.30,30.21,19.13,39.75,554.46,13.86,728.83,1331.23,41.08,37.54,2829.69,0.00,173.40,358.40,144.64,0.30,175.48,0.00
204.00,91.49,22.89,0.30,30.21,19.01,329.23,554.44,16.42,940.57,2376.67,41.08,87.22,3035.80,0.00,179.03,388.10,146.25,0.30,159.22,0.00
234.50,77.73,22.89,0.30,30.21,17.96,1621.82,2177.37,32.35,1058.87,2188.73,41.08,190.74,2752.27,0.00,159.10,440.68,143.06,0.30,195.77,0.00
264.50,86.08,22.89,0.30,30.21,17.46,1879.98,3602.98,27.48,1260.24,2308.43,46.81,409.86,2330.24,0.00,181.63,317.69,138.86,0.30,175.97,0.00
294.50,65.34,27.77,452.46,30.21,17.35,2046.97,3613.68,38.03,1309.53,2042.22,46.81,1655.53,992.85,0.00,600.05,252.02,136.26,0.30,174.10,0.00
324.50,79.37,22.89,1138.76,30.21,15.94,2463.98,3476.31,69.18,1188.27,1971.01,52.67,1928.66,596.63,0.00,3079.29,261.17,136.26,0.30,190.53,0.00
354.00,54.19,22.89,1423.92,30.21,17.33,2387.06,3346.96,84.83,1100.17,1898.57,61.52,1291.42,507.31,0.00,3919.21,256.96,142.64,0.30,194.20,0.00
384.00,108.17,29.81,1516.16,30.21,17.28,2357.46,3257.24,91.86,1151.45,1902.66,58.66,1287.02,473.17,0.00,2939.38,239.39,139.83,0.30,205.87,0.00
414.50,564.60,17.19,1526.89,30.21,17.90,2429.54,3166.90,77.02,1205.16,1952.70,58.66,1597.10,488.29,0.00,2941.41,252.89,138.78,0.30,169.58,0.00
444.50,1090.52,36.32,1509.38,30.21,18.42,2461.43,2835.48,55.27,1208.51,1690.85,58.66,1953.03,477.88,0.00,3409.09,248.21,142.64,0.30,196.54,0.00
474.50,1386.11,36.32,1503.11,30.21,16.92,2353.11,2590.57,45.98,1109.94,1504.84,52.67,2463.25,437.70,0.00,3829.32,246.72,138.74,0.30,199.74,0.00
504.50,1541.22,36.32,1427.84,30.21,17.49,2125.58,2470.72,27.62,1015.33,1456.02,47.67,2555.95,694.90,0.00,4628.39,257.48,139.79,0.30,176.03,0.00
534.50,1600.06,25.33,1307.75,30.21,18.75,1896.86,2336.25,19.04,1097.12,1432.11,47.67,2274.51,867.06,0.00,4788.59,282.46,144.66,0.30,175.42,0.00
564.50,1609.22,25.33,1133.34,30.21,18.98,2065.50,2129.71,19.02,1097.12,1549.92,41.08,2498.21,663.11,0.00,4430.66,272.08,145.63,0.30,213.22,0.00
594.50,1559.85,25.33,1071.11,30.21,17.49,2228.07,1513.04,19.02,1174.49,1889.21,41.08,2775.07,469.06,0.00,4735.06,241.31,145.63,0.30,189.92,0.00
624.50,1505.00,25.33,1078.26,30.21,18.34,2339.82,601.45,23.50,1199.05,1827.59,41.08,3217.02,483.65,0.00,5043.77,306.10,145.63,0.30,182.37,0.00
654.00,1390.06,25.33,1130.08,30.21,17.23,2414.50,561.56,17.76,1199.05,1730.40,41.08,3499.20,467.23,0.00,5584.06,293.56,145.60,0.30,186.46,0.00
684.00,1244.58,25.33,1135.98,30.21,18.73,2381.98,566.57,20.63,1155.11,2109.03,41.08,3499.35,462.44,0.00,5969.33,279.01,145.60,0.30,196.99,0.00
714.50,1226.38,25.33,1137.47,30.21,18.28,2391.70,518.30,20.17,1127.34,1967.50,41.08,3184.82,461.97,0.00,5793.72,315.79,142.07,0.30,193.99,0.00
744.50,1160.55,25.33,1165.48,30.21,18.10,2427.22,1620.59,20.17,1127.34,1934.44,41.08,2813.32,484.12,0.00,5444.46,276.93,146.77,0.30,202.33,0.00
774.50,1161.32,25.33,1193.44,30.21,17.29,2435.59,2712.19,20.17,1106.89,1989.12,46.69,2719.77,476.57,0.00,4992.31,293.28,146.52,0.30,197.83,0.00
804.50,1180.52,21.97,1237.46,30.21,17.81,2377.15,2814.02,17.21,1148.39,1928.27,46.69,2588.36,454.64,0.00,4841.55,273.27,146.52,0.30,175.04,0.00
833.50,1162.07,24.11,1214.31,30.21,18.62,2329.16,2879.14,18.68,1148.39,1948.81,46.69,2747.54,481.61,0.00,4690.88,298.53,146.52,0.30,189.21,0.00
863.50,1203.54,24.11,1187.84,30.21,16.21,2376.35,2852.20,18.68,1118.49,1915.15,46.69,2611.86,476.50,0.00,4794.28,296.99,148.50,0.30,194.27,0.00
894.50,1197.87,24.11,1193.09,30.21,17.81,2321.68,2799.98,18.62,1118.49,1877.00,46.69,2653.67,500.63,0.00,4712.85,289.76,148.50,0.30,182.04,0.00
924.50,1249.77,24.11,1191.08,30.21,18.18,2324.11,2816.43,17.87,1101.40,1892.33,46.69,2733.43,475.04,0.00,4736.09,292.74,149.51,0.30,212.56,0.00
954.50,1230.51,24.11,1179.08,30.21,17.11,2336.20,2860.19,16.99,1141.98,1938.76,46.69,2672.71,462.48,0.00,4855.54,268.51,147.59,0.30,195.26,0.00
984.50,1254.79,24.11,1163.22,30.21,18.28,2311.08,2765.24,17.76,1109.74,1831.78,46.69,2815.52,484.82,0.00,4847.47,280.90,147.59,0.30,188.30,0.00
1014.50,1256.91,24.11,1107.32,30.21,18.19,2228.86,2513.61,17.76,1106.28,1853.72,46.69,2235.78,503.18,0.00,4923.96,295.90,147.59,0.30,206.81,0.00
1044.50,1219.05,24.11,1114.52,30.21,17.83,2269.25,1946.63,20.63,1063.55,1361.75,46.69,1911.65,451.29,0.00,4184.29,283.57,152.25,0.30,182.73,0.00
1073.00,1194.87,94.91,1082.37,30.21,18.54,2192.48,1160.41,13.86,1063.55,1208.75,46.69,1931.64,456.04,0.00,3799.37,283.60,152.25,0.30,183.29,0.00
1101.00,1173.74,94.91,1073.32,30.21,18.39,2172.14,612.39,13.86,1063.55,1089.07,46.69,2119.14,493.78,0.00,3810.79,316.27,151.49,0.30,199.37,0.00
1132.50,1161.98,94.91,1034.01,30.21,17.78,2043.26,549.67,17.17,1002.21,941.70,40.96,2334.38,461.46,0.00,4093.78,310.56,155.34,0.30,200.17,0.00
1164.00,1131.49,94.91,983.60,30.21,18.31,1845.91,557.90,18.49,1028.15,724.26,46.94,2519.33,500.13,0.00,4432.22,328.75,155.34,0.30,202.41,0.00
1194.00,1124.28,94.91,864.46,30.21,18.00,1818.15,490.52,18.49,980.54,546.68,46.94,2624.19,489.65,0.00,4588.10,303.33,154.36,0.30,195.53,0.00
1224.50,1095.39,94.91,797.39,30.21,18.20,1738.33,480.38,18.68,931.10,302.99,46.94,2681.62,486.49,0.00,4740.49,320.88,153.08,0.30,202.60,0.00
1254.50,1055.65,94.91,761.42,30.21,18.85,1545.98,495.18,16.83,900.79,274.59,46.94,2669.72,463.57,0.00,4918.29,311.72,153.38,0.30,182.45,0.00
1283.50,991.84,94.91,706.03,30.21,18.47,1412.68,528.03,15.73,818.49,275.17,46.94,1933.93,502.33,0.00,4681.77,307.41,153.41,0.30,205.08,0.00
