Time,214-CO-J3,214-CO-F2,209-CO-H2,209-CO-F2,209-CO-C2,207-CO-H2,207-CO-F2,207-CO-C2,307-CO-H2,307-CO-F2,307-CO-C2,302-CO-H2,302-CO-F2,302-CO-C2,301-CO-H2,301-CO-F2,301-CO-C2,202-CO-J3,202-CO-F2,202-CO-C2
s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
0.0,0.0,0.0,0.000753,4.2e-05,0.0,0.0,9.5e-05,0.0,0.00026,0.0,0.0,0.0,0.000134,0.0,0.0,0.000208,0.0,0.0,0.000115,6e-06
7.5,0.0,0.0,0.000741,3.8e-05,0.0,0.0,9.7e-05,0.0,0.00026,0.0,0.0,0.0,0.000115,0.0,0.0,0.000187,0.0,0.0,0.000127,9e-06
29.5,0.0,0.0,0.000755,2.7e-05,0.0,0.0,0.00012,0.0,0.000219,0.0,0.0,0.0,0.00014,0.0,2.6e-05,0.000205,0.0,0.0,0.000131,8e-06
59.5,0.0,0.0,0.000753,7e-05,0.0,0.0,0.000102,0.0,0.000219,0.0,0.0,0.0,0.000166,0.0,4.5e-05,0.000198,0.0,0.0,0.000115,7e-06
89.5,0.0,0.0,0.000761,4.1e-05,0.0,0.0,6.8e-05,0.0,0.000178,0.0,0.0,0.0,0.000164,0.0,2.9e-05,0.000192,0.0,0.0,0.000113,1e-05
119.5,0.0,0.0,0.00074,4.6e-05,0.0,0.0,0.000124,0.0,0.000244,8.7e-05,0.0,0.0,0.000187,0.0,4.3e-05,0.000218,0.0,0.0,0.000123,7e-06
149.0,0.0,0.0,0.000743,5.5e-05,0.0,0.0,9.8e-05,0.0,0.000319,0.000231,0.0,0.0,0.000178,0.0,7.5e-05,0.000193,0.0,0.0,0.000127,9e-06
178.5,0.0,0.0,0.000726,4.5e-05,0.0,0.0,0.000564,0.0,0.000378,0.000266,0.0,0.0,0.000178,0.0,0.000125,0.000213,0.0,0.0,0.000131,6e-06
209.0,0.0,0.0,0.000776,4.8e-05,0.0,0.0,0.00095,0.0,0.000378,0.000339,0.0,0.000107,0.000138,0.0,0.000169,0.000208,0.0,0.0,0.000106,1e-05
239.0,0.0,0.0,0.000937,5.1e-05,0.0,0.0,0.001021,0.0,0.000378,0.000336,0.0,0.00017,0.000132,0.0,0.000199,0.000235,0.0,0.0,0.000104,9e-06
269.0,0.0,0.0,0.001587,0.00036,0.0,0.0,0.001066,0.0,0.000378,0.000297,0.0,0.000191,0.000143,0.0,0.000229,0.000241,0.0,0.0,0.000111,8e-06
299.5,0.0,0.0,0.001732,0.000588,0.0,0.0,0.001042,0.0,0.000378,0.000329,0.0,0.000216,0.000146,0.0,0.000289,0.000224,0.0,0.0,0.000122,7e-06
329.5,0.0,0.0,0.001735,0.000551,0.0,0.0,0.001083,0.0,0.000378,0.000313,0.0,0.000117,0.000127,0.0,0.00033,0.000276,0.0,0.0,0.000106,9e-06
359.5,0.0,0.000443,0.001733,0.000542,0.0,0.0,0.001091,0.0,0.000378,0.000322,0.0,0.000117,7.4e-05,0.0,0.000362,0.000247,0.0,0.0,0.000101,1.1e-05
389.5,0.0,0.000882,0.001729,0.000528,0.0,0.0,0.001103,0.0,0.000378,0.000342,0.0,0.000117,9.9e-05,0.0,0.000372,0.000266,0.0,0.0,0.000112,1.3e-05
419.5,0.0,0.000918,0.001721,0.00053,0.0,0.000292,0.001133,0.0,0.000378,0.000322,0.0,0.000117,7.9e-05,0.0,0.000437,0.000254,0.0,0.0,0.00012,1.3e-05
449.5,0.0,0.000934,0.001755,0.000531,0.0,0.000822,0.001117,0.0,0.000418,0.000347,0.0,0.000117,0.000411,0.0,0.000451,0.000274,0.0,0.0,0.00011,1.3e-05
479.5,0.0,0.000937,0.001734,0.000551,0.0,0.00106,0.00113,0.0,0.000418,0.000321,0.0,0.000184,0.001309,0.0,0.000849,0.000308,0.0,0.0,0.000114,9e-06
510.0,0.0,0.000574,0.001755,0.000539,2e-06,0.0012,0.001204,0.0,0.000418,0.000271,0.0,0.000268,0.001354,0.0,0.001957,0.000368,0.0,8.7e-05,0.000206,8e-06
540.5,0.0,6.4e-05,0.001764,0.000574,1.5e-05,0.001237,0.001057,0.0,0.000452,0.000239,0.0,0.000309,0.001375,0.0,0.002017,0.000613,0.0,5e-05,0.00086,1e-05
570.0,0.0,6.4e-05,0.001709,0.000522,1.5e-05,0.001334,0.000855,0.0,0.000452,0.000155,0.0,0.000322,0.001386,0.0,0.002079,0.000621,0.0,8.5e-05,0.001718,3.3e-05
598.5,0.0,6.4e-05,0.001704,0.000524,1.3e-05,0.001331,0.000849,0.0,0.000452,0.000156,0.0,0.000281,0.001412,8e-06,0.002105,0.00064,0.0,8.7e-05,0.001799,6.2e-05
628.0,0.0,6.4e-05,0.001628,0.000519,6e-06,0.001261,0.000924,0.0,0.000452,0.000212,4e-06,0.000291,0.001516,2.9e-05,0.002175,0.000648,5e-06,6.4e-05,0.001833,9e-05
659.5,0.0,6.4e-05,0.001574,0.000459,0.0,0.001264,0.001036,7e-06,0.000452,0.000241,1.9e-05,0.000338,0.001549,5.5e-05,0.002255,0.000669,2.7e-05,5.7e-05,0.001852,0.000118
690.5,0.0,6.4e-05,0.001468,0.00036,0.0,0.00125,0.001022,3.1e-05,0.000452,0.00026,1.9e-05,0.000342,0.00156,7.5e-05,0.002394,0.000766,6.1e-05,9.2e-05,0.001864,0.000136
720.0,0.0,6.4e-05,0.001183,0.000246,0.0,0.001275,0.000994,4.3e-05,0.000504,0.000287,1.8e-05,0.000343,0.001592,8.5e-05,0.002462,0.000787,9e-05,0.000105,0.001923,0.000154
750.0,0.0,6.4e-05,0.001005,0.000171,0.0,0.001282,0.00098,3.6e-05,0.000504,0.000258,1.5e-05,0.000377,0.001554,8.4e-05,0.00249,0.000782,0.00011,0.000128,0.002029,0.000154
780.5,0.0,6.4e-05,0.000932,0.000122,0.0,0.00134,0.000873,3.7e-05,0.000526,0.000249,9e-06,0.000332,0.001516,7.8e-05,0.002473,0.000813,0.000124,0.000154,0.002081,0.000153
810.5,0.0,6.4e-05,0.000895,0.000105,0.0,0.00127,0.000782,2.7e-05,0.00051,0.000221,9e-06,0.000315,0.001426,6.4e-05,0.002478,0.000786,0.000123,0.00014,0.002132,0.00015
840.0,0.0,6.4e-05,0.000854,8.7e-05,0.0,0.001301,0.000654,1e-05,0.00051,0.000147,9e-06,0.000283,0.001374,5.2e-05,0.002384,0.000776,0.000123,0.000149,0.002088,0.00013
870.0,0.0,6.4e-05,0.000846,6.5e-05,0.0,0.001246,0.000527,1e-05,0.000503,0.000118,9e-06,0.00024,0.0013,4.4e-05,0.002301,0.000719,0.00011,0.000149,0.002048,0.000112
900.5,0.0,6.4e-05,0.000823,6.9e-05,0.0,0.001158,0.000373,1e-05,0.000503,3e-05,9e-06,0.000227,0.001301,3.2e-05,0.002246,0.00069,9e-05,0.000159,0.002022,0.0001
930.5,0.0,6.4e-05,0.000821,6.7e-05,0.0,0.00108,0.000336,1e-05,0.000479,3e-05,9e-06,0.000224,0.001241,2.6e-05,0.002216,0.000647,8e-05,0.000152,0.001944,8.8e-05
960.5,0.0,6.4e-05,0.000823,7.9e-05,0.0,0.001023,0.000219,1e-05,0.000503,3e-05,9e-06,0.000222,0.001147,2.1e-05,0.002103,0.000639,7e-05,0.000164,0.001903,8.8e-05
989.5,0.0,6.4e-05,0.000827,7.7e-05,0.0,0.001031,0.000221,1e-05,0.000503,3e-05,9e-06,0.000185,0.001176,1.7e-05,0.002013,0.000615,6.5e-05,0.00019,0.001829,7.9e-05
1018.5,0.0,6.4e-05,0.000819,6.3e-05,0.0,0.000936,0.000189,1e-05,0.00044,3e-05,9e-06,0.000185,0.001141,1.4e-05,0.001947,0.000577,5.7e-05,0.000134,0.001814,7.6e-05
1049.5,0.0,6.4e-05,0.000828,6.1e-05,0.0,0.000909,0.000175,1e-05,0.000468,3e-05,9e-06,0.00019,0.001137,1.3e-05,0.001863,0.000566,5.3e-05,0.000131,0.001781,7.6e-05
1080.5,0.0,6.4e-05,0.000834,6.3e-05,0.0,0.000894,0.000153,1e-05,0.000468,3e-05,9e-06,0.000216,0.001163,1.3e-05,0.001798,0.000549,5.1e-05,0.000115,0.001723,7e-05
1110.5,0.0,6.4e-05,0.000794,8.1e-05,0.0,0.000795,0.000176,1e-05,0.0005,3e-05,9e-06,0.00021,0.001165,1e-05,0.001699,0.000531,5.1e-05,0.000143,0.001709,6.8e-05
1140.5,0.0,6.4e-05,0.000839,4.8e-05,0.0,0.00076,0.000169,1e-05,0.000479,3e-05,9e-06,0.00023,0.001191,1.1e-05,0.001643,0.000491,4.8e-05,0.000146,0.0017,7e-05
1170.5,0.0,6.4e-05,0.00084,7.9e-05,0.0,0.000642,0.000154,1e-05,0.000479,3e-05,9e-06,0.000265,0.001177,1e-06,0.001557,0.000486,4.7e-05,0.000146,0.001713,6.8e-05
1200.5,0.0,6.4e-05,0.000834,5.7e-05,0.0,0.000474,0.000163,1e-05,0.000479,2.9e-05,9e-06,0.000282,0.001232,1.1e-05,0.001505,0.000457,4.7e-05,0.00016,0.001685,7e-05
1230.5,0.0,6.4e-05,0.000815,5.2e-05,0.0,0.000254,0.000163,1e-05,0.000479,2.1e-05,9e-06,0.000278,0.001241,1.1e-05,0.001421,0.00045,4.7e-05,0.00016,0.001645,6.8e-05
1260.5,0.0,6.4e-05,0.000835,7.6e-05,0.0,8.1e-05,0.000193,1e-05,0.000546,3.3e-05,9e-06,0.000307,0.001277,1.1e-05,0.001374,0.000423,4.7e-05,0.000108,0.001668,6.8e-05
1290.5,0.0,6.4e-05,0.000816,5.1e-05,0.0,2.2e-05,0.000168,1e-05,0.000546,3.3e-05,9e-06,0.000311,0.001322,1.1e-05,0.001357,0.000441,5e-05,0.000154,0.00171,6.9e-05
1320.5,0.0,6.4e-05,0.000841,5.9e-05,0.0,2.2e-05,0.00014,1e-05,0.000588,3.3e-05,9e-06,0.000334,0.001351,1.1e-05,0.001297,0.000435,5e-05,0.00016,0.001686,6.8e-05
1350.5,0.0,6.4e-05,0.000831,6.2e-05,0.0,2.2e-05,0.000156,1e-05,0.00066,3.6e-05,9e-06,0.00033,0.001395,1.2e-05,0.001276,0.000427,5e-05,0.000161,0.001672,7e-05
1380.5,0.0,6.4e-05,0.000812,4.8e-05,0.0,2.2e-05,0.000165,1e-05,0.00066,4.1e-05,9e-06,0.000334,0.001392,1.1e-05,0.001273,0.000408,5e-05,0.000135,0.001684,7.1e-05
1410.5,0.0,6.4e-05,0.000826,4.1e-05,0.0,2.2e-05,0.000181,1e-05,0.000727,3.5e-05,9e-06,0.000323,0.00138,1.3e-05,0.00123,0.000421,5e-05,0.000168,0.001699,7e-05
1440.5,0.0,6.4e-05,0.000821,4.7e-05,0.0,2.2e-05,0.000197,1e-05,0.000727,3.2e-05,9e-06,0.000352,0.001403,1.2e-05,0.001201,0.000393,5.1e-05,0.000172,0.001664,6.5e-05
1470.5,0.0,6.4e-05,0.000796,5.4e-05,0.0,2.2e-05,0.00016,1e-05,0.000741,3.4e-05,9e-06,0.000333,0.001407,1.2e-05,0.001231,0.0004,5e-05,0.000168,0.001662,6.8e-05
1500.5,0.0,6.4e-05,0.000802,5.7e-05,0.0,2.2e-05,0.000185,1e-05,0.000756,4.1e-05,9e-06,0.000332,0.001407,7e-06,0.001215,0.000401,5e-05,0.000198,0.001684,7e-05
1530.5,0.0,6.4e-05,0.000805,6.5e-05,0.0,2.2e-05,0.000177,1e-05,0.000756,5.2e-05,9e-06,0.000296,0.001428,1e-05,0.001221,0.000397,5e-05,0.000158,0.001696,6.8e-05
1560.5,0.0,6.4e-05,0.000809,3.2e-05,0.0,2.2e-05,0.00016,1e-05,0.000796,4.4e-05,9e-06,0.000322,0.001441,1.1e-05,0.001266,0.000427,4.7e-05,0.000158,0.001663,6.8e-05
1590.5,0.0,6.4e-05,0.00079,6.5e-05,0.0,2.2e-05,0.000162,1e-05,0.000796,4.5e-05,9e-06,0.000327,0.001415,1e-05,0.001307,0.000414,4.7e-05,0.000158,0.001696,7.2e-05
1620.5,0.0,6.4e-05,0.000801,5.2e-05,0.0,2.2e-05,0.000161,1e-05,0.000796,5e-05,9e-06,0.000302,0.00139,6e-06,0.00128,0.000407,4.3e-05,0.000171,0.001674,7.1e-05
1650.5,0.0,6.4e-05,0.000807,5.9e-05,0.0,2.2e-05,0.000198,1e-05,0.000832,4.4e-05,9e-06,0.000302,0.001377,1.5e-05,0.001343,0.000409,5e-05,0.000172,0.001707,7.8e-05
1680.5,0.0,6.4e-05,0.00081,6.4e-05,0.0,2.2e-05,0.000183,1e-05,0.000811,4.3e-05,9e-06,0.000291,0.001288,1.1e-05,0.001352,0.000441,5e-05,0.000168,0.001712,7.1e-05
1710.5,0.0,6.4e-05,0.000792,7.3e-05,0.0,2.2e-05,0.000178,1e-05,0.000743,3.2e-05,9e-06,0.000282,0.001162,1.2e-05,0.001331,0.000392,5e-05,0.00014,0.001677,7.7e-05
1740.5,0.0,6.4e-05,0.000801,4.8e-05,0.0,2.2e-05,0.000179,1e-05,0.000659,6.3e-05,9e-06,0.00021,0.001106,3e-06,0.001245,0.00036,5.2e-05,0.000158,0.001582,7.1e-05
1770.5,0.0,6.4e-05,0.0008,6.3e-05,0.0,2.2e-05,0.000204,1e-05,0.000659,4.5e-05,9e-06,0.000176,0.001075,3e-06,0.001255,0.000363,5.2e-05,0.000167,0.001445,6.7e-05
1800.5,0.0,6.4e-05,0.000779,6.4e-05,0.0,2.2e-05,0.00017,1e-05,0.000659,3.9e-05,9e-06,0.000152,0.001235,3e-06,0.001213,0.000345,5.2e-05,0.000165,0.001404,6.4e-05
1830.5,0.0,6.4e-05,0.000793,5.6e-05,0.0,2.2e-05,0.000152,1e-05,0.000659,2.4e-05,9e-06,0.000153,0.001359,3e-06,0.00131,0.000348,4.3e-05,0.000146,0.001368,6.2e-05
