Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,1338.24,0.00
1.00,2885.69,0.00
16.50,8580.27,0.00
46.50,19016.27,0.00
76.50,27520.22,0.00
105.50,25899.40,0.00
135.50,25570.62,0.00
166.50,24299.36,0.00
196.50,23687.96,0.00
226.50,22641.48,0.00
256.50,20645.06,0.00
286.50,18924.76,0.00
316.50,18210.34,0.00
346.50,20467.22,0.00
376.50,23238.20,0.00
406.50,26716.27,0.00
436.50,24656.12,0.00
466.50,24423.02,0.00
496.50,24055.04,0.00
526.50,23663.01,0.00
556.50,22964.76,0.00
586.50,23663.38,0.00
616.74,24764.51,0.00
646.50,25791.01,0.00
676.50,25315.75,0.00
706.50,24073.63,0.00
736.50,25020.81,0.00
766.50,27483.27,0.00
796.50,29759.48,0.00
826.50,28505.95,0.00
856.50,27930.26,0.00
886.50,27285.57,0.00
916.50,26169.69,0.00
946.50,26115.68,0.00
976.50,26042.61,0.00
1006.00,25319.27,0.00
1036.00,25139.29,0.00
1066.50,25259.06,0.00
1096.50,25347.56,0.00
1126.50,27587.30,0.00
1155.50,27404.42,0.00
1185.00,28458.48,0.00
1215.00,28494.03,0.00
1244.50,29577.01,0.00
1275.00,30004.18,0.00
1305.50,30154.41,0.00
1335.50,28099.72,0.00
1365.50,26378.78,0.00
1394.50,25800.13,0.00
1425.00,25916.52,0.00
1456.00,26034.86,0.00
1486.00,24830.73,0.00
1515.50,12952.65,0.00
1545.00,13341.45,0.00
1575.50,17967.04,0.00
1606.00,19241.05,0.00
1636.50,21310.80,0.00
1666.50,20824.92,0.00
1696.50,23543.16,0.00
1726.50,22878.34,0.00
1756.50,23177.25,0.00
1786.50,22457.42,0.00
1816.50,22706.65,0.00
1846.50,22880.21,0.00
1876.50,22548.83,0.00
1906.50,21428.54,0.00
1935.00,21835.22,0.00
1964.50,22713.72,0.00
1996.00,22104.47,0.00
2026.00,23079.78,0.00
2056.00,25127.31,0.00
2086.00,26430.86,0.00
2115.00,28764.34,0.00
2145.50,12641.74,0.00
2176.00,322.85,0.00
2205.50,322.85,0.00
2236.00,322.59,0.00
2266.50,321.75,0.00
2296.50,322.53,0.00
2326.50,326.81,0.00
2356.50,328.84,0.00
2386.50,326.42,0.00
