Time,TIWC202G,TIWC202F,TIWC202E,TIWC202D,TIWC202C,TIWC202B,TIWC202A,TIWC301G,TIWC301F,TIWC301E,TIWC301D,TIWC301C,TIWC301B,TIWC301A,TIWC302G,TIWC302F,TIWC302E,TIWC302D,TIWC302C,TIWC302B,TIWC302A,TIWC303G,TIWC303F,TIWC303E,TIWC303D,TIWC303C,TIWC303B,TIWC303A,TIWC304G,TIWC304F,TIWC304E,TIWC304D,TIWC304C,TIWC304B,TIWC304A,TIWC205G,TIWC205F,TIWC205E,TIWC205D,TIWC205C,TIWC205B,TIWC205A,TIWC305G,TIWC305F,TIWC305E,TIWC305D,TIWC305C,TIWC305B,TIWC305A,TIWC306G,TIWC306F,TIWC306E,TIWC306D,TIWC306C,TIWC306B,TIWC306A,TIWC307G,TIWC307F,TIWC307E,TIWC307D,TIWC307C,TIWC307B,TIWC307A,TIWC207G,TIWC207F,TIWC207E,TIWC207D,TIWC207C,TIWC207B,TIWC207A,TIWC208G,TIWC208F,TIWC208E,TIWC208D,TIWC208C,TIWC208B,TIWC208A,TIWC209G,TIWC209F,TIWC209E,TIWC209D,TIWC209C,TIWC209B,TIWC209A,TIWC211G,TIWC211F,TIWC211E,TIWC211D,TIWC211C,TIWC211B,TIWC211A,TIWC213G,TIWC213F,TIWC213E,TIWC213D,TIWC213C,TIWC213B,TIWC213A,TIWC214G,TIWC214F,TIWC214E,TIWC214D,TIWC214C,TIWC214B,TIWC214A
s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
0.00,6.02,6.02,6.05,5.92,6.90,6.00,6.06,9.10,8.08,8.29,8.08,7.93,7.75,7.95,9.07,8.85,9.00,8.31,8.24,8.00,8.26,15.99,11.66,10.75,9.02,8.92,8.47,8.42,73.19,48.98,16.18,15.07,14.35,13.28,12.87,115.86,77.58,49.58,42.81,48.31,63.55,14.68,28.32,26.54,23.87,14.77,14.33,13.67,13.01,27.74,23.80,18.45,9.94,9.73,10.39,9.82,11.13,11.10,10.72,10.49,10.98,10.80,11.00,12.47,11.71,11.08,10.93,10.87,10.95,11.19,13.49,13.29,12.32,12.35,12.09,11.92,11.72,11.99,299.16,12.63,12.52,12.55,12.27,11.99,12.56,12.14,12.26,11.84,11.76,11.69,11.46,11.86,12.17,12.35,12.07,11.97,12.07,11.84,12.25,11.64,11.33,11.15,11.37,10.85,10.09
15.50,6.02,6.02,6.05,5.92,6.90,6.00,6.06,9.10,8.08,8.29,8.08,7.93,7.75,7.95,9.07,8.85,9.00,8.31,8.24,8.00,8.26,52.46,17.35,13.54,11.26,11.20,10.01,8.42,216.03,179.58,43.96,25.84,21.92,21.21,15.82,358.87,226.72,175.45,117.82,131.19,160.93,24.51,67.31,65.49,85.53,25.95,23.37,20.86,19.97,87.18,72.40,43.04,12.12,12.40,11.79,11.95,34.79,35.36,27.77,17.88,12.63,10.80,11.00,12.47,11.71,11.08,10.93,10.87,10.95,11.19,13.49,13.29,12.32,12.35,12.09,11.92,11.72,11.99,293.27,12.63,12.52,12.55,12.27,11.99,12.56,12.14,12.26,11.84,11.76,11.69,11.46,11.86,12.17,12.35,12.07,11.97,12.07,11.84,12.25,11.64,11.33,11.15,11.37,10.85,10.09
45.50,6.02,6.02,6.05,5.92,6.90,6.00,6.06,9.10,8.08,8.29,8.08,7.93,7.75,7.95,9.07,8.85,9.00,8.31,8.24,8.00,8.26,101.29,37.83,15.79,13.57,12.60,11.43,10.73,292.80,263.59,91.66,32.70,27.28,28.58,19.55,537.25,360.44,274.18,184.90,196.21,249.76,40.12,97.52,97.17,158.58,40.15,35.05,28.18,28.81,145.09,123.57,69.68,15.08,14.57,13.18,15.00,63.99,66.78,53.55,27.70,12.63,12.19,11.00,30.69,30.02,23.32,18.89,13.29,12.60,11.19,13.49,13.29,12.32,12.35,12.09,11.92,11.72,11.99,304.84,12.63,12.52,12.55,12.27,11.99,12.56,12.14,12.26,11.84,11.76,11.69,11.46,11.86,12.17,12.35,12.07,11.97,12.07,11.84,12.25,11.64,11.33,11.15,11.37,10.85,10.09
75.50,6.02,6.02,6.05,5.92,6.90,6.00,6.06,9.10,8.08,8.29,8.08,7.93,7.75,7.95,12.28,8.85,9.00,8.31,8.24,8.00,8.26,133.96,68.25,15.79,13.57,14.02,11.43,10.73,340.88,312.67,132.69,36.58,27.28,31.85,21.82,662.76,475.68,337.40,235.94,248.78,326.82,59.45,121.05,122.04,206.38,54.95,47.90,35.64,37.30,176.85,149.86,83.00,20.15,18.09,14.61,17.21,87.22,90.36,72.03,33.30,12.63,12.19,12.98,53.09,52.21,44.72,34.70,18.10,12.60,11.19,13.49,13.29,12.32,12.35,12.09,11.92,11.72,11.99,370.08,12.63,12.52,12.55,12.27,11.99,12.56,12.14,12.26,11.84,11.76,11.69,11.72,11.86,12.17,12.35,12.07,11.97,12.07,11.84,12.25,11.64,11.33,11.15,11.37,10.85,10.09
105.00,6.02,6.02,6.05,5.92,6.90,6.00,6.06,9.10,8.08,8.29,8.08,7.93,7.75,7.95,15.37,10.27,9.00,8.31,8.24,8.00,8.26,153.53,93.33,18.65,13.57,14.02,11.43,10.73,364.35,340.16,164.70,40.42,29.46,33.34,24.19,752.18,568.97,420.57,290.64,296.29,395.26,78.56,144.28,144.77,249.13,73.66,65.35,45.66,49.62,204.28,179.84,92.60,27.38,21.85,16.73,19.43,104.83,106.21,86.81,42.08,14.76,13.59,14.39,68.12,67.91,57.79,48.02,24.69,14.95,12.79,25.70,23.65,21.14,16.78,13.87,11.92,11.72,11.99,274.93,12.63,12.52,12.55,12.27,11.99,12.56,12.14,12.26,11.84,11.76,11.69,11.72,11.86,12.17,12.35,12.07,11.97,12.07,11.84,12.25,11.64,11.33,11.15,11.37,10.85,10.09
133.50,6.02,6.02,6.05,5.92,6.90,6.00,6.06,9.10,8.08,8.29,8.08,7.93,7.75,7.95,20.02,11.76,9.00,8.31,8.24,8.00,8.26,171.51,119.15,21.94,15.01,14.02,11.43,10.73,384.63,363.93,196.93,44.46,31.13,34.84,24.19,801.50,633.80,487.15,332.19,334.79,446.89,94.34,166.49,168.37,291.35,89.51,82.48,56.35,62.56,232.16,202.31,104.39,33.24,24.04,18.85,21.67,119.54,122.23,101.41,50.04,17.72,14.99,15.88,78.64,78.54,69.19,57.01,24.48,14.95,12.79,38.41,34.81,32.94,27.11,21.81,13.31,11.72,11.99,304.40,12.63,12.52,12.55,12.27,11.99,12.56,12.14,12.26,11.84,12.11,11.69,11.72,11.86,12.17,12.35,12.07,11.97,12.07,11.84,12.25,11.64,11.33,11.15,11.37,10.85,10.09
163.50,6.02,6.02,6.05,5.92,6.90,6.00,6.06,9.10,8.08,8.29,8.08,7.93,7.75,7.95,32.32,19.07,9.00,8.31,8.24,8.00,8.26,211.06,194.02,47.80,31.31,22.33,17.34,14.91,446.72,430.06,255.80,88.75,69.08,60.07,36.08,853.56,668.61,493.07,298.85,270.70,408.07,100.69,182.22,181.10,204.83,68.65,67.92,49.24,55.74,194.76,158.00,67.77,28.70,22.51,17.43,20.15,102.11,96.31,71.12,34.65,17.72,16.38,15.88,67.13,59.57,49.93,39.62,21.17,15.16,14.24,28.61,27.40,25.23,24.12,20.96,15.80,14.03,11.99,358.20,12.63,12.52,12.55,12.27,11.99,12.56,12.14,12.26,11.84,12.11,11.69,11.72,11.86,12.17,12.35,12.07,11.97,12.07,11.84,12.25,11.64,11.33,11.15,11.37,10.85,10.09
195.00,6.02,6.02,6.05,5.92,6.90,6.00,6.06,24.55,16.10,8.29,8.08,7.93,7.75,7.95,100.21,85.52,44.92,26.96,15.99,11.22,11.31,287.14,284.84,131.30,89.21,60.42,35.10,26.45,560.20,544.02,434.10,225.45,138.46,92.42,49.88,713.52,583.99,408.34,201.66,170.54,312.15,89.80,186.11,183.34,142.54,45.06,48.01,36.59,40.38,134.43,91.86,43.16,31.31,24.34,17.43,18.71,59.90,49.64,39.73,26.89,19.97,17.78,17.28,42.50,35.27,29.50,24.19,18.98,17.37,15.72,16.51,16.12,15.01,15.50,15.71,14.36,14.03,11.99,398.35,12.63,12.52,12.55,12.27,11.99,12.56,12.14,12.26,11.84,12.11,11.69,11.72,11.86,12.17,12.35,12.07,11.97,12.07,11.84,12.25,11.64,11.33,11.15,11.37,10.85,10.09
225.50,6.02,6.02,6.05,5.92,6.90,6.00,6.06,61.90,47.35,29.00,13.19,9.48,7.75,7.95,146.60,144.41,112.41,64.66,31.23,15.23,13.59,310.02,309.56,172.70,157.88,104.62,65.64,35.90,583.24,544.42,431.67,266.79,170.98,102.95,55.43,626.24,497.26,290.90,140.77,115.39,237.59,72.19,179.54,176.80,101.00,40.49,39.63,30.91,31.92,88.57,54.81,35.01,28.27,22.76,18.82,18.71,37.45,30.93,27.45,22.26,17.75,17.78,17.28,24.33,20.22,18.63,17.17,15.86,15.10,14.28,16.51,16.12,15.01,15.50,13.57,14.36,13.44,11.99,398.28,12.63,12.52,12.55,12.27,11.99,12.56,12.14,12.26,11.84,12.11,11.69,11.72,11.86,12.17,12.35,12.07,11.97,12.07,11.84,12.25,11.64,11.33,11.15,11.37,10.85,10.09
