Time,202-T-A2,202-T-B2,202-T-C2,202-T-D2,202-T-E2,202-T-F2,202-T-G2,301-T-A2,301-T-B2,301-T-C2,301-T-D2,301-T-E2,301-T-F2,301-T-G2,301-T-H2,302-T-A2,302-T-B2,302-T-C2,302-T-D2,302-T-E2,302-T-F2,302-T-G2,302-T-H2,303-T-A2,303-T-B2,303-T-C2,303-T-D2,303-T-E2,303-T-F2,303-T-G2,303-T-H2,304-T-A2,304-T-B2,304-T-C2,304-T-D2,304-T-E2,304-T-F2,304-T-G2,304-T-H2,205-T-A2,205-T-B2,205-T-C2,205-T-D2,205-T-E2,205-T-F2,205-T-G2,205-T-H2,305-T-A2,305-T-B2,305-T-C2,305-T-D2,305-T-E2,305-T-F2,305-T-G2,305-T-H2,306-T-A2,306-T-B2,306-T-C2,306-T-D2,306-T-E2,306-T-F2,306-T-G2,306-T-H2,307-T-A2,307-T-B2,307-T-C2,307-T-D2,307-T-E2,307-T-F2,307-T-G2,307-T-H2,207-T-A2,207-T-B2,207-T-C2,207-T-D2,207-T-E2,207-T-F2,207-T-G2,207-T-H2,208-T-A2,208-T-B2,208-T-C2,208-T-D2,208-T-E2,208-T-F2,208-T-G2,208-T-H2,209-T-A2,209-T-B2,209-T-C2,209-T-D2,209-T-E2,209-T-F2,209-T-G2,209-T-H2,211-T-A2,211-T-B2,211-T-C2,211-T-D2,211-T-E2,211-T-F2,211-T-G2,211-T-H2,213-T-A2,213-T-B2,213-T-C2,213-T-D2,213-T-E2,213-T-F2,213-T-G2,213-T-H2,214-T-A2,214-T-B2,214-T-C2,214-T-D2,214-T-E2,214-T-F2,214-T-G2
230.0,7,7,9,18,48,61,40,12,13,29,79,91,132,157,171,19,36,59,96,148,182,201,213,50,64,94,144,185,216,242,264,49,60,98,189,237,282,331,375,118,160,121,131,130,196,297,316,27,32,40,46,59,111,156,253,28,34,38,43,51,73,122,165,31,33,37,38,45,55,61,112,32,33,34,32,34,33,38,32,26,28,28,27,26,26,29,27,18,19,18,19,17,17,16,16,9,9,11,14,19,22,26,27,8,8,8,9,10,10,10,11,6,8,31,8,8,8,8
260.5,10,11,24,60,88,92,65,23,34,59,109,119,149,169,177,39,56,75,116,162,184,198,207,56,64,94,145,187,213,234,254,47,61,97,191,229,271,319,353,93,125,85,96,101,157,273,305,30,31,34,37,47,93,132,234,27,30,33,34,41,57,98,146,28,29,29,29,34,40,43,89,27,27,28,26,26,25,29,26,20,22,21,20,19,19,21,20,15,16,16,16,17,14,14,15,7,8,9,10,15,18,22,25,8,8,8,7,7,9,8,9,6,8,35,8,8,8,8
290.0,18,28,47,83,102,104,81,39,54,71,120,130,154,166,174,50,57,76,122,165,183,191,198,51,58,89,138,176,200,222,235,45,58,92,183,227,264,300,321,74,102,62,72,79,124,241,290,26,26,28,30,36,79,111,187,24,26,27,27,32,43,73,106,23,24,24,24,26,29,32,50,22,22,22,21,21,20,23,21,17,18,18,17,16,16,18,17,14,14,14,14,14,12,12,13,7,6,7,8,10,14,18,21,8,8,8,7,7,7,8,9,6,8,37,8,8,8,8
319.5,33,46,61,92,108,110,89,46,54,73,121,131,153,163,169,47,54,70,118,160,179,186,191,46,54,80,130,167,190,209,226,43,54,85,174,217,251,289,314,61,91,50,56,64,97,204,271,22,22,23,23,28,66,95,136,20,21,22,21,25,31,48,63,20,20,19,19,20,21,24,22,19,19,17,17,17,17,19,17,14,16,15,15,14,14,15,15,12,12,11,12,11,10,9,11,6,6,7,8,10,10,14,17,8,8,8,7,7,7,8,7,6,8,40,8,8,8,8
350.0,43,52,67,96,111,113,94,44,55,68,115,126,149,159,164,44,50,65,110,153,171,178,183,43,51,79,124,157,180,200,210,43,51,76,161,204,241,274,296,53,86,50,49,53,78,173,251,19,19,20,19,22,53,77,89,17,18,18,18,19,22,25,32,17,17,17,17,17,18,22,17,16,16,15,15,15,15,16,15,13,13,14,13,12,13,13,14,12,12,11,11,10,10,9,9,6,6,7,8,7,8,11,14,8,8,8,7,7,7,8,7,6,8,42,8,8,8,8
379.0,43,52,67,94,109,111,94,44,52,65,112,121,143,153,157,44,47,61,106,148,164,172,174,41,50,76,116,150,171,190,209,43,51,74,158,198,238,268,293,47,89,49,49,48,65,152,228,19,17,18,17,19,44,60,51,16,17,16,15,16,17,17,18,16,16,15,15,15,16,22,14,14,14,14,14,13,13,14,13,12,13,12,13,11,11,13,12,10,10,10,11,10,9,8,9,6,6,7,8,7,8,8,11,7,8,8,7,7,7,6,7,6,8,43,8,8,5,8
408.5,43,51,65,91,105,107,93,44,52,63,105,117,140,151,154,41,47,61,104,148,166,176,178,42,49,75,117,151,173,199,217,43,50,76,165,205,242,275,307,43,92,52,52,48,60,141,225,17,15,17,15,17,39,61,63,14,15,14,14,14,15,15,15,15,14,14,14,13,14,20,13,14,13,12,12,12,13,13,12,12,11,11,11,11,11,11,12,10,10,10,9,9,9,8,8,6,6,7,6,7,8,8,9,7,8,8,7,7,7,6,7,6,8,41,8,8,5,8
439.5,42,51,64,88,101,104,92,44,51,62,105,118,143,154,157,40,46,59,104,150,170,179,184,42,49,74,114,153,177,203,220,43,50,75,158,207,248,286,305,43,96,55,57,50,60,143,230,15,15,15,15,17,36,67,95,13,14,13,13,14,14,13,14,13,13,13,14,13,14,20,12,12,13,12,12,12,12,12,12,10,11,11,11,11,10,11,11,8,9,10,9,9,9,8,8,6,6,7,6,7,8,8,9,7,8,8,7,7,7,6,7,6,8,41,8,8,5,8
469.5,42,51,63,88,102,105,92,42,49,62,105,120,143,154,159,39,46,58,102,152,174,182,184,39,47,73,113,152,178,204,224,43,50,75,161,208,250,284,312,41,102,60,61,53,62,141,231,15,15,15,15,17,34,68,108,13,13,13,13,12,12,12,12,13,13,13,12,12,12,20,12,12,11,12,11,11,12,12,12,10,11,11,11,9,10,11,11,8,9,9,9,9,9,8,8,6,6,7,6,7,8,8,9,7,8,8,7,7,7,6,7,6,8,45,6,8,5,8
499.5,42,50,63,88,101,105,92,42,49,59,105,120,146,157,157,39,44,58,101,151,171,181,184,36,46,70,110,153,179,204,221,44,48,74,164,207,249,286,312,41,106,64,66,57,65,142,234,15,14,15,14,15,32,68,110,13,13,12,13,12,12,12,12,12,13,11,12,12,12,20,10,12,11,11,11,11,12,12,11,10,10,11,11,9,10,10,11,8,9,9,9,9,7,8,8,6,6,7,6,7,8,8,9,7,8,8,7,7,7,6,7,6,8,47,6,8,5,8
530.0,41,50,61,86,100,104,93,40,48,58,105,120,146,156,159,37,44,58,100,153,172,182,187,35,46,72,112,152,180,211,230,43,47,71,161,208,252,294,319,41,109,68,72,61,69,145,236,15,14,15,14,15,32,70,120,13,13,12,11,12,12,12,12,12,11,11,12,12,12,19,10,11,11,11,11,11,10,12,11,10,10,10,10,9,10,10,11,8,9,9,9,9,7,8,8,6,6,7,6,7,8,8,9,7,8,8,7,7,7,6,7,6,8,49,6,8,5,8
560.0,41,50,61,86,100,104,93,39,46,58,108,122,148,158,163,37,43,56,103,154,173,185,188,35,45,71,113,154,182,211,232,44,47,72,161,207,257,295,322,41,112,73,78,65,73,151,240,15,14,15,14,15,30,72,137,12,13,12,11,12,12,12,12,12,11,11,11,12,12,19,10,11,11,11,11,11,10,12,11,10,10,10,10,9,10,10,11,8,9,9,9,9,7,8,8,6,6,7,6,7,8,8,9,7,8,8,7,7,7,6,7,6,8,49,6,8,5,8
589.5,41,50,61,86,102,105,93,39,46,58,110,121,151,160,162,37,43,57,103,155,175,186,190,37,46,70,111,155,181,210,232,45,47,73,162,216,261,298,324,41,115,76,83,70,75,157,242,15,14,15,14,15,30,74,143,12,13,12,11,11,12,12,14,12,11,11,11,12,11,19,10,11,11,11,11,11,10,10,11,10,10,10,10,9,10,10,11,8,9,9,9,9,7,8,8,6,6,7,6,7,8,8,9,7,8,8,7,7,7,6,7,6,8,48,6,8,5,8
620.0,41,48,61,86,101,105,93,39,46,58,108,121,151,160,164,37,43,56,101,155,178,188,194,36,46,71,116,160,189,220,238,45,47,73,164,212,260,303,331,41,118,78,86,74,79,170,250,15,14,15,14,17,30,79,173,12,13,12,11,11,12,19,35,12,11,11,11,12,11,19,10,11,11,11,11,11,10,10,11,10,10,10,10,9,10,10,11,8,9,9,9,9,7,7,8,6,6,7,6,7,8,8,9,7,8,8,7,7,7,6,7,6,5,41,6,8,5,8
650.0,41,48,59,83,97,103,94,39,46,58,112,122,153,160,165,37,44,59,108,155,178,189,197,37,47,75,127,168,198,229,243,46,47,73,172,215,266,316,351,42,121,82,89,79,95,209,267,15,14,15,14,18,33,114,229,12,13,12,11,13,15,45,111,12,11,11,11,12,11,19,10,11,11,11,11,11,10,10,11,10,10,10,10,9,10,10,11,8,9,9,8,9,7,7,8,6,6,7,6,7,8,8,9,7,8,8,7,7,7,6,7,6,5,41,6,8,5,8
679.5,41,48,59,83,95,100,92,39,46,59,114,124,151,160,163,37,46,63,113,160,182,196,203,40,52,82,137,180,209,241,262,45,48,75,177,218,278,337,377,42,121,82,89,83,123,250,286,15,14,15,15,21,44,158,262,12,13,12,11,15,22,103,163,12,11,11,11,13,19,35,61,11,11,11,11,11,10,10,11,9,10,10,10,9,10,10,11,8,9,9,8,9,7,7,8,6,6,7,6,7,8,8,9,7,8,8,7,7,7,6,7,6,5,47,6,8,5,8
709.5,39,48,61,83,94,96,90,39,48,64,118,127,153,164,166,39,47,66,120,161,185,201,209,42,56,92,146,189,217,248,268,45,50,75,177,218,282,338,376,42,121,82,88,85,150,276,300,15,14,15,15,24,65,191,273,12,13,12,13,19,28,143,182,12,11,11,12,16,36,58,103,11,11,11,11,11,10,10,11,9,10,10,10,9,10,10,11,8,9,9,8,9,7,7,8,6,6,7,6,7,8,8,9,7,8,8,7,7,7,6,7,6,5,46,6,8,5,8
739.5,41,50,64,85,96,98,90,41,50,69,124,131,156,168,171,41,50,70,124,168,191,205,212,44,55,88,143,191,218,249,270,48,53,80,180,224,287,340,374,42,120,79,83,82,163,290,310,15,14,15,17,26,71,180,272,12,13,13,15,19,32,138,182,12,13,13,14,17,37,68,116,11,10,11,11,11,10,10,11,9,10,10,10,9,10,10,11,8,9,9,8,9,7,7,8,6,6,7,6,7,8,8,9,7,8,8,7,7,7,6,7,6,5,49,6,8,5,8
769.5,43,53,69,91,102,103,92,44,53,71,129,135,162,173,177,44,53,72,126,173,194,206,214,45,56,81,134,181,212,241,263,50,55,85,188,226,281,331,369,42,115,73,75,74,138,278,307,15,14,15,17,23,57,134,247,13,13,13,15,19,31,98,154,12,13,11,13,15,25,48,96,11,10,11,10,9,10,10,11,9,10,10,10,9,10,10,11,8,9,9,8,9,7,7,8,6,6,7,6,7,8,8,9,7,8,8,7,7,7,6,7,6,5,54,6,8,5,8
800.0,46,56,69,95,107,109,97,45,56,72,129,138,162,173,179,43,53,68,122,169,191,202,208,45,54,80,129,172,201,232,252,48,53,83,186,234,278,324,355,41,111,73,75,67,115,259,300,15,14,15,15,21,50,121,231,12,13,13,13,17,28,76,136,12,12,11,11,14,18,33,74,11,10,11,10,9,10,10,11,9,10,10,10,9,10,10,11,8,9,9,8,9,7,7,8,6,6,7,6,7,8,8,9,7,8,8,7,7,7,6,7,6,5,57,6,8,5,8
830.0,49,58,73,97,110,113,101,46,56,69,124,135,162,173,179,43,51,64,115,168,189,197,201,41,55,78,123,165,197,223,241,47,51,79,178,227,271,313,331,41,113,71,71,64,98,238,293,14,14,15,14,19,45,109,198,12,11,12,12,15,24,61,111,12,12,11,11,12,13,23,36,11,10,11,10,9,10,10,11,9,10,10,10,9,10,10,11,8,9,9,8,9,7,7,8,6,6,7,6,7,8,8,9,7,8,8,7,7,7,6,7,6,5,59,6,8,5,8
859.5,47,58,71,96,112,114,103,43,53,65,117,131,161,169,172,40,47,61,110,164,184,193,196,38,49,75,119,162,189,215,233,47,48,77,171,218,267,308,332,41,114,72,73,62,86,211,284,14,14,15,14,18,40,97,159,12,11,12,12,13,19,39,73,12,12,11,11,10,11,19,12,11,10,9,10,9,10,10,11,9,10,10,10,9,10,10,11,8,9,9,8,9,7,7,8,6,6,7,6,7,6,8,9,7,8,8,7,7,7,6,7,6,5,61,6,8,5,8
889.5,46,56,69,96,111,113,103,43,51,63,112,128,157,166,172,40,47,58,106,162,181,191,195,37,47,74,117,159,189,214,234,45,47,72,167,218,265,302,325,41,116,75,77,65,79,189,271,14,14,15,14,16,36,88,131,12,11,12,10,12,14,20,35,12,12,10,11,10,11,19,12,11,10,9,10,9,10,10,11,9,10,10,10,9,10,10,11,8,9,9,8,9,7,7,8,6,6,7,6,7,6,8,7,7,8,8,7,7,7,6,7,6,5,63,6,8,5,8
919.5,46,53,65,92,108,112,102,42,49,61,112,126,155,164,166,37,44,57,104,160,179,191,193,37,47,71,116,157,185,215,235,46,47,74,168,215,264,301,331,41,117,77,83,69,79,177,263,14,14,15,14,16,34,83,131,12,11,10,10,12,11,12,16,10,12,10,10,10,11,19,12,11,10,9,10,9,10,10,11,9,10,10,10,9,10,10,11,8,9,9,8,9,7,7,8,6,6,7,6,7,6,8,7,7,8,8,7,7,7,6,7,6,5,63,6,8,5,8
949.5,44,52,65,89,106,110,100,40,49,60,112,126,155,163,166,37,44,58,106,160,181,190,196,37,49,71,117,160,191,222,241,47,47,78,171,220,265,309,345,41,119,80,87,74,81,182,264,14,14,15,14,16,34,89,172,12,11,10,10,12,11,18,35,10,10,10,10,10,11,18,9,11,10,9,10,9,10,10,11,9,10,10,10,9,10,10,11,8,9,9,8,9,7,7,8,6,6,7,6,7,6,8,7,7,8,8,7,7,7,6,7,6,5,64,6,8,5,8
979.5,43,52,63,88,104,108,100,40,49,60,112,125,158,166,168,37,46,58,107,162,183,195,198,38,49,71,116,162,196,227,249,47,48,73,168,220,276,317,347,42,120,80,90,78,85,194,270,14,14,15,14,16,34,96,211,12,11,10,10,12,12,35,81,10,10,10,10,10,11,18,9,11,10,9,10,9,10,10,11,9,10,10,10,9,10,10,11,8,9,9,8,9,7,7,8,6,6,7,6,7,6,8,7,7,8,8,7,7,7,6,7,6,5,64,6,8,5,8
1008.0,43,52,64,88,102,108,98,40,49,60,115,129,160,169,171,39,46,59,108,164,185,195,202,39,48,70,119,164,196,229,246,48,48,78,175,228,278,322,354,42,121,83,90,78,85,206,276,14,14,15,14,16,35,95,213,12,11,10,10,12,14,45,104,10,10,10,10,10,11,18,9,11,10,9,10,9,10,10,11,9,10,10,10,9,10,10,11,8,9,9,8,9,7,7,8,6,6,7,6,7,6,8,7,7,8,8,7,7,7,6,7,6,5,62,6,8,5,8
1037.5,44,52,64,89,106,110,101,40,49,61,116,131,160,170,171,39,46,61,111,166,187,197,202,40,49,72,120,164,195,226,247,47,49,76,178,225,275,316,343,41,121,81,89,76,84,202,277,14,14,15,14,18,34,93,199,12,11,10,10,12,15,41,89,10,10,10,10,10,11,18,9,11,10,9,10,9,10,10,11,9,10,10,10,9,10,10,11,8,9,9,8,9,7,7,8,6,6,7,6,7,6,8,7,7,8,8,7,7,7,6,7,6,5,64,6,8,5,8
1069.0,44,53,66,92,108,112,101,42,49,62,115,131,160,170,174,39,46,59,109,166,186,195,199,40,49,73,116,163,193,221,241,47,49,76,176,225,274,311,335,43,119,81,89,76,81,190,272,14,14,15,14,16,32,88,162,12,11,10,10,12,13,31,51,10,10,10,10,10,11,18,9,11,10,9,10,9,10,10,11,9,10,10,10,9,10,10,11,8,9,9,8,9,7,7,8,6,6,7,6,7,6,8,7,7,8,8,7,7,7,6,7,6,5,64,6,8,5,8
1098.0,44,53,66,93,110,114,104,42,51,62,112,129,159,167,171,39,46,59,106,164,184,192,195,37,46,72,114,156,183,213,233,47,49,73,161,219,266,308,330,43,119,81,89,76,81,178,264,14,14,15,14,16,32,83,138,12,11,10,10,12,11,19,30,10,10,10,10,10,11,18,9,11,10,9,10,9,10,10,11,9,10,10,10,9,10,10,11,8,9,9,8,9,7,7,8,6,6,7,6,7,6,8,7,7,8,8,7,7,7,6,7,6,5,64,6,8,5,8
1128.0,44,53,64,91,107,114,104,42,51,62,110,127,157,164,168,39,44,57,103,160,181,191,194,36,47,72,112,157,185,216,235,47,49,75,165,216,266,307,331,43,119,81,90,76,79,171,259,14,14,15,14,16,31,80,127,12,11,10,10,10,11,13,18,10,10,10,10,10,11,18,9,11,10,9,10,9,10,10,11,9,10,10,10,9,10,10,11,8,9,9,8,9,7,7,8,6,6,7,6,7,6,8,7,7,8,8,7,7,7,6,7,6,5,63,6,8,5,8
1159.5,44,52,63,93,109,113,102,42,49,59,108,125,154,163,166,39,44,57,102,159,181,190,193,36,48,71,112,157,184,216,233,47,49,77,164,212,263,305,335,43,120,81,92,77,81,169,257,14,14,15,14,16,31,79,131,12,11,10,10,10,11,13,13,10,10,10,10,10,11,16,9,11,10,9,10,9,10,10,11,9,10,10,10,9,10,10,11,8,9,9,8,9,7,7,8,6,6,7,6,7,6,8,7,7,8,8,7,7,7,6,7,6,5,65,6,8,5,8
1188.5,44,52,63,92,108,112,102,42,49,59,110,126,156,166,168,39,44,57,102,160,181,188,193,35,47,72,112,155,180,209,228,46,49,77,158,211,258,296,314,43,119,81,92,77,80,165,253,14,14,15,14,15,29,76,112,12,11,10,10,10,11,13,11,10,10,10,10,10,11,16,9,11,10,9,10,9,10,10,11,9,10,10,10,9,10,10,11,8,9,9,8,9,7,7,8,6,6,7,6,7,6,8,7,7,8,8,7,7,7,6,7,6,5,65,6,8,5,8
1218.5,44,52,65,94,111,115,104,42,49,61,107,124,153,162,165,37,43,55,98,153,174,184,187,37,46,70,110,149,173,199,221,47,47,76,152,205,253,287,307,43,120,81,92,75,76,154,235,14,14,15,14,15,28,60,61,12,11,10,10,10,11,10,11,10,10,10,10,10,11,16,9,11,10,9,10,9,10,10,11,9,10,10,10,9,10,10,11,8,9,9,8,9,7,7,8,6,6,7,6,7,6,8,7,7,8,8,7,7,7,6,7,6,5,65,6,8,5,8
1248.5,44,52,64,95,111,115,104,42,49,61,106,120,148,157,161,38,44,55,92,149,169,179,182,37,46,70,103,144,170,193,212,48,49,78,145,196,244,280,299,43,122,83,93,78,72,140,207,14,14,15,14,15,28,46,26,12,11,10,10,10,11,10,11,10,10,10,10,10,11,16,9,11,10,9,10,9,10,10,11,9,10,10,10,9,10,10,11,8,9,9,8,9,7,7,8,6,6,7,6,7,6,8,7,7,8,8,7,7,7,6,6,6,5,66,6,8,5,8
1279.0,45,52,66,94,110,114,104,42,49,59,106,114,144,153,159,37,43,53,87,141,165,176,180,36,43,68,101,135,162,192,211,47,49,72,139,195,240,275,304,43,121,83,95,81,68,126,178,14,14,15,14,15,27,41,17,12,11,10,10,10,11,10,11,10,10,10,10,10,10,16,9,11,10,9,10,9,10,10,11,9,10,10,10,9,10,10,11,8,9,9,8,9,7,7,8,6,6,7,6,7,6,8,7,7,8,8,7,7,7,6,6,6,5,67,6,8,5,8
1309.5,44,52,65,92,108,112,104,40,47,58,101,110,139,150,155,37,41,51,81,138,158,169,174,36,43,66,98,135,156,182,199,47,47,71,130,191,233,262,288,43,121,83,96,84,68,115,158,14,14,15,14,15,27,39,15,12,11,10,10,10,11,10,11,10,10,10,10,10,10,16,9,11,10,9,10,9,10,10,11,9,10,10,10,9,10,10,11,8,9,9,8,9,7,7,8,6,6,7,6,7,6,8,7,7,8,8,7,7,7,6,6,6,5,76,6,8,5,8
1338.0,44,50,63,88,105,109,102,40,47,56,100,107,134,146,152,35,41,50,83,136,160,168,173,35,42,67,104,133,156,180,199,47,47,71,133,188,231,269,298,43,121,84,96,86,68,111,147,14,14,15,14,15,27,36,15,12,11,10,10,10,11,10,10,10,10,10,10,10,10,16,9,11,10,9,10,9,10,10,11,9,10,10,10,9,10,10,11,8,9,9,8,9,7,7,8,6,6,7,6,7,6,8,7,7,8,8,7,7,7,6,6,6,5,84,6,8,5,8
1368.0,44,50,64,88,102,107,100,40,46,56,100,107,136,147,153,37,41,52,82,139,162,173,179,35,46,68,100,136,162,189,212,47,47,73,139,199,238,273,302,43,123,84,98,87,68,113,142,14,14,15,14,15,27,34,15,12,11,10,10,10,11,10,10,10,10,10,10,10,10,16,9,11,10,9,10,9,10,10,11,9,10,10,10,9,10,10,11,8,9,9,8,9,7,7,8,6,6,7,6,7,6,8,7,7,8,8,7,7,7,6,6,6,5,84,6,8,5,8
1398.5,44,50,64,87,103,108,100,40,46,57,101,111,139,151,157,37,41,53,84,143,166,176,179,35,44,66,100,139,163,190,211,47,50,74,141,200,249,280,301,41,122,84,98,86,68,115,136,14,14,15,14,15,27,33,15,12,11,10,10,10,11,10,10,10,10,10,10,10,10,15,9,11,10,9,10,9,10,10,11,9,10,10,10,9,10,10,11,8,9,9,8,9,7,7,8,6,6,7,6,7,6,8,7,7,8,8,7,7,7,6,6,6,5,82,6,8,5,8
1429.0,42,50,62,89,105,110,101,40,46,58,103,113,139,150,156,37,43,52,85,143,164,174,178,35,44,67,99,136,162,187,208,47,48,76,140,194,242,272,301,41,122,84,98,87,68,116,129,14,14,15,14,15,25,31,14,12,11,10,10,10,11,10,10,10,10,10,10,10,10,15,9,11,10,9,10,9,10,10,11,9,10,10,10,9,10,10,9,8,9,9,8,9,7,7,8,6,6,7,6,7,6,8,7,7,8,8,8,7,7,6,6,6,5,79,6,8,5,8
