Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207F2,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2
s,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
0.00,0.30,0.30,0.30,23.53,19.77,600.81,725.98,0.00,90.84,98.98,14.95,100.06,446.10,11.05,233.58,51.98,16.40,105.97,83.42,11.13
10.00,0.30,0.30,0.30,23.53,21.82,635.20,697.90,0.00,90.84,120.75,9.22,93.84,442.36,11.05,258.28,34.85,17.64,94.61,95.77,13.61
34.50,0.30,0.30,0.30,36.82,21.38,653.63,714.43,0.00,75.99,114.44,7.02,97.86,423.59,11.05,222.17,37.23,13.73,89.99,84.64,9.61
64.50,0.30,0.30,0.30,47.15,20.20,621.16,750.13,0.00,75.99,103.88,13.49,100.25,480.92,11.05,170.31,23.65,15.76,76.22,83.01,8.12
94.50,0.30,0.30,0.30,26.40,20.66,639.40,705.88,0.00,75.99,118.06,14.38,103.25,448.31,11.05,170.73,23.65,15.76,71.96,105.65,9.20
124.50,0.30,0.30,0.30,26.70,20.98,595.22,692.54,0.00,257.88,441.27,9.95,83.68,448.53,11.05,98.91,23.65,15.76,102.47,92.47,9.46
154.50,0.30,0.30,0.30,28.38,20.53,613.31,757.48,0.00,432.44,904.94,9.95,98.22,439.92,11.05,124.21,23.65,15.76,54.72,67.98,11.11
184.50,0.30,0.30,0.30,27.62,21.59,1304.29,2006.62,0.00,541.69,870.00,9.95,85.14,451.80,11.05,112.67,24.72,15.76,69.99,73.24,11.78
214.50,0.30,0.30,0.30,32.09,21.50,2288.06,2268.81,0.00,618.60,866.41,6.96,97.35,464.46,11.05,99.10,28.38,12.82,63.43,79.92,7.14
244.50,0.30,0.30,0.30,33.91,21.11,2611.94,2377.41,8.88,578.32,872.97,12.82,82.58,436.36,11.05,101.01,25.63,12.82,77.12,67.29,12.24
274.00,0.30,0.30,516.62,29.65,21.76,2842.51,2313.24,2.03,427.10,871.38,14.71,540.47,470.69,11.05,972.28,25.63,12.82,53.65,83.01,12.24
304.00,460.52,0.30,1171.83,35.22,20.26,2808.67,2162.25,2.03,476.39,761.67,11.78,853.89,445.60,11.05,1876.93,42.72,12.82,57.07,65.25,11.78
334.50,786.55,0.30,1058.21,23.74,19.67,1976.25,2062.26,2.03,435.49,794.93,16.30,784.50,432.44,11.05,1808.74,42.72,13.92,37.94,60.97,13.16
364.50,574.94,0.30,502.35,31.89,20.74,1952.29,1942.66,10.35,388.49,860.58,16.30,815.14,464.41,11.05,1803.55,42.72,13.92,123.88,83.59,11.14
393.50,313.93,0.30,406.14,34.29,21.92,1884.49,1949.70,2.99,429.39,855.42,16.48,756.91,452.42,11.05,1815.74,40.59,13.92,156.76,66.63,11.14
423.00,129.25,0.30,265.86,23.98,20.85,1835.46,1881.48,3.01,429.39,845.25,16.48,768.63,450.67,11.05,1848.66,31.43,13.92,139.74,59.92,8.36
453.50,34.79,0.30,125.63,36.42,20.01,1789.51,1945.83,2.96,429.39,854.20,17.68,810.38,454.49,11.05,1888.30,21.36,13.12,105.72,135.53,11.10
484.00,34.79,0.30,102.36,34.64,20.10,1884.66,1699.27,2.96,389.96,872.27,15.65,791.54,454.33,11.05,1909.09,37.90,13.12,110.89,78.13,8.94
514.50,34.79,0.30,98.91,32.90,19.65,1917.24,1815.52,2.96,389.96,864.51,17.64,774.42,458.73,12.88,1871.06,37.90,13.12,121.05,76.80,10.35
544.50,34.79,0.30,73.55,25.21,20.62,1831.03,1580.64,2.96,389.96,837.26,13.81,738.84,439.58,9.09,1885.10,37.90,13.12,92.71,86.87,11.29
574.50,34.79,0.30,60.43,42.11,19.08,1806.11,1699.27,2.96,354.01,805.54,15.69,707.71,472.89,9.09,1852.90,37.90,14.22,101.96,44.56,11.32
604.50,34.79,0.30,42.36,25.18,21.05,1761.33,1672.69,2.96,332.95,836.67,14.47,726.23,460.08,10.07,1870.73,37.90,20.63,67.21,33.87,12.25
634.50,34.79,0.30,27.54,26.25,21.17,1740.26,1657.82,2.96,363.77,807.68,14.47,768.85,450.26,10.07,1890.97,37.90,11.78,55.96,61.68,12.36
664.50,34.79,0.30,34.83,32.65,21.26,1706.11,1714.15,2.96,387.88,793.87,12.76,752.53,428.84,10.01,1922.33,37.90,17.35,47.00,30.82,10.19
694.50,34.79,0.30,33.87,39.22,22.02,1675.70,1767.91,6.04,342.11,796.08,12.94,731.09,437.22,10.01,1867.84,37.90,16.54,39.19,60.61,13.67
724.50,34.79,0.30,24.04,35.10,20.52,1705.15,1776.69,0.06,342.11,811.07,14.77,744.46,482.42,15.08,1889.37,21.67,17.00,40.33,135.80,8.97
754.50,34.79,0.30,34.48,35.10,20.69,1683.81,1793.29,0.06,366.52,803.34,13.86,743.42,451.03,9.09,1888.35,21.67,15.77,36.05,50.56,9.98
784.50,34.79,0.30,40.74,49.64,20.95,1642.38,1813.61,0.06,366.52,803.27,11.05,750.03,491.85,9.09,1835.49,44.33,17.32,37.41,57.98,13.53
814.50,34.79,0.30,40.74,45.06,19.75,1662.14,1731.80,0.06,366.52,769.45,12.27,761.60,443.66,9.09,1834.81,33.87,16.93,24.60,66.31,13.53
844.50,34.79,0.30,40.74,44.25,20.44,1693.63,1737.76,0.06,366.52,795.38,12.76,749.71,423.53,12.02,1799.27,25.94,18.49,39.06,78.58,13.18
874.50,34.79,0.30,40.74,32.35,21.34,1644.78,1494.43,0.06,366.52,729.69,14.59,729.69,467.00,12.02,1778.29,26.09,18.49,26.96,71.28,12.61
904.50,34.79,0.30,40.74,25.02,20.01,1634.15,1403.48,0.06,366.52,784.18,17.18,738.38,453.53,12.02,1701.02,21.67,18.49,30.52,76.50,9.46
934.50,34.79,0.30,40.74,50.20,19.91,1666.23,1434.04,0.06,366.52,741.62,8.85,765.90,467.23,12.02,1783.23,21.67,18.49,52.90,66.35,9.46
964.50,34.79,0.30,49.44,50.20,19.72,1641.00,1107.65,0.06,395.21,691.46,8.85,744.94,439.32,12.02,1890.50,20.45,18.49,36.70,66.43,8.97
994.50,34.79,0.30,40.89,39.52,21.16,1646.14,1011.33,0.06,351.87,626.15,14.04,811.27,461.40,12.02,1868.01,36.01,18.44,52.03,78.58,11.69
1024.50,34.79,0.30,71.23,37.84,21.16,1711.15,988.60,0.06,351.87,667.12,13.73,811.78,444.24,12.02,1852.42,41.20,16.27,48.62,73.75,11.01
1054.50,34.79,0.30,110.83,47.91,19.90,1712.98,796.50,0.06,353.09,559.02,12.51,800.40,449.99,12.27,1913.29,54.32,17.68,84.04,61.95,9.62
1084.50,34.79,0.30,119.78,47.91,21.82,1702.11,687.07,0.06,375.83,493.86,12.51,812.63,466.21,11.90,1874.62,34.79,16.84,110.95,59.63,11.81
1114.50,34.79,0.30,126.55,47.91,21.98,1681.24,729.17,0.06,375.83,473.41,13.73,784.88,453.45,2.99,1850.26,28.92,16.91,151.67,62.93,13.61
1144.50,34.79,0.30,146.26,47.91,20.29,1647.81,743.68,0.06,375.83,469.01,13.73,797.13,431.16,10.93,1883.08,28.92,16.74,162.25,75.12,13.61
1174.50,34.79,0.30,126.50,30.82,22.55,1690.79,699.87,0.06,375.83,557.23,14.71,797.13,464.86,10.93,1873.58,31.31,14.77,197.51,79.65,10.71
1204.50,34.79,0.30,125.08,23.40,20.97,1632.10,731.36,0.06,375.83,447.61,14.77,787.47,437.19,10.93,1883.88,13.94,14.77,212.53,76.60,10.35
1234.50,34.79,0.30,113.74,28.38,20.32,1600.78,671.51,0.06,377.20,486.82,16.72,758.68,470.05,10.93,1901.46,26.25,16.88,220.51,93.08,9.34
1264.50,34.79,0.30,117.88,37.84,19.96,1609.66,695.11,0.06,377.20,529.69,16.72,749.83,435.72,10.93,1969.48,26.25,16.75,235.97,55.44,9.62
1294.50,34.79,0.30,113.63,37.84,19.57,1599.35,692.78,0.06,377.20,551.40,16.72,773.17,462.75,10.93,2022.84,31.13,15.77,269.05,93.75,8.91
1324.50,34.79,0.30,99.12,29.14,22.53,1567.99,764.48,0.06,377.20,649.04,16.72,755.02,473.11,10.93,1993.23,57.98,19.71,277.82,80.97,13.24
1354.50,34.79,0.30,103.98,52.80,22.24,1566.34,735.23,0.06,377.20,593.82,16.72,772.00,467.18,10.93,2056.61,57.98,15.73,319.63,100.63,9.01
1384.50,34.79,0.30,118.71,48.12,21.92,1588.83,764.32,0.06,335.09,455.80,15.04,760.20,462.42,10.93,2017.85,23.19,18.74,321.73,87.92,10.32
1414.50,34.79,0.30,99.87,48.12,21.15,1627.59,731.82,0.06,335.09,453.80,10.86,780.35,449.06,10.93,2063.28,22.89,21.67,346.75,102.69,11.41
1444.50,49.44,0.30,113.15,29.91,22.83,1656.95,708.18,0.06,335.09,485.28,16.66,773.48,475.17,10.93,2033.29,39.98,15.69,330.92,87.10,9.99
1474.50,43.03,0.30,82.15,28.38,21.30,1625.70,716.30,0.06,335.09,501.19,16.66,824.44,457.46,10.93,2112.32,39.98,21.67,367.49,69.48,9.66
1504.50,49.59,0.30,33.35,47.30,22.44,1661.46,694.45,0.06,335.09,377.93,16.52,852.37,453.19,10.93,2219.22,39.98,15.81,355.45,70.70,8.82
1534.50,53.56,0.30,83.77,40.74,21.03,1728.05,707.57,0.06,307.93,450.34,15.08,739.25,467.89,10.93,2112.89,39.98,17.70,366.24,88.02,8.73
1564.50,67.69,0.30,97.08,47.61,21.44,1710.17,727.80,0.06,265.20,349.53,15.08,675.36,466.18,10.93,1808.35,63.78,18.68,372.50,93.60,11.33
1593.50,58.35,0.30,53.24,51.27,21.10,1653.87,722.31,0.06,220.03,286.82,11.78,388.67,475.57,10.93,1366.78,86.82,17.18,362.08,98.39,8.94
1623.50,63.24,0.30,37.23,54.93,21.39,1621.10,693.54,0.06,220.03,267.95,14.25,295.96,432.34,13.55,914.63,30.42,15.77,373.06,84.31,11.81
1654.50,54.73,0.30,37.23,43.28,23.66,1489.18,740.10,0.06,165.71,224.57,14.10,218.31,449.67,13.55,580.86,30.42,18.94,351.19,101.78,13.79
