Time,South Central Fans,North Central Fans
s,m3/s,m3/s
0.00,-2.56,0.58
5.50,-2.14,0.82
25.50,-1.88,0.57
55.00,-2.47,0.63
84.00,-2.47,0.95
114.00,-2.35,1.60
145.00,-36.29,30.63
175.50,-119.53,116.96
205.50,-130.11,138.99
235.50,-128.94,140.55
265.00,-128.25,140.60
295.00,-129.30,140.96
325.50,-129.08,140.77
355.50,-127.76,140.19
385.50,-127.07,140.84
415.50,-127.57,140.77
445.50,-126.94,140.90
475.00,-127.71,140.17
505.00,-127.58,140.70
535.50,-128.17,140.80
565.50,-127.47,140.70
595.00,-128.67,140.80
625.00,-128.07,141.74
655.50,-128.34,140.96
685.50,-127.95,141.35
715.50,-127.13,140.94
745.50,-126.43,141.27
775.00,-127.33,141.19
805.00,-127.44,141.03
835.50,-127.35,140.74
865.50,-127.56,140.67
895.50,-128.77,140.98
925.50,-128.66,140.16
955.50,-127.50,140.80
985.50,-127.80,140.90
1015.50,-127.78,140.84
1045.50,-126.80,140.53
1074.00,-125.35,140.63
1103.00,-127.63,140.57
1134.50,-127.72,140.92
1165.50,-128.25,141.19
1195.50,-128.56,141.03
1224.50,-129.40,140.68
1254.50,-129.69,140.87
1285.50,-128.72,141.02
1315.50,-129.04,140.31
1345.00,-129.48,140.60
1375.00,-128.76,140.53
1405.50,-129.57,140.30
1435.50,-128.93,140.91
1465.50,-129.96,140.46
1495.50,-130.15,140.52
1525.50,-129.24,140.61
1555.50,-129.42,140.24
1585.00,-129.14,140.44
1615.00,-128.27,140.82
1645.00,-129.13,140.79
