Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,-1457.25,-1716.01
14.50,355.93,289.74
43.50,11387.66,12516.38
73.50,24201.63,27904.47
103.50,48971.18,56219.91
133.50,58095.70,65151.66
163.50,55041.64,60998.54
193.50,51459.48,58229.58
222.50,56481.48,61745.69
252.50,40708.34,44835.30
283.50,32602.21,34866.47
313.50,34114.84,35636.18
343.50,38443.64,40391.40
372.50,39707.83,43215.98
402.50,40736.09,46165.58
433.50,34123.28,39963.41
463.50,39977.11,45462.44
493.50,42715.77,49941.85
523.50,35733.86,42582.76
553.50,16670.11,21983.61
583.00,11493.11,15487.54
613.00,14547.03,19390.44
643.50,28796.07,38990.31
671.50,46003.03,57138.78
701.50,49019.23,56931.13
733.50,42402.92,53681.81
763.50,49414.65,53561.32
793.50,53376.11,55260.36
823.50,52366.95,55233.63
853.50,49985.35,54649.67
883.50,48716.70,54348.18
913.50,44745.44,51072.46
943.50,45631.53,52580.27
973.50,38010.73,44374.03
1003.50,22827.51,26810.95
1031.50,24320.83,28631.83
1060.00,26656.83,31385.94
1091.00,33121.88,38491.52
1122.00,33921.58,39225.76
1152.50,41473.81,47661.91
1182.50,42798.85,49092.08
1212.50,46978.33,53925.44
1242.00,54699.91,62849.09
1271.50,59478.63,68303.14
1302.50,68637.74,78852.71
1333.50,53647.82,61381.55
1363.50,28867.34,33381.12
1393.50,19084.34,21958.97
1423.00,11692.31,13548.81
1453.00,8419.45,9944.91
1483.50,5619.59,6593.38
1513.50,5773.65,6747.19
1543.50,3112.63,3668.98
1573.50,4729.61,5600.35
1603.50,5363.08,6264.52
1633.50,1010.40,1242.02
1663.50,-62.68,94.30
1693.50,-62.68,94.30
1723.50,-62.68,94.30
