Time,TIWC202G,TIWC202F,TIWC202E,TIWC202D,TIWC202C,TIWC202B,TIWC202A,TINC301H,TINC301G,TINC301F,TINC301E,TINC301D,TINC301C,TINC301B,TINC301A,TINC302H,TINC302G,TINC302F,TINC302E,TINC302D,TINC302C,TINC302B,TINC302A,TINC303H,TINC303G,TINC303F,TINC303E,TINC303D,TINC303C,TINC303B,TINC303A,TINC304H,TINC304G,TINC304F,TINC304E,TINC304D,TINC304C,TINC304B,TINC304A,TINC205H,TINC205G,TINC205F,TINC205E,TINC205D,TINC205C,TINC205B,TINC205A,TINC305H,TINC305G,TINC305F,TINC305E,TINC305D,TINC305C,TINC305B,TINC305A,TINC306H,TINC306G,TINC306F,TINC306E,TINC306D,TINC306C,TINC306B,TINC306A,TINC307H,TINC307G,TINC307F,TINC307E,TINC307D,TINC307C,TINC307B,TINC307A,TINC207H,TINC207G,TINC207F,TINC207E,TINC207D,TINC207C,TINC207B,TINC207A,TINC208H,TINC208G,TINC208F,TINC208E,TINC208D,TINC208C,TINC208B,TINC208A,TINC209H,TINC209G,TINC209F,TINC209E,TINC209D,TINC209C,TINC209B,TINC209A,TINC211H,TINC211G,TINC211F,TINC211E,TINC211D,TINC211C,TINC211B,TINC211A,TINC213H,TINC213G,TINC213F,TINC213E,TINC213D,TINC213C,TINC213B,TINC213A,TIWC214G,TIWC214F,TIWC214E,TIWC214D,TIWC214C,TIWC214B,TIWC214A
s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
0.00,14.38,14.83,14.76,14.50,15.09,13.92,13.70,15.27,15.01,14.89,14.66,14.73,14.30,13.87,13.78,18.17,17.33,17.22,17.12,14.86,14.89,14.48,14.01,32.24,30.65,25.89,23.08,18.49,17.11,15.82,16.60,52.23,38.72,40.67,30.04,20.37,18.85,16.70,14.20,25.45,26.71,21.25,20.36,26.21,36.39,115.78,27.40,20.73,15.88,17.76,16.81,16.69,15.85,15.72,14.01,15.19,15.24,15.47,15.34,14.96,14.94,14.53,15.34,15.19,14.78,15.88,15.57,15.24,15.32,14.53,13.82,16.64,16.36,16.03,15.70,15.55,15.32,14.63,13.67,17.97,17.40,17.30,16.71,16.84,16.54,14.23,13.82,17.36,17.20,17.53,17.88,17.47,17.45,16.41,14.62,19.07,18.93,18.54,18.24,17.88,17.63,17.04,15.42,18.82,19.41,19.46,19.61,19.38,19.14,18.88,18.27,21.28,21.23,20.95,20.70,20.85,19.94,19.01
1.00,14.38,14.83,14.76,14.50,15.09,13.92,13.70,28.29,28.07,24.25,20.99,22.37,18.77,16.73,16.73,51.58,48.42,39.72,37.43,20.73,17.29,16.00,14.01,92.05,81.07,67.68,52.03,37.15,27.83,22.62,19.93,130.19,109.62,93.63,86.07,53.69,32.09,22.48,18.79,47.89,48.25,32.90,33.30,42.80,52.85,218.90,41.83,31.44,19.17,17.76,16.81,18.08,17.27,17.42,15.76,15.19,15.24,15.47,15.34,14.96,14.94,15.95,15.34,15.19,14.78,15.88,15.57,15.24,15.32,14.53,13.82,16.64,16.36,16.03,15.70,15.55,15.32,14.63,13.67,17.97,17.40,17.30,16.71,16.84,16.54,14.23,13.82,17.36,17.20,17.53,17.88,17.47,17.45,16.41,14.62,19.07,18.93,18.54,18.24,17.88,17.63,17.04,15.42,18.82,19.41,19.46,19.61,19.38,19.14,18.88,18.27,21.28,21.23,20.95,20.70,20.85,19.94,19.01
16.50,22.59,28.28,27.73,24.70,22.77,19.34,15.27,49.87,47.40,44.21,40.20,42.18,38.48,34.21,32.06,86.37,78.90,57.99,47.54,34.91,30.84,29.95,27.29,110.27,101.33,91.37,78.17,58.06,39.71,29.90,24.97,136.67,131.50,112.52,100.72,63.99,37.50,27.25,23.69,53.10,51.39,41.71,47.53,56.82,64.13,217.29,51.74,31.44,19.17,19.17,16.81,18.08,17.27,17.42,15.76,15.19,15.24,15.47,15.34,14.96,14.94,15.95,15.34,15.19,14.78,15.88,15.57,15.24,15.32,14.53,13.82,16.64,16.36,16.03,15.70,15.55,15.32,14.63,13.67,17.97,17.40,17.30,16.71,16.84,16.54,14.23,13.82,17.36,17.20,17.53,17.88,17.47,17.45,16.41,14.62,19.07,18.93,18.54,18.24,17.88,17.63,17.04,15.42,18.82,19.41,19.46,19.61,19.38,19.14,18.88,18.27,21.28,21.23,20.95,20.70,20.85,19.94,19.01
46.50,37.19,40.41,41.34,39.84,36.03,32.32,30.34,50.27,49.50,50.40,49.06,51.46,46.47,46.20,42.85,67.14,60.36,50.81,44.51,38.36,38.13,36.96,27.29,78.87,74.05,70.18,63.21,53.50,43.03,32.99,30.81,61.22,62.31,64.53,73.29,67.85,49.44,35.54,27.15,48.78,53.01,47.61,56.83,63.63,66.21,180.38,50.13,31.44,19.17,20.60,16.81,18.08,17.27,17.42,17.21,16.26,15.24,15.47,15.34,14.96,14.94,15.95,15.34,15.19,15.37,15.88,15.57,15.24,15.32,14.53,14.89,17.13,17.04,16.03,16.48,15.55,15.85,14.63,13.67,17.97,17.40,17.30,16.71,16.84,16.54,14.23,13.82,17.36,17.20,17.53,17.88,17.47,17.45,16.41,15.88,19.07,18.93,18.54,18.24,17.88,17.63,17.04,16.87,18.82,19.41,19.46,19.61,19.38,19.14,18.88,18.27,21.28,21.23,20.95,20.70,20.85,19.94,19.01
76.50,39.39,40.41,42.26,41.89,36.03,32.32,30.34,56.39,56.04,53.07,49.55,54.34,50.38,46.06,45.87,84.98,71.63,65.13,56.68,46.13,41.18,37.98,38.26,121.29,108.86,107.57,89.78,69.61,54.57,44.30,39.60,66.35,75.36,91.45,122.96,145.73,106.14,59.68,45.88,51.72,58.13,53.17,63.32,69.87,72.41,175.65,51.25,31.44,19.17,22.01,16.81,18.08,18.75,18.85,17.21,16.26,15.24,16.89,15.34,16.36,16.28,15.95,16.75,16.29,15.37,15.88,15.57,15.24,15.32,14.53,14.89,17.13,17.04,16.03,16.48,15.55,15.85,16.03,15.42,18.90,18.34,18.70,17.86,16.84,17.60,14.23,15.30,17.36,17.20,17.53,18.94,17.47,18.39,16.41,15.88,19.07,18.93,18.54,18.24,17.88,17.63,18.44,16.87,18.82,19.41,19.46,19.61,19.38,19.14,18.88,19.82,21.28,21.23,20.95,20.70,20.85,19.94,19.01
106.50,54.79,61.07,62.85,59.60,55.83,52.36,51.42,113.91,110.77,106.38,91.70,102.29,88.35,78.67,71.55,188.17,166.05,137.74,116.62,74.53,59.55,54.46,47.45,249.06,239.17,201.13,162.45,117.43,93.03,65.84,50.49,222.93,236.72,267.82,315.13,372.81,260.75,129.19,87.93,54.26,64.52,58.15,69.51,79.82,89.84,235.93,64.43,31.44,19.17,23.50,19.14,19.51,18.75,18.85,18.67,16.26,16.94,16.89,16.99,16.36,16.28,15.95,16.75,16.29,15.37,17.30,16.87,16.66,16.51,15.93,14.89,17.13,17.04,17.42,16.48,16.94,15.85,16.03,15.42,18.90,18.34,18.70,17.86,16.84,17.60,14.23,15.30,18.69,18.36,18.93,18.94,17.47,18.39,17.80,15.88,19.07,18.93,18.54,18.24,17.88,17.63,18.44,16.87,18.82,19.41,19.46,19.61,19.38,19.14,18.88,19.82,21.28,21.23,20.95,20.70,20.85,19.94,19.01
136.50,88.92,97.85,101.78,100.34,89.33,85.20,84.07,182.46,170.58,165.58,142.34,150.33,134.24,120.09,107.06,260.46,241.05,198.54,169.73,105.01,81.33,72.93,62.66,344.75,322.20,267.15,213.05,162.60,130.57,89.23,60.24,371.99,365.97,382.01,419.05,446.50,360.45,178.30,100.66,55.98,71.86,64.85,80.38,105.10,182.29,376.92,92.59,31.44,19.19,25.84,20.57,20.95,20.22,21.31,20.45,16.26,16.94,16.89,16.99,16.36,16.28,17.35,16.75,16.29,15.37,17.30,16.87,16.66,16.51,15.93,16.29,17.13,17.04,17.42,16.48,16.94,15.85,16.03,15.42,18.90,18.34,18.70,17.86,18.29,17.60,14.23,15.30,18.69,18.36,18.93,18.94,17.47,18.39,17.80,15.88,19.07,18.93,18.54,18.24,17.88,17.63,18.44,16.87,18.82,19.41,19.46,19.61,19.38,19.14,18.88,19.82,21.28,21.23,20.95,20.70,20.85,19.94,19.01
165.50,122.96,135.03,139.81,138.98,127.75,121.08,118.21,250.57,237.96,218.78,196.92,215.59,179.86,162.14,142.60,338.99,314.73,291.99,260.50,179.46,127.78,96.21,80.23,454.97,439.10,410.32,363.55,300.81,235.38,166.59,126.98,550.36,520.42,503.35,490.40,494.35,435.07,240.86,146.45,71.25,91.33,87.62,108.58,191.96,364.90,427.61,123.28,20.70,22.51,35.44,26.66,25.61,25.56,27.58,26.28,17.66,16.94,16.89,16.99,17.83,17.75,17.35,18.16,16.29,15.37,17.30,16.87,16.66,16.51,15.93,16.29,17.13,17.04,17.42,16.48,16.94,15.85,16.03,15.42,18.90,18.34,18.70,17.86,18.29,17.60,14.23,15.30,18.69,18.36,18.93,18.94,17.47,18.39,17.80,15.88,19.07,18.93,18.54,18.24,17.88,17.63,18.44,16.87,18.82,19.41,19.46,19.61,19.38,19.14,18.88,19.82,21.28,21.23,20.95,20.70,20.85,19.94,19.01
195.00,164.96,182.89,191.38,190.25,169.83,159.54,155.73,339.88,329.61,310.51,286.09,304.32,270.58,243.37,198.81,430.49,403.35,388.30,361.62,269.40,201.01,134.19,103.08,611.60,600.10,570.43,527.39,459.06,373.82,259.87,173.92,727.20,680.45,637.94,628.55,602.11,531.81,328.12,175.46,104.78,122.98,116.59,147.80,254.68,450.44,437.66,146.34,20.70,25.51,47.39,29.67,27.74,30.01,33.20,32.70,17.66,16.94,18.29,16.99,17.83,17.75,17.35,18.16,16.29,15.37,17.30,16.87,16.66,16.51,15.93,16.29,17.13,17.04,17.42,16.48,16.94,15.85,16.03,15.42,18.90,18.34,18.70,17.86,18.29,17.60,14.23,15.30,18.69,18.36,18.93,18.94,17.47,18.39,17.80,15.88,19.07,18.93,18.54,18.24,17.88,17.63,18.44,16.87,18.82,19.41,19.46,19.61,19.38,19.14,18.88,19.82,21.28,21.23,20.95,20.70,20.85,19.94,20.54
