Time,South Central Fans,North Central Fans
s,C,C
0.00,14.28,18.34
9.00,14.28,18.34
32.00,14.28,18.34
62.50,14.28,18.34
93.00,14.28,18.34
123.00,14.28,18.46
153.00,14.28,20.43
183.00,14.28,21.04
213.50,14.17,21.04
243.50,14.17,21.21
273.50,14.17,21.66
303.50,14.17,21.66
333.50,14.17,21.66
363.50,14.17,21.66
393.50,14.17,21.66
423.50,14.17,21.66
453.50,14.17,21.66
483.50,14.17,21.66
513.50,14.17,21.66
543.00,14.17,21.66
573.00,14.17,21.66
603.50,14.17,21.66
633.00,14.17,21.66
662.50,14.17,21.66
692.50,14.17,21.66
723.00,14.17,21.66
753.50,14.17,21.66
783.00,14.17,21.66
813.00,14.17,21.66
843.50,14.17,21.66
873.50,14.17,21.66
903.00,14.17,21.66
932.50,14.17,21.66
963.00,14.17,21.66
993.50,14.17,21.66
1023.00,14.17,21.66
1053.00,14.17,21.77
1083.00,14.17,21.77
1113.00,14.17,21.77
1143.50,14.17,21.77
1173.00,14.17,21.77
1202.50,14.17,21.77
1233.00,14.17,21.77
1263.00,14.17,21.77
1292.50,14.17,21.77
1322.50,14.17,21.77
1353.00,14.17,21.77
1383.50,14.17,21.77
1413.00,14.17,21.77
1443.00,14.17,21.77
1473.00,14.17,21.88
1503.00,14.17,21.88
1533.50,14.17,21.87
1563.00,14.17,22.04
1593.00,14.17,22.04
1623.50,14.17,22.04
1653.50,14.17,22.04
1683.00,14.17,22.04
1712.50,14.17,22.04
1743.00,14.17,22.04
1773.50,14.17,22.04
1803.00,14.17,22.04
1833.00,14.17,22.04
1863.00,14.17,22.04
1893.00,14.17,22.04
1923.50,14.17,22.04
1953.00,14.17,22.04
1982.00,14.17,22.04
2011.00,14.17,22.04
2042.00,14.17,22.04
2073.50,14.17,22.04
2103.00,14.17,22.04
2133.00,14.17,22.04
2163.50,14.17,22.04
2193.00,18.41,22.04
2223.00,23.90,21.50
2253.00,23.20,21.50
