Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,475.14,-443.57
14.50,7876.22,9146.79
43.50,13115.50,15284.60
73.50,17541.57,20379.30
103.50,18953.83,23976.90
133.50,17668.13,18982.40
163.50,13011.85,14663.71
193.00,9453.22,10801.90
222.50,7486.28,8637.57
253.00,8326.42,9631.57
283.50,9027.27,10702.15
313.50,10404.58,12383.37
339.50,12091.69,14355.53
369.50,14277.71,17720.56
403.50,17142.45,21136.56
433.50,16149.14,21136.56
463.00,13058.76,20338.16
493.00,11000.75,19151.83
523.50,10128.40,17407.55
553.50,11115.31,18205.90
583.50,12556.18,21178.07
613.00,12516.83,20732.87
643.00,11061.94,18464.03
673.50,10047.53,16551.22
703.50,10345.77,15373.15
733.50,9227.25,13810.83
763.50,8648.37,13233.73
793.50,12101.54,15181.03
823.50,11549.92,17052.51
853.50,10455.72,15853.89
883.50,8401.23,13905.41
912.50,10451.18,16188.44
942.50,13173.25,21428.02
973.50,14849.11,22130.36
1003.50,11518.46,18232.21
1033.00,13901.91,24007.24
1062.00,15807.46,23631.27
1092.00,16308.05,22705.00
1123.00,19319.47,28330.99
1153.50,16330.46,26007.31
1183.50,12006.25,19568.26
1213.50,11530.75,19131.28
1243.00,14373.90,23291.15
1273.00,13785.32,22910.89
1303.50,10544.43,16788.41
1333.50,10706.15,15351.01
1363.50,8358.77,10677.95
1393.50,2015.69,2642.49
1423.50,403.55,913.18
1453.50,403.55,344.28
1483.50,403.55,344.28
1513.50,403.55,344.28
1543.50,403.55,344.28
1573.50,403.55,344.28
1603.00,403.55,344.28
1633.00,403.55,344.28
1663.50,403.55,344.28
1693.50,403.55,344.28
