Time,214-CO-J3,214-CO-F2,209-CO-H2,209-CO-F2,209-CO-C2,207-CO-H2,207-CO-F2,207-CO-C2,307-CO-H2,307-CO-F2,307-CO-C2,302-CO-H2,302-CO-F2,302-CO-C2,301-CO-H2,301-CO-F2,301-CO-C2,202-CO-J3,202-CO-F2,202-CO-C2
659.5,0.0,6.2e-05,3e-05,9.5e-05,9e-06,0.00017,0.000569,3e-06,0.000476,0.000368,3.4e-05,0.000698,0.002353,0.000171,0.002174,0.000611,0.000204,0.000344,0.002928,0.000218
689.5,0.0,8.1e-05,2.7e-05,9.3e-05,1.1e-05,0.000885,0.000584,3e-06,0.000411,0.00032,3.3e-05,0.000725,0.00239,0.000175,0.00216,0.000614,0.000194,0.000379,0.002928,0.000221
719.5,0.0,9.4e-05,4.3e-05,8.5e-05,1e-05,0.002056,0.000628,3e-06,0.000384,0.00031,3e-05,0.000762,0.002377,0.000168,0.002182,0.000598,0.000203,0.000308,0.002881,0.000217
749.5,0.0,6.8e-05,3.3e-05,9.9e-05,1.1e-05,0.002571,0.00055,3e-06,0.000404,0.000288,3e-05,0.000784,0.002394,0.00017,0.002158,0.000587,0.000202,0.000332,0.002903,0.000216
779.5,0.0,9.8e-05,3.5e-05,8.6e-05,1.1e-05,0.002712,0.000578,3e-06,0.000429,0.000286,3.1e-05,0.000806,0.002362,0.000177,0.002147,0.000598,0.000196,0.000221,0.002908,0.000214
809.5,0.0,0.000105,3.8e-05,9.2e-05,1e-05,0.002669,0.000589,3e-06,0.000505,0.000331,3.1e-05,0.000835,0.002396,0.000167,0.00221,0.000579,0.000201,0.000221,0.002894,0.000214
839.5,0.0,9.2e-05,3e-05,0.000111,1.2e-05,0.002511,0.000605,3e-06,0.000567,0.00038,2.9e-05,0.000836,0.002406,0.000168,0.002194,0.000574,0.000195,0.000382,0.002895,0.000231
869.5,0.0,8.6e-05,4.7e-05,7.5e-05,1.2e-05,0.002203,0.000575,3e-06,0.000567,0.000355,3.5e-05,0.000838,0.002463,0.000163,0.002225,0.000622,0.000198,0.000293,0.002908,0.000241
898.5,0.0,7.3e-05,3.8e-05,9.4e-05,1.2e-05,0.00205,0.00058,3e-06,0.000538,0.000324,3.3e-05,0.000795,0.002399,0.000185,0.002248,0.000613,0.000196,0.000243,0.002952,0.000249
928.5,0.0,7.1e-05,3.6e-05,6.8e-05,1.1e-05,0.001926,0.000579,3e-06,0.000498,0.000299,3.3e-05,0.000833,0.002366,0.000204,0.002222,0.000683,0.000197,0.000247,0.00297,0.000238
959.5,0.0,6.2e-05,4.7e-05,7.2e-05,1.2e-05,0.001907,0.000577,3e-06,0.000452,0.00028,3.4e-05,0.000848,0.002307,0.000212,0.002155,0.000653,0.000217,0.000228,0.002925,0.000239
989.5,0.0,7.4e-05,3.8e-05,7.8e-05,1.1e-05,0.001909,0.000588,3e-06,0.00041,0.000256,3.1e-05,0.000801,0.002364,0.000202,0.002184,0.000624,0.000227,0.000423,0.002838,0.000247
1018.5,0.0,6.3e-05,3.3e-05,8.2e-05,1e-05,0.001669,0.000595,3e-06,0.000427,0.000292,3.1e-05,0.000833,0.002392,0.000214,0.002209,0.000672,0.000221,1.7e-05,0.002912,0.000254
1048.5,0.0,6.8e-05,3.2e-05,6.4e-05,1.1e-05,0.000952,0.000582,3e-06,0.000417,0.000262,3e-05,0.000831,0.002412,0.000197,0.002237,0.000689,0.000214,0.000235,0.002906,0.000254
1079.5,0.0,5.4e-05,3.2e-05,6.3e-05,1e-05,0.000491,0.000546,3e-06,0.000433,0.000262,3e-05,0.000812,0.002408,0.000203,0.002234,0.00064,0.000225,0.000268,0.002901,0.000246
1109.5,0.0,5.8e-05,3.2e-05,7.8e-05,1.1e-05,0.000304,0.000585,3e-06,0.000433,0.000265,3e-05,0.000813,0.002401,0.000198,0.002207,0.000644,0.000228,0.000214,0.002953,0.000237
1139.5,0.0,7.4e-05,2.7e-05,8.3e-05,1.2e-05,0.000291,0.000609,3e-06,0.000431,0.000249,3.2e-05,0.000818,0.002446,0.000184,0.002234,0.000613,0.00023,0.000317,0.002939,0.000252
1169.5,0.0,7e-05,7.2e-05,6.4e-05,1.1e-05,0.000223,0.000604,3e-06,0.000412,0.000285,3.3e-05,0.000818,0.002465,0.000202,0.002267,0.00066,0.000224,0.000283,0.002964,0.000232
1196.0,0.0,5.2e-05,7.2e-05,6.7e-05,1e-05,0.000144,0.00058,3e-06,0.000517,0.000294,3.3e-05,0.000823,0.002328,0.000199,0.002228,0.000638,0.000209,0.000107,0.002985,0.000218
1226.0,0.0,6e-05,4.2e-05,7.2e-05,1.1e-05,0.000136,0.000569,3e-06,0.000463,0.000342,3.3e-05,0.000806,0.002326,0.000172,0.002137,0.000585,0.000227,0.000324,0.002817,0.000226
1259.5,0.0,6.3e-05,2.7e-05,7.9e-05,1.3e-05,0.000126,0.000572,3e-06,0.000463,0.000286,3.1e-05,0.00081,0.002419,0.000183,0.002172,0.000628,0.000218,0.000421,0.002822,0.000229
1289.5,0.0,5.8e-05,2.7e-05,4.5e-05,1.1e-05,0.000192,0.000572,3e-06,0.000407,0.000307,3.3e-05,0.000826,0.002435,0.000189,0.00221,0.000643,0.000198,0.000182,0.002893,0.000232
1319.5,0.0,5.7e-05,4.5e-05,7.8e-05,9e-06,0.000176,0.000558,3e-06,0.000407,0.000309,3.2e-05,0.000799,0.002359,0.000186,0.002212,0.000608,0.00021,0.000185,0.002924,0.00022
1349.5,0.0,4.4e-05,1.8e-05,6.8e-05,1.2e-05,0.000125,0.00057,3e-06,0.000425,0.000314,3.2e-05,0.000787,0.002299,0.000173,0.002136,0.000601,0.000218,0.00031,0.002848,0.000205
1379.5,0.0,5.6e-05,2.6e-05,8.2e-05,1.1e-05,0.000107,0.000566,3e-06,0.000425,0.000306,3.3e-05,0.000802,0.002234,0.000165,0.002091,0.00055,0.000208,0.000392,0.002796,0.000196
1409.5,0.0,4.2e-05,2.4e-05,8.3e-05,1.1e-05,0.000128,0.000562,3e-06,0.000425,0.000305,3.4e-05,0.000808,0.002264,0.00016,0.002102,0.000524,0.000199,0.000166,0.002774,0.000197
1439.5,0.0,6e-05,3e-05,8e-05,1.1e-05,9.3e-05,0.000545,3e-06,0.000425,0.000311,3.3e-05,0.000787,0.002274,0.000156,0.002059,0.000568,0.000192,0.000441,0.00272,0.000207
1469.5,0.0,6e-05,3e-05,9.7e-05,1.2e-05,0.000139,0.000581,3e-06,0.000425,0.000312,3.3e-05,0.000798,0.002278,0.000162,0.002118,0.000569,0.000187,0.000143,0.002734,0.000185
1496.5,0.0,5.4e-05,3e-05,0.000108,1e-05,0.000141,0.000572,3e-06,0.000425,0.000319,3.3e-05,0.000801,0.002317,0.000172,0.002125,0.0006,0.000186,0.000336,0.002712,8.2e-05
1526.5,0.0,4.5e-05,6e-05,8.5e-05,1.2e-05,0.000108,0.000555,3e-06,0.00038,0.00031,3.6e-05,0.000804,0.001445,0.000127,0.001642,0.00049,0.000192,0.00052,0.002581,3.5e-05
1558.0,0.0,5.6e-05,2e-05,9.2e-05,1.1e-05,0.000128,0.000569,3e-06,0.00036,0.000321,3.6e-05,0.000821,0.000762,4.4e-05,0.00068,0.000288,0.000202,3.8e-05,0.001453,2.2e-05
1586.5,0.0,5.7e-05,3.8e-05,9.1e-05,1.1e-05,0.000121,0.000574,3e-06,0.00036,0.000305,3e-05,0.000813,0.000486,2.4e-05,0.000351,0.000279,0.000138,0.000234,0.000458,1.8e-05
1616.5,0.0,5.7e-05,3e-05,0.00013,1.1e-05,0.000122,0.000577,3e-06,0.000382,0.000308,3.5e-05,0.000818,0.000458,2.2e-05,0.000249,0.000262,6.7e-05,0.000335,0.000179,1.9e-05
1647.0,0.0,5.5e-05,2.6e-05,9.2e-05,1.2e-05,0.000145,0.000556,3e-06,0.000382,0.000308,3.4e-05,0.000788,0.000459,2e-05,0.000256,0.00025,5.1e-05,7.3e-05,0.000146,2.1e-05
1678.5,0.0,5.3e-05,4.1e-05,0.000109,1.2e-05,0.000116,0.000562,3e-06,0.000382,0.00031,3.2e-05,0.000793,0.000406,2e-05,0.000238,0.000285,5.1e-05,0.000224,0.000125,1.5e-05
1709.5,0.0,5.3e-05,3.4e-05,9.9e-05,1.3e-05,0.000146,0.000557,3e-06,0.000382,0.000305,3.4e-05,0.00082,0.000412,1.8e-05,0.000253,0.000299,5.1e-05,6.6e-05,0.000132,1.6e-05
1738.5,0.0,4.6e-05,5.3e-05,0.00011,1.1e-05,0.000115,0.000577,3e-06,0.000382,0.00032,3.4e-05,0.000812,0.00037,1.6e-05,0.000233,0.000293,4.8e-05,0.000581,0.000123,1.7e-05
1768.5,0.0,4.7e-05,4.5e-05,0.000115,1.1e-05,0.0001,0.000589,3e-06,0.000382,0.000304,3.4e-05,0.000763,0.000407,1.9e-05,0.000226,0.000294,4.8e-05,0.000373,0.000137,1.9e-05
1798.5,0.0,6.4e-05,3e-05,0.000137,1.3e-05,0.000139,0.000598,3e-06,0.000382,0.000317,3.4e-05,0.000794,0.000408,1.3e-05,0.000209,0.000272,4.7e-05,0.000257,0.000113,1.9e-05
1828.5,0.0,4.7e-05,6e-05,0.000101,1.2e-05,0.000143,0.000551,3e-06,0.000383,0.000315,3.4e-05,0.000766,0.000398,1.8e-05,0.000216,0.00029,4.6e-05,0.000388,0.00012,1.9e-05
1858.5,0.0,4.8e-05,4.3e-05,9.1e-05,1.2e-05,0.000115,0.00052,3e-06,0.000397,0.000308,3.8e-05,0.000783,0.000401,1.9e-05,0.000224,0.000285,4.6e-05,0.000343,0.00012,1.6e-05
1888.0,0.0,7.4e-05,5.8e-05,0.000105,1.3e-05,0.000139,0.000596,3e-06,0.000397,0.000309,3.4e-05,0.000751,0.000356,2.1e-05,0.000231,0.000294,4.7e-05,0.000792,0.00014,1.7e-05
1918.5,0.0,5.7e-05,5.4e-05,8.3e-05,1.1e-05,0.000148,0.000545,3e-06,0.000397,0.000317,3.4e-05,0.000712,0.000385,2.1e-05,0.000222,0.000288,4.6e-05,7.6e-05,0.000174,1.7e-05
1948.5,0.0,5.5e-05,5e-05,8.3e-05,1.3e-05,0.000156,0.00057,3e-06,0.000423,0.000276,3.6e-05,0.000606,0.000399,2.3e-05,0.00023,0.000298,5.1e-05,6.4e-05,0.000164,1.4e-05
1978.5,0.0,3.6e-05,2.7e-05,9.7e-05,1.3e-05,0.000156,0.000588,3e-06,0.000423,0.000302,3.7e-05,0.000474,0.000377,2.1e-05,0.000245,0.000287,4.6e-05,0.000112,0.000162,1.4e-05
2009.0,0.0,7.5e-05,5.4e-05,8.7e-05,1.1e-05,0.000195,0.000561,3e-06,0.000396,0.000312,3.5e-05,0.000273,0.000382,1.9e-05,0.000223,0.000287,4.7e-05,9.7e-05,0.000162,1.4e-05
2039.5,0.0,7.3e-05,3.6e-05,8.2e-05,1.1e-05,0.000176,0.000543,3e-06,0.000376,0.000307,3.5e-05,0.000194,0.000389,2.1e-05,0.000237,0.000278,4.7e-05,0.000459,0.00015,1.7e-05
2068.5,0.0,6.9e-05,2.8e-05,8.4e-05,1.2e-05,0.000161,0.000558,3e-06,0.000425,0.000299,3.6e-05,7.6e-05,0.000353,2.1e-05,0.000217,0.000268,4.6e-05,0.000203,0.000178,1.7e-05
2098.0,0.0,7.3e-05,3.1e-05,7.9e-05,1.2e-05,0.000171,0.000547,3e-06,0.000425,0.000286,3.4e-05,7.4e-05,0.000386,2.1e-05,0.00023,0.000304,4.8e-05,0.000206,0.000162,1.3e-05
2129.0,0.0,9.5e-05,3e-05,0.000108,1.2e-05,0.000164,0.000557,3e-06,0.000425,0.000304,3.3e-05,4.7e-05,0.000386,1.8e-05,0.000193,0.000297,4.8e-05,0.000489,0.000204,1.5e-05
2159.5,0.0,8.1e-05,2.1e-05,9.2e-05,1.2e-05,0.000203,0.000532,3e-06,0.000425,0.000305,3.7e-05,3.3e-05,0.000356,1.8e-05,0.000231,0.00027,4.8e-05,0.000319,0.00023,1.6e-05
2189.5,0.0,8e-05,4e-05,6.4e-05,1.1e-05,0.000171,0.000593,3e-06,0.000425,0.000288,3.4e-05,3.4e-05,0.00036,1.8e-05,0.00021,0.000302,4.8e-05,0.000394,0.000196,1.5e-05
2219.5,0.0,0.000115,4e-05,6.5e-05,1.1e-05,0.000171,0.00054,3e-06,0.000425,0.000317,3.2e-05,4.1e-05,0.000354,1.8e-05,0.000229,0.000273,4.8e-05,0.000394,0.000225,1.7e-05
2249.5,0.0,0.000108,2.9e-05,7e-05,1.2e-05,0.000199,0.000558,3e-06,0.000467,0.000307,3.2e-05,5.3e-05,0.000375,1.9e-05,0.000205,0.000278,5e-05,0.000277,0.00019,1.5e-05
2279.5,0.0,0.000114,2.9e-05,6.4e-05,1.1e-05,0.000188,0.000592,3e-06,0.000443,0.000317,3.2e-05,5.4e-05,0.000336,2e-05,0.000195,0.000269,5e-05,0.000298,0.000242,1.3e-05
