Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,-857.11,-1065.81
4.50,-593.02,-1090.54
23.50,6092.15,8404.71
52.50,9551.29,13078.50
81.50,10374.24,22877.63
111.50,21451.11,31402.83
141.50,21037.23,27046.71
172.50,14841.04,19734.66
203.50,14841.47,14571.86
233.50,10244.32,11018.23
263.50,6241.55,7086.85
292.00,4386.98,4668.27
322.00,3967.59,6311.57
351.00,5032.63,7600.27
381.00,6799.67,10483.83
412.50,10229.15,14673.33
442.50,14957.95,17690.48
472.00,17739.95,19112.28
501.50,20705.68,22171.64
533.00,19427.97,20120.56
563.50,13850.99,14934.85
593.50,10317.81,12990.48
623.50,8075.49,12288.70
653.50,9497.64,15365.71
683.50,14013.06,18251.86
713.50,16995.75,20070.21
743.50,13961.56,14865.76
773.50,13455.86,11813.20
803.50,8986.60,12542.83
833.50,13158.40,9011.52
863.50,15394.90,17267.13
893.50,16706.45,16194.41
922.50,13061.27,21912.32
952.00,13625.56,34372.02
983.00,15871.76,28823.40
1013.50,17226.51,25582.05
1043.50,18148.08,23832.34
1073.50,16756.90,17508.44
1103.50,21904.07,13347.92
1133.50,24368.39,17207.25
1163.50,21207.20,18307.30
1193.50,23020.17,18004.28
1223.50,19154.05,22340.26
1253.50,19230.20,25820.29
1283.00,24052.63,26159.23
1313.00,23828.86,19743.44
1343.50,21532.50,24243.83
1373.50,9100.70,9585.61
1403.50,2328.75,2568.18
1433.50,650.01,882.82
1463.50,650.01,882.82
1493.00,650.01,882.82
1523.00,650.01,882.82
1553.50,650.01,882.82
1583.50,650.01,882.82
1613.50,650.01,882.82
1643.50,650.01,882.82
1673.00,650.01,882.82
1703.00,650.01,882.82
1733.50,650.01,882.82
1763.50,650.01,882.82
1793.00,650.01,882.82
1823.00,650.01,882.82
1853.50,650.01,882.82
1883.50,650.01,882.82
1913.50,650.01,882.82
1943.50,650.01,882.82
1973.50,650.01,882.82
2003.50,650.01,882.82
2033.50,650.01,882.82
2063.50,650.01,882.82
2093.50,650.01,882.82
2123.50,650.01,882.82
2153.50,650.01,882.82
2183.50,650.01,882.82
2213.50,650.01,882.82
2243.50,650.01,882.82
2273.50,650.01,882.82
2303.00,650.01,882.82
