Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,-140.74,152.28
5.00,809.26,3415.46
24.50,3021.78,12304.45
54.50,8899.25,27903.74
84.50,17357.29,37277.76
114.50,26264.11,39275.17
144.50,30091.44,39951.66
173.50,40137.74,47085.27
203.50,46006.80,55315.48
234.50,42963.53,52459.70
264.50,38398.70,49771.65
294.50,30737.72,44806.18
324.50,19961.65,30379.52
354.50,13125.88,22745.09
384.50,17343.98,24790.53
414.50,22120.82,31725.22
444.50,22105.51,39181.49
474.50,18692.79,43728.29
504.50,23505.88,42855.03
534.50,23398.28,42656.60
564.50,18728.89,39317.52
594.50,17611.77,45033.94
624.50,20723.61,53305.36
654.50,19779.88,52739.76
684.00,20387.67,48360.10
714.00,20826.42,40729.47
744.50,14582.39,34996.42
773.50,18729.76,24928.76
803.50,19948.61,35870.75
834.50,22348.68,40365.93
864.50,32535.06,40958.56
894.50,38346.10,38911.93
924.50,39655.03,41574.11
954.50,32873.12,42852.08
984.50,31636.18,37587.99
1014.50,25796.81,46569.05
1044.50,20504.01,45703.88
1074.50,25395.58,51507.24
1104.50,30502.99,70349.04
1134.50,36893.92,57477.07
1164.50,31715.30,51832.90
1193.50,30707.82,50930.93
1223.50,11274.80,19119.96
1254.50,2741.87,4765.82
1284.50,958.77,1260.25
1314.50,390.49,1260.25
1344.50,390.49,365.93
1374.50,390.49,365.93
1404.50,390.49,365.93
1434.50,390.49,365.93
1464.50,390.49,365.93
1493.50,390.49,365.93
