Time,South Central Fans,North Central Fans
s,m3/s,m3/s
0.00,3.00,0.34
5.00,3.00,0.41
24.50,2.31,-0.43
54.50,2.44,-0.16
84.50,2.83,0.32
114.50,3.06,0.67
144.50,-34.00,27.89
174.50,-115.36,107.07
204.50,-133.40,129.53
233.50,-133.17,132.33
263.50,-134.62,132.91
294.50,-133.77,133.08
324.00,-133.11,133.30
354.00,-132.46,133.91
384.00,-133.65,133.69
414.00,-145.90,141.66
444.50,-162.69,155.03
474.50,-166.37,164.59
503.00,-166.87,166.86
533.00,-167.89,165.96
564.50,-166.75,165.05
594.00,-167.08,165.29
624.00,-168.26,165.89
654.50,-167.19,165.53
684.50,-167.41,165.38
713.50,-166.73,165.12
743.50,-166.46,165.67
774.00,-166.18,165.44
803.50,-167.72,165.04
833.50,-168.52,164.87
863.50,-167.43,164.16
893.50,-164.98,163.04
923.50,-190.59,178.02
953.50,-202.59,182.35
982.50,-191.31,170.13
1012.50,-195.02,176.00
1043.50,-197.52,186.29
1073.50,-196.61,191.96
1103.50,-197.66,194.23
1133.50,-197.16,196.67
1163.50,-198.59,197.43
1192.50,-198.70,197.37
1222.50,-197.88,197.76
1253.50,-197.30,197.80
1283.50,-197.74,197.73
1313.50,-199.27,197.38
1343.50,-198.83,196.59
1373.50,-198.33,196.52
1402.50,-199.37,196.69
1432.00,-199.37,196.59
1462.50,-199.74,197.09
1492.50,-198.80,197.35
1522.50,-199.83,196.62
1553.00,-199.92,196.99
1583.50,-200.86,197.30
1613.50,-199.68,197.45
1643.50,-199.00,197.28
1673.00,-198.99,196.80
1703.00,-199.24,197.17
1733.50,-199.71,196.39
1763.00,-199.13,196.37
1793.00,-198.87,197.07
1823.50,-199.37,195.92
1853.50,-200.81,196.79
