Time,214-VF,209-VF,208-VF,207-VF,307-VF,305-VF,304-VF,302-VF,301-VF,202-VF
1007.5,-114.8,-28.3,-116.2,-115.2,-118.9,-129.3,-422.1,-354.7,-332.6,-258.7
1038.5,-115.0,-32.6,-112.3,-110.4,-120.4,-123.4,-410.9,-352.8,-334.9,-249.6
1067.0,-111.1,-19.0,-114.7,-110.7,-115.5,-123.5,-434.6,-357.0,-323.4,-247.9
1096.0,-120.6,2.3,-117.9,-114.6,-122.1,-129.6,-418.9,-354.3,-335.7,-249.2
1126.5,-119.8,-21.2,-121.2,-118.9,-126.2,-129.8,-405.6,-325.7,-330.1,-261.4
1157.5,-117.0,-21.2,-119.7,-112.5,-124.1,-127.8,-416.0,-351.1,-334.7,-257.6
1188.5,-115.0,12.4,-121.7,-118.0,-131.6,-128.0,-424.0,-349.6,-337.5,-255.9
1218.5,-115.5,-26.2,-121.8,-113.2,-123.7,-129.1,-413.1,-349.3,-335.6,-260.6
1248.5,-114.8,12.3,-113.1,-114.0,-122.4,-126.2,-408.2,-347.1,-338.0,-250.0
1278.0,-114.9,-14.4,-115.1,-112.4,-118.9,-124.6,-419.3,-346.3,-328.4,-251.2
1308.0,-114.0,-25.5,-111.6,-113.3,-121.0,-124.9,-413.2,-348.7,-327.4,-249.0
1338.5,-130.4,-112.5,-131.4,-125.9,-136.7,-139.8,-444.0,-371.5,-362.7,-278.4
1367.5,-139.9,-164.5,-148.0,-137.9,-147.0,-154.1,-481.1,-392.6,-365.3,-309.6
1397.5,-139.0,-174.3,-144.0,-137.1,-148.7,-151.9,-484.0,-402.6,-378.9,-312.0
1428.0,-137.6,-156.6,-141.6,-135.6,-135.6,-152.2,-469.0,-395.4,-374.1,-313.1
1456.0,-132.5,-150.2,-142.1,-137.3,-142.7,-149.3,-469.5,-398.9,-386.5,-308.1
1484.5,-137.0,-166.4,-143.5,-138.2,-145.6,-151.0,-476.6,-396.0,-393.9,-320.6
1516.5,-139.5,-158.4,-142.6,-134.9,-145.0,-149.1,-429.1,-398.6,-377.4,-308.9
1548.5,-137.1,-154.2,-136.9,-131.1,-138.2,-144.0,-414.4,-387.1,-375.0,-307.2
1577.0,-5.8,-24.9,-16.0,-16.9,-14.0,-43.2,-219.8,-184.7,-160.9,-131.1
1605.5,145.5,152.6,142.1,145.7,165.7,180.2,-51.1,30.4,42.5,151.1
1634.5,206.5,196.8,208.7,240.8,262.5,307.6,146.2,242.3,179.3,193.3
1666.0,199.4,200.7,229.8,264.3,282.1,354.4,144.9,192.7,169.8,171.7
1698.0,190.1,223.3,237.7,274.0,290.2,349.0,136.9,191.2,164.1,152.0
1728.0,194.5,228.1,249.5,286.7,300.1,351.0,141.9,163.2,177.0,143.1
1757.0,207.4,252.2,260.9,298.1,312.8,365.2,140.8,162.6,181.1,173.8
1787.0,203.7,245.8,260.6,300.8,317.3,369.9,148.8,163.4,181.0,181.1
1818.5,214.2,252.6,263.9,301.8,314.2,368.3,143.4,161.6,172.6,180.7
1848.5,218.0,246.0,265.2,297.8,315.0,370.9,145.6,158.3,172.6,187.8
1878.0,220.4,245.2,268.1,306.1,312.7,377.7,139.4,79.1,175.8,184.2
1908.0,207.1,231.8,248.3,290.1,299.3,351.9,162.6,84.3,189.7,201.9
1938.5,198.6,230.4,252.7,277.2,265.2,310.3,156.9,82.9,190.6,210.0
1966.5,202.7,227.1,244.6,254.1,260.1,297.1,153.9,84.4,189.5,200.5
1996.5,201.3,207.7,232.3,242.4,247.8,277.1,161.2,83.5,193.6,203.7
2028.5,192.6,200.8,228.0,232.6,233.3,252.5,153.6,82.2,188.2,193.9
2057.5,198.6,194.3,219.9,223.3,222.0,245.5,154.8,82.8,191.8,191.1
2087.5,207.5,205.1,198.1,238.7,232.8,247.4,162.4,84.6,187.3,214.9
2118.5,218.1,219.6,195.1,239.1,231.7,251.2,168.8,73.3,198.1,216.0
2148.5,243.9,236.3,301.1,259.0,241.4,261.5,184.9,51.6,222.9,222.5
2177.0,250.8,242.4,288.3,272.4,261.8,277.2,176.2,50.8,218.8,230.5
2207.0,247.6,229.5,282.6,263.2,256.2,272.3,183.2,51.9,226.9,237.9
2238.5,244.1,232.2,288.1,262.6,256.5,270.4,172.8,51.2,220.4,227.1
2267.0,243.7,229.1,289.6,263.2,253.9,271.8,176.9,52.4,219.1,230.4
2297.0,247.6,235.2,282.7,265.6,258.8,260.6,178.3,51.7,224.8,231.5
2328.5,248.8,228.2,291.1,259.6,252.5,266.4,178.3,52.4,224.8,243.4
2358.5,252.2,227.6,291.4,256.4,255.3,279.2,173.7,48.6,206.6,227.3
2388.5,246.9,225.2,278.7,259.4,248.3,278.7,179.2,51.9,224.5,234.7
2418.5,239.4,220.2,284.0,259.6,247.1,263.5,181.3,51.4,221.1,245.7
2448.5,244.8,222.4,283.6,261.6,246.0,265.3,170.8,50.5,215.5,235.8
2477.0,240.6,226.0,275.3,250.2,243.8,264.9,179.7,51.7,221.5,232.4
