Time,South Central Fans,North Central Fans
s,m3/s,m3/s
0.00,60.14,55.79
8.50,61.37,55.91
32.00,77.13,70.89
62.50,138.72,124.26
92.50,165.68,150.00
122.50,170.29,154.81
152.50,170.46,156.26
181.50,170.57,155.75
211.00,171.02,156.29
242.00,170.84,155.86
272.50,171.54,155.25
302.50,170.36,155.76
332.50,169.99,152.36
361.00,169.78,154.65
390.00,169.34,155.75
420.50,170.98,156.47
451.50,173.56,156.27
482.50,172.52,155.22
512.50,171.93,155.52
540.50,172.70,155.32
569.00,173.60,152.60
600.50,171.43,153.88
631.50,172.95,155.64
662.00,173.11,155.06
692.50,173.09,155.60
722.50,175.18,155.29
752.00,176.14,155.14
781.50,172.98,155.09
811.50,173.56,151.23
842.00,173.28,154.48
872.00,173.18,155.24
902.00,173.03,154.73
932.50,173.75,154.37
962.50,172.93,155.04
992.50,173.07,155.06
1022.00,174.89,154.62
1052.00,175.32,149.95
1082.50,173.99,153.17
1112.50,173.99,154.78
1142.50,172.12,155.13
1172.50,172.17,154.43
1202.50,171.87,154.77
1231.50,172.41,155.53
1261.50,174.22,155.26
1292.50,173.61,151.09
1322.50,172.34,154.33
1352.50,172.51,156.03
1382.50,174.39,155.83
1412.50,172.25,152.07
1442.50,172.43,174.81
1472.50,174.50,202.86
1502.50,173.43,208.00
1532.50,172.83,202.65
1562.50,174.14,206.53
1592.50,173.59,208.75
1622.50,172.21,209.32
1652.50,173.58,208.23
1682.50,172.64,207.91
1712.50,172.55,207.93
1742.50,172.67,207.91
1772.50,172.86,201.76
1802.50,172.27,205.71
1832.50,173.50,207.57
1862.50,175.00,208.28
1892.50,172.86,207.74
1922.50,173.16,207.68
1952.50,173.40,207.33
1981.50,172.75,207.61
2011.00,171.84,201.27
2042.00,172.45,205.89
