Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207F2,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2
s,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
0.00,22.35,0.30,0.92,99.28,0.05,73.43,61.56,0.00,257.88,0.30,16.85,44.25,96.99,11.05,257.93,24.92,9.83,184.27,52.80,16.75
13.00,22.35,0.30,0.92,74.62,0.02,68.17,85.93,0.00,267.03,0.30,16.59,74.97,99.08,6.10,291.12,56.15,5.92,167.54,26.43,14.10
40.50,34.74,0.30,0.92,80.70,0.03,63.78,65.90,0.00,269.17,0.30,16.59,44.71,141.91,6.10,294.97,56.76,9.70,169.99,23.96,16.14
70.50,34.74,0.30,0.92,65.75,0.10,74.72,125.95,0.00,269.17,0.30,14.95,44.80,141.45,6.10,280.23,50.66,6.90,36.42,23.65,19.10
100.50,34.74,0.30,0.92,97.78,0.04,103.52,99.26,0.00,267.80,0.30,17.64,46.49,122.94,3.11,265.03,34.54,5.86,152.73,42.72,13.24
129.50,33.42,0.30,0.92,76.32,0.03,82.40,74.46,0.00,265.81,0.30,14.73,52.55,547.12,9.09,266.79,54.63,5.86,127.46,26.45,13.12
158.50,30.52,0.30,0.92,71.45,0.07,87.89,87.18,0.00,291.45,970.17,15.59,56.56,404.42,9.09,241.22,24.72,7.02,88.81,26.25,10.19
189.00,35.86,0.30,0.92,63.01,0.11,50.28,93.35,0.00,384.63,1300.42,12.88,59.31,795.46,5.11,251.63,24.72,5.92,121.07,24.03,13.29
220.00,71.72,0.30,0.92,70.78,0.00,107.73,69.68,0.00,528.47,1358.86,14.86,222.23,660.94,9.09,253.88,35.25,5.92,69.89,31.43,13.15
250.50,40.28,0.30,0.92,71.76,0.03,413.21,106.25,0.00,679.84,1343.58,18.86,370.18,494.25,3.11,235.29,24.11,7.00,101.32,26.09,11.68
280.50,65.26,0.30,279.24,107.93,10.68,959.74,68.45,23.65,870.37,1621.83,19.01,322.51,173.91,9.09,255.95,40.39,6.90,57.23,23.50,15.14
310.50,521.81,0.30,1383.12,889.79,47.20,1477.88,272.80,70.60,924.39,1549.54,20.53,116.43,120.55,3.11,250.36,43.95,6.90,40.13,40.28,18.09
340.50,1809.70,0.30,1343.03,923.05,31.41,2615.90,1866.48,82.79,716.66,1606.25,30.07,64.57,106.39,8.97,226.01,29.91,6.90,62.28,40.28,15.63
370.50,1710.62,0.30,1031.34,884.34,1.88,2144.22,2192.68,58.25,639.35,1583.73,33.57,72.94,95.58,8.97,256.78,29.45,7.47,119.94,40.28,14.54
400.50,1458.28,0.30,960.58,786.08,1.60,1802.35,2150.65,63.71,639.35,1508.01,44.68,54.38,119.60,8.97,284.68,25.63,8.70,95.17,35.40,11.80
430.50,1376.21,0.30,960.10,728.79,1.06,1724.69,2344.50,66.51,639.35,1467.42,39.00,54.63,114.75,8.97,284.26,43.23,11.23,117.89,24.41,16.60
460.50,1337.04,0.30,939.21,655.49,2.40,1759.06,2389.59,49.13,639.35,1486.11,39.21,56.95,111.50,3.23,260.86,33.37,6.88,83.40,24.41,14.42
490.50,1347.14,0.30,945.37,659.12,3.39,1746.45,2188.86,45.59,646.47,1433.64,30.48,64.09,128.65,7.84,271.87,29.20,7.46,93.30,20.75,12.57
520.50,1324.79,0.30,934.71,641.49,1.81,1757.53,2127.41,43.25,620.43,1285.16,30.48,75.58,82.58,7.84,301.21,32.15,8.27,164.75,25.48,14.10
550.50,1285.00,0.30,917.31,607.49,1.79,1752.43,2036.79,19.71,634.77,1246.40,20.45,56.21,89.61,8.06,271.36,38.76,8.27,149.08,43.76,14.26
580.50,1271.00,0.30,889.21,610.47,0.55,1770.68,2022.43,13.64,649.12,1135.30,20.45,74.46,109.09,8.06,280.28,49.64,8.27,136.30,22.28,14.18
610.50,1230.92,0.30,890.08,547.95,0.63,1754.70,2035.99,13.86,649.12,1206.94,20.33,62.15,128.98,8.06,296.05,29.14,4.58,202.85,38.15,14.18
640.50,1212.45,0.30,891.80,532.86,0.20,1783.82,1976.14,15.20,649.12,1202.46,19.90,77.45,141.30,8.06,289.89,26.99,4.58,129.24,28.99,12.27
670.50,1225.64,0.30,894.03,537.18,0.27,1744.96,1962.92,18.33,649.12,1179.93,17.70,56.08,125.05,11.05,281.77,30.52,10.28,165.81,42.57,16.17
700.50,1178.61,0.30,888.04,516.99,0.09,1781.34,1885.97,10.56,649.12,1216.35,17.70,60.50,123.23,7.10,263.31,47.15,11.78,115.66,42.11,13.30
730.50,1188.47,0.30,900.38,501.69,0.16,1769.93,1893.34,9.77,635.89,1225.80,16.05,63.63,102.30,9.05,318.75,24.57,9.09,135.12,34.18,13.30
760.50,1183.41,0.30,898.64,519.37,0.03,1763.64,1853.71,6.04,635.89,1195.87,16.54,70.09,92.33,8.06,289.16,38.35,9.70,157.33,28.08,14.51
