Time,Loop 214,Loop 209,Loop 208,Loop 207,Loop 307,Loop 305,Loop 304,Loop 302,Loop 301,Loop 202
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.00,-78.34,-56.40,-33.08,-55.34,-55.80,-58.17,-62.90,-62.39,-57.84,-80.88
6.50,-64.95,-50.45,-16.93,-46.35,-48.06,-55.23,-60.49,-68.83,-62.58,-86.24
27.50,-43.60,-35.12,11.59,-30.54,-35.61,-48.17,-51.66,-62.59,-53.66,-72.35
57.50,-35.04,-27.12,17.83,-25.40,-23.49,-37.74,-46.84,-51.77,-43.13,-59.54
87.50,-18.12,-10.61,0.07,-12.76,-7.27,-22.60,-34.85,-35.30,-26.80,-38.79
117.50,-3.17,-2.05,8.28,5.14,9.31,-3.19,-17.95,-19.78,-8.93,-12.36
146.50,7.55,11.86,25.42,21.92,23.58,13.83,2.71,6.73,11.39,6.38
176.50,19.57,22.67,38.10,33.56,34.58,29.00,10.83,11.48,14.47,22.68
205.50,26.88,28.03,47.83,41.89,47.82,43.20,17.42,19.43,22.36,36.18
235.00,34.03,36.45,51.34,55.34,54.78,53.03,27.00,23.13,25.73,38.44
266.00,33.75,38.26,51.49,54.84,54.08,47.08,24.21,23.18,24.12,31.01
295.45,36.51,32.05,49.39,50.54,51.53,45.19,23.20,18.16,21.73,30.55
325.00,35.16,27.19,32.47,52.94,51.01,45.73,21.27,17.19,19.50,32.41
354.50,35.81,35.90,39.94,51.19,53.21,44.57,22.41,19.53,21.51,32.12
385.50,38.94,38.87,41.33,54.75,57.46,49.34,27.72,21.99,23.61,35.85
416.00,43.90,40.87,48.89,60.12,58.79,49.79,25.23,23.18,25.75,35.07
446.50,46.80,45.70,54.36,61.49,60.02,52.13,28.86,24.97,28.44,43.54
477.50,46.86,49.35,62.61,62.50,65.54,54.76,35.26,23.13,29.10,43.77
507.00,55.10,55.63,65.51,65.10,65.70,52.63,33.09,27.60,31.25,34.43
537.00,55.11,53.47,67.13,68.93,72.77,60.28,39.51,34.86,35.39,52.99
567.50,59.38,59.89,51.77,70.71,75.57,61.47,46.85,40.62,40.52,52.45
597.50,59.76,58.42,45.24,75.18,76.64,61.59,43.91,40.11,41.78,53.44
627.50,63.32,60.54,52.93,78.28,79.89,67.24,46.64,47.87,46.53,58.57
657.50,66.29,62.60,57.75,77.32,78.55,76.62,51.29,43.29,46.66,59.28
687.50,66.66,64.32,59.87,81.75,83.37,77.46,50.24,47.68,47.69,62.51
717.50,68.40,67.02,61.68,83.88,82.77,78.90,52.51,50.93,49.91,66.77
747.50,69.63,70.25,65.15,85.16,85.40,80.94,53.44,51.50,51.11,69.08
777.50,69.54,68.70,64.38,86.81,86.74,78.02,54.61,52.92,50.87,67.99
807.50,69.51,65.54,36.49,89.54,83.49,76.69,51.71,50.14,50.13,63.75
837.50,70.63,69.02,50.65,85.99,87.30,82.59,54.56,50.21,51.18,63.89
867.50,74.50,73.73,56.34,91.37,89.30,91.49,57.80,57.95,56.44,68.22
897.50,78.39,77.15,63.86,91.13,92.73,99.65,61.29,58.86,59.53,71.98
927.50,76.25,77.32,62.94,93.75,89.90,100.79,60.30,59.30,57.09,73.02
957.50,78.37,77.46,67.91,93.86,94.04,96.48,63.04,62.35,59.58,77.56
987.50,83.46,82.80,70.81,98.11,98.11,106.94,64.62,67.73,63.87,85.10
1017.50,85.06,82.38,75.18,101.00,98.87,111.63,65.96,71.14,66.03,88.69
1047.50,86.67,87.66,42.52,104.20,100.15,111.37,67.74,70.12,66.13,91.81
1077.50,85.79,85.06,34.97,98.63,97.45,114.88,70.79,70.02,65.04,80.95
1107.50,83.74,83.86,30.75,96.29,97.90,108.63,68.82,69.52,63.06,77.30
1137.50,84.56,83.69,27.43,97.02,96.32,104.59,65.75,65.96,62.48,74.28
1167.50,82.06,79.24,22.91,96.20,96.38,93.62,62.09,64.51,60.64,72.19
1197.50,83.23,83.54,26.87,96.19,97.15,107.17,64.85,67.84,63.24,73.31
1227.50,88.36,89.57,36.70,101.76,102.17,116.24,71.22,73.00,67.68,86.97
