Time,Loop 214,Loop 209,Loop 208,Loop 207,Loop 307,Loop 305,Loop 304,Loop 302,Loop 301,Loop 202
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.00,-36.81,-40.15,-34.07,-30.07,-30.88,-27.44,-41.50,-23.72,-41.92,-54.85
14.50,-20.98,-33.00,-28.85,-23.39,-17.83,-13.06,-33.26,4.50,-27.39,-37.59
43.50,-7.54,-7.92,-6.94,-1.00,-3.11,6.07,-15.85,25.10,-7.80,-13.97
73.50,7.11,1.69,2.73,11.72,11.02,26.23,-9.54,29.76,-0.62,4.93
103.50,20.44,15.02,17.18,27.97,27.68,42.12,13.50,17.80,19.24,16.61
133.00,18.85,29.83,29.59,46.32,35.68,53.03,22.41,29.69,27.94,30.25
163.00,-30.21,25.20,37.58,68.79,73.48,108.09,56.40,65.91,64.88,81.95
193.50,-96.44,14.72,32.54,74.55,78.19,122.14,70.06,83.14,87.58,124.02
223.50,-112.46,-8.00,14.00,59.09,68.31,109.74,61.66,73.19,81.75,115.67
253.50,-121.98,-18.14,6.39,52.26,57.16,100.98,56.41,67.08,74.13,116.00
283.50,-126.31,-19.49,4.33,46.77,56.62,97.51,53.38,1.05,72.83,109.39
313.50,-123.84,-20.86,3.08,47.84,53.91,98.13,51.98,2.88,69.41,103.52
343.50,-129.11,-23.38,2.15,46.29,55.05,95.87,50.07,1.68,68.53,104.57
373.50,-120.65,-24.73,3.47,45.80,54.94,93.57,49.02,-5.47,69.90,101.42
402.50,-122.48,-24.61,0.43,39.46,52.37,93.15,47.19,-8.36,65.34,96.97
432.00,-120.96,-24.95,-2.62,40.07,51.73,92.57,43.55,-10.11,65.20,99.56
463.00,-122.64,-22.70,1.10,43.52,53.70,96.48,47.95,25.14,68.61,106.85
493.50,-122.72,-19.11,4.76,47.11,53.61,98.09,49.27,28.72,68.88,102.20
523.50,-119.33,-19.32,4.60,49.88,58.38,97.54,49.02,29.96,69.34,98.88
553.50,-119.06,-19.61,4.72,50.98,59.58,99.92,51.06,32.04,70.48,99.47
583.50,-118.92,-15.18,7.49,55.08,64.28,100.18,52.78,35.87,72.43,101.74
613.50,-118.04,-16.13,7.26,54.38,63.07,101.40,50.86,34.21,75.08,104.30
643.50,-121.88,-19.18,4.02,49.90,59.18,100.10,47.88,-4.94,67.46,98.20
673.50,-945.10,-256.83,12.36,364.34,860.71,1310.67,328.76,-165.23,597.00,748.84
703.50,-531.00,-108.67,-25.74,190.98,298.32,385.76,235.96,-108.00,438.26,448.56
733.50,-129.17,-46.23,0.16,40.87,52.13,90.97,41.86,-20.67,60.26,92.53
763.50,-128.49,-28.61,-2.51,40.26,51.96,91.04,41.52,-20.21,60.64,91.27
793.50,-120.88,-26.70,1.13,41.27,53.20,91.63,44.00,-14.39,59.30,92.07
823.50,-120.95,-24.01,3.99,45.28,56.97,95.50,46.82,24.45,64.66,98.38
853.50,-117.32,-15.86,8.03,51.83,59.43,100.88,50.07,31.03,68.24,100.72
883.50,-119.71,-13.07,11.81,57.50,66.70,102.88,51.91,35.61,69.89,101.68
913.50,-124.04,-13.15,9.92,55.34,63.20,98.45,49.18,30.55,65.27,101.24
942.50,-129.22,-19.94,3.77,47.30,59.27,95.53,46.16,23.90,66.63,101.11
972.50,-126.48,-23.50,1.65,43.56,56.67,92.60,44.72,16.98,64.84,98.06
1003.50,-121.98,-25.68,-2.54,40.19,54.79,91.79,42.80,6.13,61.56,97.75
1033.50,-124.79,-23.33,0.02,43.57,54.36,88.43,43.66,12.19,64.08,93.44
1063.50,-126.47,-21.70,3.27,47.80,58.14,94.43,45.72,13.71,64.17,95.52
1093.50,-123.22,-22.98,5.21,51.34,60.15,96.25,46.81,18.15,68.80,103.62
1123.50,-123.24,-16.66,7.91,53.21,63.36,98.34,48.65,24.40,69.36,111.27
1153.50,-117.71,-16.58,7.69,55.02,63.30,99.74,51.10,28.03,72.57,106.36
1182.50,-121.00,-16.00,7.39,52.61,61.53,98.60,49.21,5.39,68.35,104.52
1212.00,-122.33,-14.72,8.84,53.81,62.99,102.68,49.50,8.94,70.61,103.40
1243.00,-115.94,-11.86,10.58,55.12,65.59,103.02,51.21,12.72,71.06,107.35
1273.50,-116.17,-10.85,9.40,57.83,66.93,103.82,52.46,18.71,72.47,110.93
1303.50,-114.63,-10.07,14.97,61.24,68.25,105.91,53.21,18.00,73.21,105.56
1332.50,-114.50,-6.48,15.61,62.87,70.39,107.98,52.70,25.33,75.99,103.60
1362.00,-102.83,-2.75,17.98,65.49,75.22,111.46,57.98,8.92,77.77,106.43
1393.00,-114.53,-5.42,18.53,64.30,74.69,112.99,54.64,0.45,76.79,107.12
1423.00,-120.73,-17.64,7.90,52.59,59.77,95.61,46.79,-17.93,67.56,99.23
1453.00,-129.02,-26.12,0.65,46.74,55.13,90.81,41.32,-25.97,62.43,92.69
1483.00,-131.80,-26.25,0.66,45.01,58.01,94.02,42.57,-25.52,62.64,91.56
1513.00,-135.73,-26.40,1.61,43.90,54.29,94.91,42.32,-29.38,59.63,86.84
1543.50,-132.40,-26.34,-2.74,40.84,53.98,93.13,40.41,2.18,60.83,86.27
1572.50,-131.05,-28.19,-6.37,38.97,49.75,92.98,37.51,0.72,57.07,84.25
1602.50,-134.13,-30.96,-6.48,35.06,47.61,85.29,33.75,-8.91,53.66,81.83
1633.50,-133.81,-30.90,-5.03,34.19,48.94,88.89,40.09,5.55,56.75,92.53
1663.50,-129.93,-21.44,3.51,46.00,53.46,89.36,48.75,28.93,66.19,107.66
1693.50,-123.22,-17.77,5.50,48.77,53.29,87.23,58.00,48.33,75.04,124.25
1723.50,-120.82,-15.57,7.22,46.24,52.97,78.84,61.48,22.62,80.47,121.23
1753.50,-124.57,-17.74,3.32,37.27,49.55,76.13,56.98,5.89,74.46,104.49
1783.50,-126.09,-21.40,0.24,30.48,40.96,66.50,54.78,2.65,74.14,102.32
1813.50,-118.45,-19.78,0.02,30.31,42.87,68.61,56.51,7.56,73.89,104.15
1843.50,-119.52,-19.84,1.42,28.78,43.31,68.09,56.86,4.65,75.66,104.46
1873.50,-120.32,-20.85,0.53,27.47,40.40,65.98,53.47,4.60,74.43,103.02
1903.50,-126.68,-21.30,0.80,27.60,41.59,66.66,56.22,27.21,73.71,106.05
1933.50,-127.23,-21.28,-1.91,25.38,40.57,63.45,54.66,21.15,74.54,99.85
1962.50,-127.95,-20.63,-4.64,21.70,36.79,58.54,52.21,13.78,70.36,99.16
1992.50,-127.46,-21.18,-4.88,21.80,37.65,60.40,52.67,17.40,72.77,112.82
