Time,CT214J3,CT214F2,CT209H2,CT209F2,CT209C2,CT207H2,CT207F2,CT207C2,CT307H2,CT307F2,CT307C2,CT302H2,CT302F2,CT302C2,CT301H2,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2
s,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
0.00,0.00,41.08,0.15,38.45,7.75,233.42,250.81,5.28,265.81,184.36,16.48,0.30,323.27,22.12,109.00,160.61,14.95,0.30,556.30,0.00
5.50,0.00,50.10,0.15,38.45,7.77,190.08,209.52,2.99,265.81,163.79,16.42,0.30,315.92,20.78,129.80,164.93,16.60,0.30,582.19,0.00
25.00,0.00,50.10,0.15,38.45,6.87,219.73,242.76,2.99,265.81,160.95,15.29,0.30,309.91,20.78,94.03,185.43,10.99,0.30,551.63,0.00
55.50,0.00,37.99,0.15,38.45,6.52,212.29,204.72,3.02,265.81,181.17,16.45,0.30,322.40,19.78,48.42,191.71,10.99,0.30,589.11,0.00
86.50,0.00,23.70,0.15,38.45,7.44,229.89,245.01,2.75,305.89,153.02,16.46,0.30,373.41,22.73,94.95,171.10,17.03,0.30,616.29,27.80
116.50,0.00,32.27,0.15,38.45,7.02,249.29,239.61,4.08,295.57,164.29,16.45,0.30,648.94,25.36,180.83,205.89,17.03,0.30,938.99,58.56
146.50,0.00,26.86,0.15,38.45,7.02,221.81,192.79,8.00,295.57,178.53,16.45,0.30,1216.41,47.38,545.11,248.62,17.03,0.30,1599.12,89.88
175.50,0.00,51.78,0.15,38.45,7.20,209.61,196.47,4.64,295.57,170.75,16.32,0.30,1437.00,80.58,889.86,323.44,17.56,0.30,1955.07,105.39
204.50,0.00,35.10,0.15,38.45,6.80,213.08,228.46,6.68,295.57,161.79,16.66,0.30,1555.12,102.14,1030.02,342.99,41.03,0.30,2127.54,112.64
