Time,South Central Fans,North Central Fans
s,m3/s,m3/s
0.00,-0.47,-0.19
14.50,-0.05,-0.08
43.50,-0.03,-0.46
73.50,0.07,0.04
103.50,0.81,0.49
133.50,-9.60,8.92
163.00,-85.89,78.21
193.00,-131.50,125.12
223.50,-133.62,131.85
253.50,-133.90,131.74
283.00,-133.57,132.20
313.00,-134.28,132.12
343.00,-133.20,132.25
372.50,-133.30,132.24
402.50,-134.65,131.80
432.50,-134.02,132.24
462.50,-133.48,132.23
491.50,-133.10,131.42
521.50,-133.47,131.55
551.50,-133.96,132.09
581.50,-133.38,132.10
611.50,-133.50,131.62
641.50,-133.78,131.87
672.00,-133.40,132.51
701.00,-132.46,132.00
731.50,-132.79,132.29
762.00,-133.70,132.64
791.50,-133.22,131.90
822.00,-133.27,132.19
852.50,-133.54,132.22
882.50,-134.28,131.89
912.50,-134.01,132.34
942.50,-133.00,131.75
972.50,-133.26,131.98
1001.50,-134.12,131.49
1031.50,-134.52,132.35
1062.50,-133.53,131.90
1092.50,-133.58,131.86
1122.50,-132.83,131.52
1152.50,-132.78,131.52
1182.50,-132.04,131.66
1212.00,-132.04,130.85
1241.00,-131.63,131.67
1271.50,-128.39,127.46
1302.00,-131.97,130.81
1332.00,-132.94,131.56
1362.50,-132.28,131.77
1392.50,-132.77,131.70
1422.00,-133.59,131.80
1452.00,-132.54,132.01
1482.50,-133.02,131.22
1512.50,-133.47,131.29
1542.50,-133.50,131.66
1572.50,-134.47,131.19
1602.50,-134.26,131.59
1632.50,-134.70,131.48
1662.50,-134.09,131.84
