Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,6211.80,0.00
9.50,12571.87,0.00
33.50,20746.70,0.00
63.50,24146.35,0.00
93.50,23710.64,0.00
123.50,23196.17,0.00
153.50,21940.76,0.00
183.50,21934.92,0.00
213.50,21237.85,0.00
243.50,21214.45,0.00
273.50,20493.29,0.00
303.50,19322.67,0.00
333.50,21126.47,0.00
363.50,22069.17,0.00
393.50,23974.64,0.00
423.50,23984.18,0.00
453.50,24042.75,0.00
483.50,23484.28,0.00
513.50,22945.49,0.00
543.50,22828.80,0.00
573.50,24064.83,0.00
603.50,24708.05,0.00
633.50,24130.84,0.00
663.50,24996.11,0.00
693.50,25572.49,0.00
723.50,26607.92,0.00
752.00,27387.45,0.00
782.00,26512.90,0.00
812.50,26079.02,0.00
842.50,25799.64,0.00
872.50,25671.45,0.00
902.50,26262.21,0.00
932.50,26223.10,0.00
962.50,25881.14,0.00
993.50,25288.19,0.00
1023.50,25560.58,0.00
1053.50,25481.01,0.00
1083.50,26786.62,0.00
1113.50,27775.26,0.00
1143.50,27227.96,0.00
1173.50,26784.94,0.00
1203.50,27418.58,0.00
1233.50,27624.78,0.00
1263.50,27788.09,0.00
1293.50,28179.48,0.00
1323.50,27792.58,0.00
1353.50,27259.97,0.00
1382.50,25963.10,0.00
1412.00,25201.99,0.00
1443.00,25004.93,0.00
1473.50,24634.65,0.00
1503.50,16855.30,0.00
1533.50,15255.26,0.00
1563.50,16021.64,0.00
1593.50,17220.96,0.00
1623.50,18185.96,0.00
1653.50,21154.98,0.00
1683.50,19591.24,0.00
1713.50,20788.30,0.00
1743.00,22568.07,0.00
1773.00,21504.15,0.00
1803.50,21497.39,0.00
1820.50,21497.39,0.00
