Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207F2,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2
s,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
0.00,46.69,0.30,0.30,31.13,0.00,0.30,72.02,9.76,0.30,0.30,23.95,0.30,0.30,0.00,0.30,318.83,0.00,0.30,0.30,0.00
11.00,46.69,0.30,0.30,31.13,0.00,0.30,11.54,12.76,0.30,0.30,21.79,0.30,0.30,0.00,0.30,303.17,2.90,0.30,0.30,0.00
36.50,29.91,0.30,0.30,31.13,0.00,0.30,26.04,9.03,0.30,0.30,18.78,0.30,0.30,0.00,0.30,305.76,2.90,0.30,0.30,0.00
66.50,29.91,0.30,0.30,31.13,0.00,0.30,37.54,8.36,0.30,0.30,21.42,0.30,0.30,0.00,0.30,295.52,2.90,0.30,0.30,0.00
96.50,29.91,0.30,0.30,31.13,0.00,46.39,42.27,10.72,0.30,0.30,19.47,0.30,0.30,0.00,0.30,319.41,2.90,0.30,0.30,0.00
126.00,29.91,0.30,0.30,31.13,0.00,46.39,56.61,6.41,0.30,0.30,16.48,0.30,0.30,0.00,0.30,305.58,2.84,0.30,0.30,0.00
155.50,29.91,0.30,0.30,31.13,0.00,46.39,36.21,6.41,0.30,0.30,16.48,0.30,0.30,0.00,0.30,304.59,2.84,0.30,0.30,0.00
186.00,29.91,0.30,0.30,31.13,0.00,46.39,36.21,6.41,0.30,0.30,23.40,0.30,0.30,0.00,408.86,305.89,2.96,0.30,0.30,0.00
216.00,29.91,0.30,0.30,36.01,0.00,46.39,15.87,13.98,0.30,203.99,21.26,31.43,0.30,0.00,968.62,305.96,2.96,0.30,0.30,0.00
246.00,29.91,0.30,0.30,36.01,0.00,46.39,15.87,7.14,0.30,477.50,28.20,32.50,0.30,0.00,1263.09,302.23,2.96,0.30,0.30,0.00
276.50,29.91,0.30,0.30,36.01,0.00,46.39,15.87,14.77,0.30,576.93,26.31,82.01,0.30,0.00,1510.51,299.38,2.96,0.30,0.30,0.00
306.50,29.91,0.30,0.30,36.01,0.00,156.21,16.78,26.07,0.30,705.05,28.52,81.85,0.30,0.00,1264.97,307.16,2.96,0.30,0.30,0.00
336.50,29.91,0.30,78.13,36.01,0.00,814.76,16.78,33.06,0.30,749.13,28.14,0.30,0.30,0.00,765.29,309.91,2.96,0.30,0.30,0.00
366.50,67.44,0.30,225.53,36.01,0.00,1215.67,69.89,26.61,34.69,816.42,47.58,0.30,0.30,0.00,831.75,286.73,2.96,0.30,0.30,0.00
396.50,73.23,0.30,191.91,36.01,0.00,1391.68,0.30,34.24,93.69,931.47,88.40,0.30,0.30,0.00,1090.64,306.86,2.87,0.30,0.30,0.00
426.50,88.57,0.30,144.91,36.01,0.00,1526.82,0.30,30.58,136.42,958.20,66.02,47.91,0.30,0.00,1192.95,306.32,2.96,0.30,0.30,0.00
456.50,90.16,0.30,112.85,0.30,0.00,1516.88,75.99,31.48,136.42,879.78,65.16,38.39,0.30,0.00,1291.37,311.65,2.96,0.30,0.30,0.00
486.50,93.22,0.30,111.72,0.30,0.00,1532.64,40.18,34.42,120.75,894.15,65.16,19.23,0.30,0.00,1343.46,299.69,2.96,0.30,0.30,0.00
516.00,111.35,0.30,106.35,0.30,0.00,1510.16,31.68,38.79,160.22,860.71,54.30,42.95,0.30,0.00,1351.39,305.64,2.90,0.30,0.30,0.00
546.00,107.84,0.30,88.43,0.30,0.00,1486.67,11.90,35.99,137.64,879.71,59.80,42.95,0.30,0.00,1372.84,326.39,2.96,0.30,0.30,0.00
576.50,130.65,0.30,89.08,33.42,0.00,1468.75,13.43,37.98,137.64,901.20,54.34,42.95,0.30,0.00,1334.55,301.46,2.96,0.30,0.30,0.00
