Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207F2,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2
s,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
0.00,0.30,0.30,0.30,125.95,5.64,32.91,19.84,6.04,25.94,0.00,13.61,236.11,618.98,61.83,491.95,487.22,56.82,57.98,182.80,0.00
7.00,0.30,0.30,0.30,116.60,5.79,45.17,19.84,3.48,21.51,0.00,13.61,234.68,630.93,63.90,468.39,392.21,56.82,57.98,192.57,0.00
28.00,0.30,0.30,0.30,96.79,5.36,47.80,19.84,3.11,21.51,0.00,13.61,250.31,620.19,59.88,459.17,404.09,55.85,57.98,188.70,0.00
57.50,0.30,0.30,0.30,103.21,6.91,34.48,19.84,2.52,21.51,0.00,13.61,249.33,638.79,62.81,416.57,385.61,61.34,57.98,201.72,0.00
88.00,0.30,0.30,0.30,99.90,5.64,33.54,19.84,3.05,21.51,0.00,13.61,249.33,660.25,65.86,375.21,385.00,57.80,57.98,203.31,0.00
118.50,0.30,0.30,0.30,84.49,4.84,43.11,23.80,3.08,21.51,0.00,13.61,248.01,653.66,62.03,410.37,391.19,57.80,63.48,203.22,0.00
148.50,0.30,0.30,0.30,78.24,5.13,44.21,552.68,6.93,21.51,543.58,13.61,246.69,654.14,62.24,392.40,407.35,54.99,49.50,212.81,0.00
178.50,0.30,0.30,0.30,99.31,6.15,46.61,1942.91,51.86,21.51,1420.66,13.61,252.08,639.05,62.24,400.19,395.48,57.74,65.56,216.78,0.00
208.50,0.30,0.30,0.30,103.58,5.55,84.58,2252.45,86.04,46.69,1437.70,13.61,254.21,658.52,62.24,397.52,406.96,58.78,61.27,224.06,0.00
238.50,0.30,0.30,0.30,94.30,37.60,148.54,2224.07,86.04,95.52,1531.21,16.27,256.81,640.95,62.24,455.70,389.85,57.80,85.55,226.00,0.00
268.50,0.30,0.30,0.30,344.92,132.90,315.90,2277.00,100.71,170.60,1651.48,24.72,245.55,610.19,62.24,459.57,375.68,57.86,99.49,204.17,0.00
298.50,0.30,0.30,0.30,896.82,143.83,631.30,2348.42,99.79,234.07,1635.52,27.53,253.45,632.97,62.24,471.50,373.30,57.83,90.21,226.82,0.00
328.50,0.30,205.02,0.30,895.91,142.66,993.89,2333.61,93.87,234.07,1645.27,20.20,229.04,622.26,60.91,468.54,367.51,57.74,131.11,207.01,0.00
357.50,0.30,483.05,0.30,880.78,146.36,1156.42,2367.15,89.91,234.07,1716.54,26.38,245.15,650.47,60.85,494.25,383.51,57.74,128.14,225.80,0.00
387.50,0.30,539.56,0.30,899.84,145.72,1210.16,2449.77,78.97,299.38,1749.60,27.00,238.82,622.79,61.14,502.89,387.60,57.74,140.23,228.72,0.00
418.50,48.22,359.75,0.30,913.49,149.03,1227.36,2427.43,63.00,299.38,1770.25,39.19,234.15,654.31,61.14,537.79,382.94,57.74,154.83,235.12,0.00
448.50,292.42,39.98,0.30,873.69,142.54,1267.74,2421.30,54.79,342.72,1782.63,48.28,267.13,624.79,65.74,600.14,397.28,57.86,205.25,199.89,0.00
478.50,727.31,39.98,0.30,868.40,116.94,1300.17,2083.16,52.88,281.07,1638.47,77.39,646.75,638.95,59.75,1272.40,401.69,57.80,1211.31,228.31,0.00
508.50,923.41,562.75,315.77,884.64,119.23,1827.61,1883.62,66.26,313.42,1253.47,80.26,674.35,623.28,59.75,1638.76,386.05,57.84,2016.63,199.62,0.00
538.50,930.93,562.75,644.66,884.79,115.38,1939.55,1963.23,81.36,370.79,1225.65,82.24,801.51,621.52,65.74,1914.16,404.82,57.80,2165.38,194.40,0.00
568.00,878.51,562.75,841.63,831.37,106.39,1841.41,2007.52,85.08,421.45,1294.88,83.07,879.22,652.41,65.74,2102.21,405.81,57.86,2197.55,214.19,0.00
598.00,739.36,562.75,751.25,759.94,60.17,1829.93,1990.13,82.09,374.46,1423.40,75.42,851.61,628.52,62.38,2038.30,387.45,57.86,2230.75,235.60,0.00
628.50,584.54,562.75,617.46,708.80,37.61,1837.80,2052.29,85.79,403.35,1479.76,75.16,834.49,611.28,59.88,2031.77,377.74,57.86,2250.27,232.65,0.00
658.50,494.62,562.75,617.56,642.54,26.58,1783.01,2056.39,91.98,370.18,1515.73,70.50,830.94,639.49,63.78,2002.49,428.25,57.86,2268.81,187.58,0.00
688.50,413.08,562.75,650.68,576.59,16.21,1820.93,1987.69,98.21,410.47,1513.08,66.61,861.87,616.10,62.84,1999.10,405.18,54.87,2291.49,191.61,0.00
718.50,324.57,562.75,652.26,468.15,9.68,1826.33,2002.18,79.71,390.02,1561.51,65.55,837.41,620.43,59.75,2039.60,419.01,62.60,2349.64,188.91,0.00
748.50,285.14,562.75,655.32,319.30,10.27,1841.20,2053.51,68.06,390.02,1599.12,57.23,866.81,650.39,65.86,2061.26,413.08,56.87,2373.61,194.30,0.00
778.50,231.36,562.75,631.72,211.49,6.88,1814.95,2032.33,54.02,390.02,1567.51,54.68,858.04,630.81,63.05,2061.80,415.27,60.73,2393.19,192.66,0.00
808.50,199.02,562.75,550.24,127.62,5.57,1823.22,1979.30,45.72,390.02,1562.50,50.11,868.14,660.56,63.05,2051.12,378.93,60.73,2455.18,184.94,0.00
838.50,154.05,562.75,402.11,93.18,6.05,1805.40,1949.15,36.95,432.44,1543.40,47.18,879.05,648.81,61.54,2075.46,418.71,54.26,2476.61,210.27,0.00
868.50,121.23,562.75,278.89,99.23,5.67,1752.45,1926.89,31.43,432.44,1483.65,43.15,870.98,660.33,62.81,2041.30,397.17,61.77,2457.95,194.23,0.00
896.50,66.99,562.75,201.67,111.61,5.37,1712.37,1915.84,31.43,432.44,1590.56,42.18,885.45,643.93,62.81,2072.02,365.00,61.42,2457.82,187.53,0.00
925.00,57.13,562.75,115.36,107.95,3.73,1703.93,1947.17,27.34,384.22,1416.89,33.51,874.00,633.70,63.78,2026.40,392.85,61.42,2486.78,188.24,0.00
956.00,70.50,562.75,53.16,119.80,3.75,1670.54,1943.54,23.62,381.66,1406.29,30.58,843.98,626.90,61.83,1989.47,394.84,60.55,2436.95,464.46,0.79
986.50,70.50,562.75,53.16,116.93,3.91,1657.84,1931.18,20.98,362.25,1435.02,30.59,854.05,651.90,61.83,2009.13,408.10,62.81,2429.13,181.79,0.79
1017.00,70.50,562.75,53.16,92.44,4.13,1639.04,1874.97,21.21,362.25,1412.11,27.99,861.93,628.10,61.83,2017.65,385.75,58.59,2417.76,163.34,0.79
1047.00,70.50,562.75,53.16,99.97,4.01,1641.02,1896.23,20.20,362.25,1420.66,25.61,853.89,641.70,62.87,2019.99,406.67,58.59,2397.93,182.41,0.79
1076.50,70.50,562.75,53.16,87.18,3.70,1653.53,1867.85,20.37,362.25,1380.37,27.07,843.34,656.61,62.87,2046.18,400.80,58.59,2392.40,177.92,0.79
1106.50,70.50,562.75,53.16,98.94,2.83,1638.95,1962.27,20.67,362.25,1402.04,27.07,857.25,622.32,62.87,2045.87,397.55,57.80,2373.55,178.36,0.79
1137.50,70.50,562.75,53.16,107.06,3.65,1628.24,1870.41,20.63,362.25,1325.45,26.67,858.04,667.70,62.87,2116.20,400.21,57.80,2396.03,164.64,0.79
1168.50,70.50,562.75,53.16,80.45,4.10,1617.42,1918.99,20.51,362.25,1334.69,26.67,843.70,639.31,62.81,2100.21,397.72,57.80,2388.95,157.40,0.79
1198.00,70.50,562.75,53.16,90.12,3.05,1614.98,1875.84,20.51,362.25,1389.67,25.61,835.98,623.58,62.81,2137.88,397.45,57.80,2375.15,201.03,0.79
1227.50,70.50,562.75,53.16,117.32,3.48,1608.73,1899.09,15.12,362.25,1396.59,22.71,851.15,622.42,62.81,2154.49,414.24,57.80,2341.70,194.77,0.79
1258.00,70.50,562.75,53.16,101.62,4.18,1614.10,1874.24,18.86,362.25,1365.33,24.29,847.10,622.65,62.81,2146.09,402.13,57.80,2362.52,191.57,0.79
1288.50,70.50,562.75,53.16,107.15,4.24,1618.23,1926.18,18.13,362.25,1307.53,23.58,873.73,654.25,62.81,2137.18,415.92,57.80,2383.58,186.96,0.79
1318.50,70.50,562.75,53.16,118.13,3.52,1646.39,1917.65,15.74,362.25,1342.36,23.72,857.56,630.37,62.81,2105.56,401.85,57.80,2389.73,199.21,0.79
1348.50,70.50,562.75,53.16,132.03,4.92,1654.95,1905.01,12.30,323.19,1326.27,23.72,829.54,606.82,62.75,2072.85,421.15,57.80,2412.32,193.48,0.79
1378.50,70.50,562.75,53.16,116.96,2.81,1580.76,1797.29,16.72,323.19,1307.13,23.72,813.61,624.76,62.75,2040.35,406.85,57.80,2406.91,212.71,0.79
1407.00,70.50,562.75,53.16,140.48,4.13,1565.15,1708.14,16.72,323.19,1375.49,28.56,809.74,629.98,62.75,1990.43,379.34,57.80,2367.10,208.44,0.79
1436.50,70.50,562.75,53.16,112.92,3.20,1475.39,1692.98,13.86,368.05,1456.42,28.56,799.04,645.41,62.75,1931.67,465.16,57.80,2293.52,201.48,0.79
1468.00,70.50,562.75,53.16,139.43,3.72,1442.63,1716.92,13.86,368.05,1449.99,32.21,769.36,659.11,62.75,1906.81,406.33,57.80,2287.68,202.94,0.79
1498.50,70.50,562.75,53.16,146.36,4.01,1448.66,1695.43,15.34,316.47,1516.70,33.63,775.77,643.90,62.75,1882.50,409.06,63.66,2305.79,233.84,0.79
1528.50,70.50,562.75,53.16,167.41,2.55,1432.65,1658.90,13.05,328.56,1500.02,27.53,789.94,620.63,59.88,1854.78,402.41,63.72,2319.59,225.19,0.79
1558.50,70.50,562.75,53.16,156.72,3.14,1411.39,1665.60,7.96,328.56,1536.58,28.09,775.56,609.26,65.74,1852.18,408.41,61.77,2351.05,218.07,0.79
1588.50,70.50,562.75,53.16,129.70,2.76,1421.48,1699.33,11.09,328.56,1522.63,28.87,790.95,626.96,65.74,1829.42,424.51,62.68,2359.62,239.57,0.79
1618.50,70.50,562.75,53.16,160.37,4.07,1374.04,1644.34,10.35,317.08,1491.50,28.87,788.16,648.36,65.74,1824.76,410.01,59.75,2381.61,233.71,0.79
1648.50,70.50,562.75,53.16,145.88,3.02,1414.12,1683.07,9.95,311.39,1471.39,22.71,783.50,634.67,65.74,1802.31,414.13,61.77,2380.05,223.35,0.79
1678.50,70.50,562.75,53.16,148.72,4.98,1395.40,1651.38,9.83,311.39,1434.83,22.71,786.10,600.41,65.74,1801.28,410.16,61.77,2430.15,214.91,0.79
1708.50,70.50,562.75,53.16,148.76,3.33,1381.43,1660.66,10.83,311.39,1382.68,22.28,774.65,645.54,65.74,1839.60,389.78,61.77,2395.59,224.31,0.79
1738.00,70.50,562.75,53.16,125.98,4.94,1377.17,1694.82,10.56,327.46,1428.33,22.71,815.75,608.77,65.74,1855.08,408.48,62.26,2380.04,242.96,0.79
1768.00,70.50,562.75,53.16,139.09,4.42,1401.05,1725.44,12.88,327.46,1364.03,22.86,777.66,628.24,65.74,1850.61,414.20,60.79,2457.75,229.80,0.79
1798.50,70.50,562.75,53.16,152.66,4.63,1357.88,1678.23,12.70,327.46,1382.58,21.75,763.56,621.29,65.74,1859.16,393.26,60.79,2440.46,205.69,0.79
1826.50,70.50,562.75,53.16,157.17,3.39,1388.59,1714.86,12.57,327.46,1414.94,24.66,773.75,623.48,65.74,1901.02,412.81,58.78,2428.65,207.95,0.79
1856.50,70.50,562.75,53.16,147.13,5.09,1384.30,1619.37,12.57,327.46,1406.17,24.66,780.35,617.05,65.74,1876.78,413.75,64.70,2426.14,233.69,0.79
1888.50,70.50,562.75,53.16,154.09,3.27,1375.88,1673.03,12.57,327.46,1412.90,27.65,801.71,661.81,65.74,1935.09,394.67,64.70,2438.02,226.55,0.79
1918.50,70.50,562.75,53.16,133.40,6.43,1391.42,1663.44,12.76,327.46,1357.09,20.69,763.79,643.63,65.74,1936.74,417.07,64.70,2451.92,228.20,0.79
1948.50,70.50,562.75,53.16,151.67,3.04,1375.87,1676.86,12.47,327.46,1335.77,25.15,786.54,631.66,65.74,1943.96,408.58,65.55,2439.12,229.80,0.79
1978.50,70.50,562.75,53.16,143.37,3.33,1401.54,1631.94,7.96,327.46,1370.24,23.68,789.41,628.57,65.74,1954.07,394.95,65.55,2430.26,214.74,0.79
2008.50,70.50,562.75,53.16,117.21,3.96,1416.56,1663.54,10.38,327.46,1393.10,25.57,796.06,636.81,65.74,1933.68,399.58,65.55,2423.37,217.96,0.79
2037.50,70.50,562.75,53.16,147.13,4.66,1443.77,1642.41,10.54,327.46,1359.23,28.50,790.72,617.20,65.74,1944.56,399.01,65.55,2397.85,220.40,0.79
2067.50,70.50,562.75,53.16,134.82,4.94,1417.20,1716.53,10.68,327.46,1475.17,28.56,793.16,622.82,65.74,1970.75,398.67,65.55,2398.64,205.89,0.79
2098.00,70.50,562.75,53.16,135.11,4.45,1394.62,1685.31,6.65,327.46,1475.80,28.56,792.45,641.39,65.74,1949.47,411.77,65.55,2385.39,198.41,0.79
2127.00,70.50,562.75,53.16,117.55,3.98,1404.97,1733.84,12.94,327.46,1474.43,28.63,790.91,648.14,65.74,1885.90,403.59,65.55,2408.65,184.86,0.79
2156.50,70.50,562.75,53.16,127.26,4.88,1386.74,1665.37,13.86,327.46,1487.88,26.55,800.49,627.76,65.74,1918.11,413.42,65.55,2359.73,203.17,0.79
2187.00,70.50,562.75,53.16,123.42,3.90,1390.42,1751.09,12.88,327.46,1480.10,28.56,797.33,648.63,65.74,1923.08,387.58,64.27,2345.26,198.92,0.79
2218.00,70.50,562.75,53.16,104.93,2.83,1449.50,1695.84,12.88,327.46,1474.89,31.43,797.33,615.96,65.74,1917.73,397.09,64.68,2350.33,188.64,0.79
2248.00,70.50,562.75,53.16,99.22,4.47,1448.52,1777.68,12.88,327.46,1618.07,28.63,822.77,623.36,65.74,1745.27,412.85,62.68,2338.04,184.63,0.79
2277.50,70.50,562.75,53.16,119.33,3.67,1514.61,1362.94,12.88,327.46,1556.49,29.94,736.64,657.41,65.74,1638.16,403.35,63.72,2350.71,180.80,0.79
2307.00,70.50,562.75,53.16,107.37,4.41,1453.17,670.91,12.82,327.46,1085.31,30.70,672.11,638.08,65.74,1438.09,401.31,64.64,2265.35,172.96,0.79
2337.00,70.50,562.75,53.16,128.57,3.93,1140.04,523.14,13.24,327.46,545.32,28.63,646.68,647.56,65.74,1202.35,389.56,64.61,1928.78,168.05,0.79
2367.50,70.50,562.75,53.16,99.46,4.91,733.62,463.89,16.74,263.37,454.88,26.55,537.32,650.34,65.74,1012.04,405.13,64.21,1486.42,195.11,0.79
2398.00,70.50,562.75,53.16,109.41,5.05,586.63,465.73,14.31,209.66,430.98,32.53,474.35,626.40,65.74,940.00,402.75,62.81,1152.67,201.93,0.79
2428.00,70.50,562.75,53.16,95.64,4.12,480.33,535.81,8.00,161.44,385.99,25.90,447.09,662.62,65.74,863.35,393.86,65.61,1029.80,185.65,0.79
