Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2,
1759.50,1451.47,112.00,2767.85,138.09,0.00,1881.29,37.60,722.36,2056.61,8.78,271.00,336.36,0.00,0.00,105.74,36.56,822.61,287.54,51.79,0.00
1789.50,1434.49,108.95,2751.51,138.09,0.00,1825.49,37.98,705.58,2122.26,10.35,271.00,325.91,0.00,0.00,108.59,36.50,866.93,269.60,53.08,0.00
1819.50,1420.55,134.48,2765.24,138.09,0.00,1839.32,38.51,701.00,2079.57,10.80,271.00,321.29,0.00,0.00,107.27,36.44,854.69,158.69,45.13,0.00
1849.50,1377.58,0.00,2758.47,138.09,0.00,1845.31,44.92,701.00,2033.09,10.32,271.00,342.72,0.00,0.00,116.88,36.44,842.05,214.85,50.13,0.00
1879.50,1402.01,121.92,2742.76,138.09,0.00,1890.65,43.67,701.00,2097.13,10.67,271.00,336.88,0.00,0.00,122.35,36.19,846.57,277.71,50.13,0.00
1909.50,1371.22,105.13,2722.80,138.09,0.00,1949.19,57.12,701.00,2022.89,11.58,271.00,345.09,0.00,0.00,96.17,32.29,796.37,237.95,41.99,0.00
1938.50,1387.38,148.72,2734.45,138.09,0.00,1988.56,55.12,696.93,1986.65,12.91,271.00,302.05,0.00,0.00,110.32,36.16,828.50,230.81,48.49,0.00
1968.50,1359.01,123.60,2736.86,138.09,0.00,1921.87,49.38,696.93,2042.18,9.96,271.00,319.87,0.00,0.00,111.54,40.41,835.13,216.56,50.44,0.00
1999.50,1369.11,0.00,2748.95,138.09,0.00,1903.36,38.85,696.93,2089.21,13.10,271.00,350.41,0.00,0.00,112.15,34.55,868.54,235.81,48.77,0.00
2029.50,1329.84,106.66,2721.63,138.09,0.00,1895.27,35.26,696.93,2073.70,9.57,271.00,339.32,0.00,0.00,106.66,34.55,820.69,210.69,48.21,0.00
2059.50,1341.47,101.47,2748.23,138.09,0.00,1838.36,40.22,708.02,2140.53,10.51,271.00,334.52,0.00,0.00,110.78,35.58,804.15,196.00,48.21,0.00
2089.50,1318.31,101.47,2748.76,138.09,0.00,1807.19,35.40,708.02,2134.21,11.28,271.00,306.15,0.00,0.00,109.71,36.60,802.40,215.76,49.62,0.00
2119.00,1293.09,117.65,2764.29,138.09,0.00,1811.97,43.45,708.02,2050.67,13.07,271.00,311.52,0.00,0.00,110.48,36.60,817.07,245.36,48.40,0.00
2149.00,1289.54,117.65,2745.04,138.09,0.00,1852.57,46.36,708.02,2090.26,9.34,271.00,302.64,0.00,0.00,102.08,36.60,798.14,170.43,48.40,0.00
2179.00,1283.94,106.05,2763.98,138.09,0.00,1894.86,51.33,708.02,2075.04,11.79,271.00,315.94,0.00,0.00,113.78,36.60,821.85,242.01,53.65,0.00
2207.00,1299.73,113.37,2767.22,138.09,0.00,1880.60,47.36,708.02,2103.55,11.72,271.00,304.80,0.00,0.00,109.41,33.60,809.60,260.67,46.94,0.00
2237.50,1284.63,113.37,2759.59,138.09,0.00,1878.72,35.58,708.02,2087.13,10.39,271.00,318.47,0.00,0.00,108.34,34.55,778.00,182.10,50.50,0.00
2269.50,1350.82,113.37,2749.55,138.09,0.00,1870.08,43.43,708.02,2085.09,10.76,271.00,328.57,0.00,0.00,110.32,34.55,791.55,209.12,48.61,0.00
2299.50,1340.49,113.37,2757.85,138.09,0.00,1866.11,42.51,664.17,2104.83,12.42,271.00,301.48,0.00,0.00,104.22,31.62,791.27,195.67,50.39,0.00
2329.50,1403.94,113.37,2764.93,138.09,0.00,1840.59,36.56,680.86,2086.05,12.52,271.00,306.79,0.00,0.00,104.22,31.62,795.15,195.24,51.66,0.00
2359.50,1484.04,113.37,2763.41,138.09,0.00,1806.82,42.48,682.08,2085.21,9.97,271.00,309.05,0.00,0.00,108.34,31.62,803.87,183.08,47.84,0.00
2389.50,1528.59,113.37,2809.10,138.09,0.00,1802.84,45.35,693.47,2129.12,10.81,271.00,327.82,0.00,0.00,116.12,31.62,773.78,200.99,51.70,0.00
2417.50,1359.44,113.37,2790.82,138.09,0.00,1862.74,51.33,696.12,2063.23,10.04,271.00,307.93,0.00,0.00,113.68,33.51,792.40,174.34,51.70,0.00
2447.00,1033.84,113.37,2871.32,138.09,0.00,1849.55,54.87,696.12,2132.63,10.60,271.00,285.52,0.00,0.00,113.98,31.56,776.74,161.00,54.63,0.00
2478.50,801.84,125.43,2973.54,138.09,0.00,1876.37,54.10,696.12,2116.43,11.78,271.00,304.47,0.00,0.00,101.93,33.55,823.83,183.83,50.26,0.00
2509.00,687.39,0.00,2934.65,138.09,0.00,1916.92,62.34,760.00,2070.47,12.05,271.00,352.48,0.00,0.00,123.45,33.55,768.75,178.91,50.11,0.00
2537.00,563.53,0.00,2742.53,138.09,0.00,1944.91,62.34,760.00,2145.72,10.35,271.00,303.72,0.00,0.00,138.96,33.55,808.91,155.13,51.70,0.00
2567.00,481.96,0.00,2342.96,138.09,0.00,1944.07,69.28,706.80,2142.67,10.19,271.00,317.91,0.00,0.00,71.51,33.55,779.31,169.37,51.64,0.00
2599.50,398.83,118.26,2153.35,138.09,0.00,2085.05,71.15,632.03,2124.56,10.19,271.00,261.44,0.00,0.00,117.49,33.55,763.01,190.13,50.05,0.00
2629.50,359.65,118.26,1970.11,138.09,0.00,2201.20,51.94,587.47,2102.11,10.74,271.00,328.50,0.00,0.00,114.29,33.55,773.12,140.38,51.66,0.00
2659.50,298.60,111.54,1801.40,138.09,0.00,2009.25,31.70,541.08,2077.74,14.95,271.00,320.19,0.00,0.00,204.78,33.55,769.91,153.01,51.31,0.00
