Time,CT214J3,CT214F2,CT209H2,CT209F2,CT209C2,CT207H2,CT207F2,CT207C2,CT307H2,CT307F2,CT307C2,CT302H2,CT302F2,CT302C2,CT301H2,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2
1306.50,0.00,141.08,145.33,225.66,18.43,668.26,228.80,0.00,360.42,851.19,18.98,1355.25,3396.29,328.59,2638.28,834.58,283.60,0.30,3637.50,361.71
1336.50,0.00,134.62,136.35,226.53,19.68,552.78,247.50,0.00,360.42,789.20,18.98,1368.28,3381.25,306.95,2674.11,833.45,283.90,0.30,3611.40,359.20
1366.50,0.00,145.62,135.80,229.19,17.52,593.41,201.89,0.00,392.16,770.17,19.96,1416.89,3343.73,275.84,2678.29,860.63,268.19,0.30,3564.32,335.36
1396.50,0.00,149.79,142.35,240.21,18.61,573.23,231.37,0.00,392.16,739.53,17.15,1434.57,3318.18,243.90,2658.52,802.75,263.57,0.30,3529.74,333.56
1426.00,0.00,108.64,148.83,256.05,18.45,561.65,186.62,0.00,453.80,874.34,23.89,1400.08,3282.57,249.21,2618.29,767.34,242.13,0.30,3527.08,341.11
1456.00,0.00,148.20,145.80,226.04,19.34,644.79,218.63,0.00,531.93,944.91,23.89,1393.89,3290.00,257.06,2710.13,805.55,249.11,0.30,3536.53,343.06
1486.50,0.00,119.94,140.84,247.14,19.32,701.61,211.75,0.00,590.73,1026.83,26.43,1363.91,3223.11,267.63,2698.20,783.46,258.70,0.30,3568.78,341.19
1516.50,0.00,123.27,172.16,243.80,18.20,672.45,228.58,0.00,544.75,1187.93,26.25,1372.92,3291.70,237.06,2772.26,775.28,262.07,0.30,3568.54,367.32
1546.50,0.00,127.98,146.07,219.87,18.40,661.81,210.12,0.00,502.02,982.83,26.25,1385.21,3338.98,247.80,2776.57,811.66,283.49,0.30,3569.70,368.35
1576.50,0.00,147.62,135.68,259.44,19.01,521.94,210.78,0.00,456.24,675.28,27.22,1371.87,3327.46,233.72,2841.41,854.10,302.17,0.30,3618.68,354.96
1604.50,0.00,113.97,146.79,251.40,19.63,467.62,225.39,0.00,478.22,543.12,24.32,1350.50,3346.75,253.41,2795.53,811.47,309.67,0.30,3563.96,392.59
1632.50,0.00,123.07,154.67,228.90,18.50,358.97,192.64,0.00,378.12,482.59,23.32,1380.09,3080.15,299.86,2882.39,936.82,299.03,0.30,3579.58,115.40
1663.00,0.00,142.86,133.62,225.62,18.43,299.79,204.25,0.00,315.86,319.83,23.25,1397.65,1489.53,201.55,1401.60,416.32,325.72,0.30,2766.54,12.27
1692.00,0.00,118.89,116.55,219.34,18.58,185.94,242.92,0.00,289.41,107.50,21.02,1392.78,927.09,13.49,386.97,147.25,164.98,0.30,1017.43,12.27
1722.00,0.00,134.23,110.43,205.89,18.11,133.93,227.08,0.00,289.41,76.80,16.97,1381.66,684.87,13.49,151.53,116.61,59.57,0.30,233.38,12.27
1753.50,0.00,114.00,134.83,201.90,19.28,126.00,262.09,0.00,289.41,53.28,13.98,1442.89,639.15,13.49,93.19,105.43,42.99,0.30,73.88,12.27
1784.00,0.00,131.36,118.64,180.84,18.47,106.51,241.65,0.00,246.28,42.59,19.47,1519.06,571.20,13.49,53.65,90.58,41.65,0.30,53.13,12.27
1814.50,0.00,119.24,103.12,222.82,18.75,90.96,222.60,0.00,224.92,67.75,16.54,1577.48,566.84,13.49,33.42,91.60,37.78,0.30,53.13,12.27
1844.50,0.00,136.62,106.61,226.44,18.18,124.49,229.36,0.00,224.92,63.88,22.40,1545.01,536.92,13.49,33.49,119.94,34.18,0.30,37.84,12.27
1874.50,0.00,111.94,107.59,211.27,18.77,91.75,257.02,0.00,224.92,68.87,20.04,1558.73,537.22,13.49,57.78,113.73,34.18,0.30,37.84,12.27
1905.00,0.00,117.49,89.78,214.38,18.63,98.88,259.38,0.00,224.92,88.28,19.41,1233.39,525.37,13.49,45.82,101.67,34.12,0.30,37.84,12.27
1935.50,0.00,87.94,80.57,184.06,18.93,96.46,198.11,0.00,206.00,53.48,18.05,783.33,535.84,13.49,26.31,69.80,34.12,0.30,37.84,12.27
