Time,CT214J3,CT214F2,CT209H2,CT209F2,CT209C2,CT207H2,CT207F2,CT207C2,CT307H2,CT307F2,CT307C2,CT302H2,CT302F2,CT302C2,CT301H2,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2
s,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
0.00,0.00,128.42,88.65,207.59,16.60,167.16,273.64,0.00,275.58,60.32,6.71,62.56,268.08,0.00,0.00,138.86,23.44,0.30,0.00,0.00
1.00,0.00,125.47,90.03,211.37,17.28,135.80,280.79,0.00,275.58,60.04,9.67,57.91,273.24,0.00,0.00,138.80,23.44,0.30,0.00,0.00
16.50,0.00,131.76,104.29,228.53,16.72,142.13,266.57,0.00,275.58,62.26,12.57,48.93,276.55,0.00,0.00,156.09,22.64,0.30,0.00,0.00
46.50,0.00,141.39,110.44,224.16,17.63,114.92,276.61,0.00,202.94,57.37,12.57,37.41,252.73,0.00,0.00,141.79,22.49,0.30,0.00,0.00
76.50,0.00,155.03,108.77,208.22,16.62,116.23,252.94,0.00,202.94,48.65,12.57,64.39,303.60,0.00,0.00,166.98,21.33,0.30,0.00,14.31
106.50,0.00,115.78,107.67,234.44,17.39,139.69,237.18,0.00,202.94,24.11,12.57,42.83,605.05,0.00,329.29,170.05,21.33,0.30,440.80,10.27
136.50,0.00,132.64,134.11,208.65,18.30,92.80,228.68,0.00,202.94,70.90,11.63,45.37,1224.96,14.10,653.15,297.38,27.28,0.30,822.24,16.77
165.50,0.00,134.63,121.31,226.36,17.37,105.33,254.83,0.00,180.67,76.77,9.78,141.79,987.01,16.85,643.17,270.82,48.84,0.30,754.76,80.11
195.00,0.00,136.98,139.98,230.41,17.11,163.22,290.99,0.00,165.31,81.57,10.50,405.58,1027.89,16.85,564.42,258.88,68.08,0.30,1184.73,120.77
225.50,0.00,144.04,126.04,218.13,18.56,158.35,246.33,0.00,165.31,74.62,11.58,404.67,1550.62,42.30,1129.03,412.82,67.32,0.30,1878.72,170.37
255.50,0.00,130.67,139.59,238.47,16.88,140.91,253.56,0.00,165.31,63.23,10.68,312.40,2043.39,44.64,1535.81,465.31,92.54,0.30,2288.63,223.66
285.50,0.00,115.19,157.17,236.76,17.02,106.27,251.51,0.00,165.31,58.20,8.64,405.65,2342.08,56.21,1912.95,567.33,130.15,0.30,2711.53,240.65
316.00,0.00,139.33,172.77,250.29,17.77,114.71,259.24,0.00,165.31,51.66,8.64,712.51,2594.00,133.51,2193.09,657.05,166.03,0.30,3027.08,247.28
346.50,0.00,111.12,176.04,232.75,17.79,88.45,270.85,0.00,106.51,67.92,9.64,810.86,2651.64,182.00,2226.29,658.71,211.47,0.30,3088.39,242.64
376.50,0.00,115.38,171.32,235.90,17.01,130.22,221.41,0.00,149.23,75.32,9.64,921.22,2685.40,171.89,2311.13,673.76,227.85,0.30,3127.75,253.05
406.50,0.00,99.46,166.46,249.55,18.36,152.55,269.09,0.00,108.34,81.08,9.64,985.22,2651.31,169.57,2276.15,644.34,230.56,0.30,3145.98,257.19
436.50,0.00,120.14,168.97,245.95,17.74,129.70,229.23,0.00,143.43,81.70,14.59,909.13,2725.84,148.48,2306.58,677.26,228.52,0.30,3151.79,259.63
465.50,0.00,119.88,167.48,240.22,17.58,146.79,239.29,0.00,143.43,72.59,15.44,971.19,2745.63,158.55,2318.34,672.92,238.35,0.30,3174.69,260.07
495.50,0.00,100.35,150.05,227.18,17.59,136.25,243.93,0.00,143.43,75.50,15.44,968.27,2775.99,154.36,2366.55,693.72,233.46,0.30,3157.58,262.58
526.50,0.00,112.85,158.59,221.44,18.69,137.29,276.84,0.00,143.43,77.14,13.49,983.90,2769.82,153.16,2325.22,654.33,236.36,0.30,3210.75,274.44
556.50,0.00,109.20,154.45,213.63,18.06,155.34,227.00,0.00,143.43,94.38,13.49,992.02,2816.18,152.74,2363.20,705.65,235.70,0.30,3213.16,278.48
586.50,0.00,127.87,159.42,209.12,18.70,158.27,234.07,0.00,140.69,86.57,9.70,983.94,2875.36,131.18,2395.54,704.05,240.18,0.30,3226.82,288.96
616.50,0.00,86.90,154.42,217.71,17.92,119.66,265.57,0.00,140.69,90.58,15.44,996.41,2931.26,158.55,2460.47,702.36,242.25,0.30,3290.65,280.99
645.00,0.00,90.08,130.24,194.59,17.33,142.26,221.30,0.00,136.42,75.50,15.44,1046.77,2910.30,171.84,2420.30,711.15,245.30,0.30,3269.78,294.32
675.00,0.00,96.19,134.19,218.49,18.62,141.11,226.90,0.00,158.39,101.62,15.44,1016.76,2988.02,171.12,2500.34,732.64,244.38,0.30,3288.37,306.51
706.50,0.00,101.59,129.05,227.21,15.82,237.74,243.23,0.00,158.39,117.02,15.44,1038.91,2977.73,204.98,2490.37,758.51,244.35,0.30,3332.82,307.34
736.50,0.00,81.93,118.58,226.53,16.75,205.02,244.27,0.00,158.39,127.16,15.44,1046.16,2934.55,190.83,2499.78,782.08,264.05,0.30,3349.80,319.02
765.50,0.00,82.70,94.81,215.58,17.72,217.53,216.85,0.00,158.39,127.75,18.04,1035.91,3025.61,199.34,2551.83,812.76,253.41,0.30,3378.35,340.35
795.50,0.00,77.68,113.61,227.93,18.86,257.84,230.41,0.00,158.39,121.56,17.52,1082.27,3088.73,234.18,2609.29,861.68,234.41,0.30,3485.82,338.26
826.50,0.00,63.70,93.16,183.70,17.63,233.24,231.16,0.00,158.39,157.47,13.86,1076.37,3118.42,255.38,2628.19,848.98,243.17,0.30,3501.43,351.26
856.50,0.00,85.20,119.61,196.96,17.89,299.22,244.26,0.00,177.92,191.96,19.47,1096.00,3179.47,248.57,2625.87,861.58,245.06,0.30,3496.09,362.03
886.00,0.00,105.29,75.91,224.74,18.78,297.11,242.21,0.00,196.23,201.88,13.49,1115.77,3175.28,260.84,2673.52,858.64,242.25,0.30,3530.35,338.57
916.00,0.00,99.46,67.11,209.98,19.35,266.64,245.39,0.00,175.48,207.83,19.35,1123.98,3182.39,235.32,2579.69,760.81,250.88,0.30,3515.82,353.18
946.50,0.00,94.49,74.36,195.18,18.94,257.78,203.15,0.00,175.48,203.90,16.48,1162.02,3253.20,238.90,2655.61,874.14,233.12,0.30,3555.10,357.10
976.50,0.00,95.37,77.52,202.27,18.39,313.98,206.85,0.00,175.48,215.76,16.48,1202.99,3293.66,241.59,2685.43,860.30,243.14,0.30,3540.40,356.93
1006.50,0.00,89.90,91.98,192.40,18.40,311.13,247.41,0.00,175.48,242.41,16.45,1214.23,3303.51,250.84,2668.02,852.27,249.33,0.30,3584.21,358.57
1035.00,0.00,107.21,87.45,232.29,18.10,370.79,215.42,0.00,175.48,254.98,17.40,1187.99,3351.61,256.30,2695.45,870.44,252.87,0.30,3602.43,338.69
1065.00,0.00,116.12,86.63,213.89,18.28,325.35,174.40,0.00,175.48,261.77,18.01,1183.18,3396.80,248.64,2646.73,833.84,249.99,0.30,3529.98,333.79
1096.50,0.00,112.54,90.16,218.26,16.57,344.83,203.35,0.00,248.11,273.75,22.44,1232.55,3468.73,240.73,2681.20,778.67,226.50,0.30,3555.05,358.71
1126.50,0.00,120.49,107.45,230.45,18.25,371.10,221.70,0.00,248.11,353.20,20.39,1247.73,3615.35,289.67,2728.79,842.56,222.82,0.30,3590.35,361.80
1155.00,0.00,157.44,98.30,202.86,18.74,484.49,212.71,0.00,301.21,453.60,18.98,1248.36,3557.10,299.40,2688.33,794.93,250.55,0.30,3635.27,374.72
1185.00,0.00,131.78,104.98,228.06,16.57,526.91,207.44,0.00,346.99,579.84,18.98,1269.47,3577.52,317.18,2666.84,879.35,259.22,0.30,3643.79,402.41
1216.50,0.00,132.47,103.03,234.11,19.03,595.31,232.74,0.00,346.99,741.16,18.98,1254.39,3561.57,376.83,2715.80,998.86,289.02,0.30,3706.21,366.20
1245.50,0.00,131.07,108.83,260.77,18.63,586.68,212.18,0.00,384.22,870.27,18.98,1306.78,3489.87,333.98,2710.00,842.48,311.02,0.30,3684.82,361.30
1275.50,0.00,135.50,135.65,266.96,18.22,654.92,211.86,0.00,360.42,892.59,18.98,1332.11,3477.25,316.29,2730.19,857.07,286.84,0.30,3608.96,363.09
