Time,South Central Fans,North Central Fans
s,C,C
0.00,13.68,13.30
3.50,13.68,13.30
21.50,13.68,13.30
51.50,13.68,13.30
81.50,13.68,13.30
111.50,13.68,13.30
141.50,13.68,13.30
171.50,22.32,13.30
201.50,32.15,15.95
231.50,40.38,23.16
260.50,41.97,28.72
290.00,43.42,29.28
320.50,47.10,30.05
351.00,46.93,30.68
380.00,45.75,30.91
408.50,42.41,29.93
439.00,34.04,25.07
469.50,27.34,20.22
500.00,25.04,18.79
530.50,23.73,18.55
560.50,22.64,17.71
591.00,22.18,17.31
621.50,21.38,17.09
651.00,20.81,16.53
680.50,20.48,16.42
