Time,South Central Fans,North Central Fans
s,C,C
0.00,11.32,11.84
2.00,11.32,11.86
18.50,11.32,11.90
48.50,11.32,11.92
78.50,11.32,11.92
108.50,11.32,11.96
138.50,11.32,11.96
168.50,11.32,11.96
198.50,11.30,11.96
228.50,11.30,11.96
258.50,11.30,11.96
288.50,11.30,11.96
318.50,11.30,11.82
348.50,16.14,11.36
378.50,32.32,11.36
408.50,45.13,11.36
437.00,49.74,11.36
467.00,50.59,11.36
498.50,50.03,11.36
528.50,49.84,11.36
558.50,50.57,11.36
588.50,51.50,11.36
618.50,52.72,11.36
648.50,53.44,11.13
678.50,54.44,11.13
708.50,55.01,11.13
738.50,55.65,11.13
768.50,55.77,11.13
798.50,56.70,11.13
828.00,57.22,11.13
858.00,58.54,11.13
886.50,59.53,11.13
915.50,59.71,11.13
946.50,59.69,11.13
976.50,60.27,11.13
1006.00,60.93,11.13
1035.50,61.40,11.13
1066.00,61.68,11.13
1096.50,61.93,11.13
1126.50,62.01,11.13
1157.50,62.47,11.13
1188.50,63.50,11.13
1218.50,63.50,11.13
1248.50,63.84,11.13
1278.50,64.51,11.13
1308.50,65.54,11.13
1338.50,64.01,11.13
1368.50,59.23,11.13
1398.50,52.86,11.13
1428.50,46.63,11.13
1457.00,42.24,11.13
1487.00,38.72,11.13
1518.50,35.84,11.13
1548.50,33.78,11.13
1578.50,32.31,11.13
1608.50,31.54,11.13
1638.50,30.52,11.13
1668.50,29.40,11.13
1698.50,28.62,11.13
1728.50,28.05,11.13
1758.50,27.50,11.13
1788.50,26.81,11.13
1818.50,25.90,11.13
1848.50,24.64,11.13
1878.50,24.19,11.13
1908.50,23.86,11.24
1938.50,23.28,11.24
1968.50,22.61,11.24
1998.50,22.39,11.24
2028.50,22.27,11.24
2058.50,21.48,11.24
2088.50,21.24,11.35
2118.00,21.02,11.35
2147.50,21.02,11.52
2178.00,21.02,11.52
2208.00,21.02,11.52
2237.50,21.02,11.75
2267.50,21.02,11.75
2298.00,20.91,11.75
2328.00,20.80,11.75
2357.50,20.36,11.87
2387.50,20.36,12.09
2418.00,20.14,12.09
2448.50,20.14,12.09
2478.50,19.92,12.09
2508.00,19.81,12.09
2537.50,19.81,12.09
