Time,Loop 214,Loop 209,Loop 208,Loop 207,Loop 307,Loop 305,Loop 304,Loop 302,Loop 301,Loop 202
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.00,-36.52,-35.49,-32.93,-32.43,-31.76,-31.33,-35.16,-31.39,-32.96,-35.27
7.50,-32.15,-28.28,-23.33,-23.56,-23.26,-35.35,-46.88,-38.52,-39.52,-40.35
29.50,-21.64,-14.40,-13.97,-11.73,-21.49,-29.24,-50.82,-41.61,-39.74,-41.86
59.50,-10.07,-3.99,-2.06,-8.72,-6.47,-18.35,-52.76,-36.62,-28.85,-35.77
89.50,9.43,1.20,8.70,1.00,15.64,11.69,-30.70,-20.17,-15.31,-34.49
119.50,20.98,11.66,25.94,19.69,36.65,27.15,-10.20,-16.91,4.30,6.23
149.50,13.88,-20.77,-14.29,-11.52,-9.31,-19.60,-79.93,13.72,-52.19,-38.12
179.50,-129.01,-117.04,-110.20,-98.92,-109.93,-104.96,-251.92,-141.71,-187.78,-158.04
208.50,-135.73,-131.62,-127.02,-115.42,-127.87,-120.32,-290.70,-168.77,-209.09,-181.39
238.00,-132.54,-126.80,-122.26,-115.08,-122.82,-120.89,-295.13,-133.29,-220.81,-174.54
268.50,-133.36,-129.64,-126.02,-115.11,-128.94,-119.37,-288.11,-144.02,-233.45,-175.55
299.00,-132.23,-130.35,-126.43,-117.37,-129.10,-125.07,-296.25,-140.67,-237.83,-182.68
329.50,-128.38,-132.76,-127.22,-120.96,-128.01,-126.64,-291.10,-163.76,-234.06,-176.69
359.50,-128.58,-133.03,-128.36,-119.86,-128.51,-127.61,-293.94,-158.60,-239.70,-189.85
388.00,-129.72,-132.03,-128.91,-119.67,-127.28,-126.76,-288.90,-162.50,-239.99,-190.50
418.00,-130.23,-127.63,-128.62,-119.84,-124.44,-124.50,-290.00,-149.84,-246.91,-187.33
449.50,-126.37,-124.65,-125.82,-117.94,-123.17,-125.39,-301.46,-193.53,-210.94,-186.45
479.50,-124.18,-125.84,-124.21,-118.72,-124.50,-123.28,-284.97,-163.05,-239.82,-186.88
509.50,-121.99,-125.62,-124.78,-118.77,-124.77,-118.18,-291.77,-158.37,-235.14,-185.15
539.50,-120.15,-122.72,-121.96,-116.79,-121.72,-124.37,-286.00,-156.59,-230.26,-182.76
569.50,-118.39,-120.31,-120.37,-113.47,-118.86,-122.59,-282.88,-161.92,-231.40,-184.97
599.00,-119.15,-119.49,-117.85,-113.68,-118.06,-122.63,-285.47,-160.71,-233.34,-186.10
629.00,-125.16,-118.75,-118.50,-112.00,-121.21,-120.67,-280.68,-169.99,-227.69,-179.66
659.50,-120.94,-121.16,-120.05,-114.72,-119.30,-120.48,-281.24,-154.00,-231.45,-180.17
689.50,-123.42,-121.32,-118.04,-113.23,-119.98,-122.77,-265.99,-185.48,-228.03,-188.03
719.50,-122.65,-120.92,-119.66,-115.35,-120.83,-120.92,-280.45,-160.02,-227.81,-187.24
749.50,-123.37,-121.94,-123.77,-115.47,-125.71,-117.57,-298.74,-175.08,-236.14,-184.91
779.50,-136.76,-136.74,-136.98,-131.26,-140.16,-146.83,-308.06,-197.69,-248.78,-214.62
809.50,-137.45,-140.50,-139.00,-130.17,-137.83,-139.44,-312.54,-214.49,-269.10,-212.78
839.50,-137.90,-135.65,-138.62,-134.87,-136.93,-136.42,-300.93,-229.40,-262.55,-204.96
869.50,-148.85,-136.98,-134.76,-134.36,-133.18,-136.95,-313.33,-202.54,-268.18,-222.24
898.50,-127.34,-125.22,-126.12,-120.33,-123.88,-137.43,-275.15,-186.25,-246.98,-184.37
928.50,-116.63,-116.56,-115.92,-110.04,-116.05,-123.71,-285.24,-165.05,-217.60,-185.88
959.50,-115.94,-113.05,-112.81,-108.40,-111.26,-118.70,-278.33,-186.61,-221.71,-178.17
989.50,-115.94,-117.12,-115.11,-107.56,-116.42,-117.25,-280.70,-154.31,-230.10,-184.32
1018.50,-115.29,-114.35,-113.33,-110.68,-115.64,-116.52,-277.59,-182.45,-229.12,-181.72
1048.50,-113.63,-117.72,-119.44,-114.68,-120.05,-150.19,-289.22,-174.22,-236.16,-186.06
1079.50,-137.18,-139.42,-138.81,-135.84,-138.67,-133.49,-321.28,-189.96,-263.48,-215.91
1109.50,-144.52,-136.05,-137.02,-132.58,-133.01,-147.82,-308.38,-189.71,-276.18,-220.85
1139.50,-117.01,-125.16,-123.85,-121.90,-122.30,-134.90,-306.38,-188.01,-244.17,-203.13
1169.50,-117.31,-116.78,-117.89,-112.94,-117.59,-133.35,-284.97,-167.54,-259.74,-199.79
1196.00,-127.20,-129.63,-131.48,-148.76,-131.68,-146.72,-303.13,-179.94,-251.17,-200.59
1226.00,-150.45,-146.15,-145.26,-179.82,-142.37,-157.88,-327.97,-204.01,-272.20,-234.20
1259.50,-151.15,-150.20,-151.10,-162.16,-155.97,-155.61,-332.82,-215.83,-296.79,-240.02
1289.50,-152.03,-149.82,-150.22,-182.38,-154.97,-163.25,-339.71,-214.48,-275.90,-227.79
1319.50,-152.12,-149.25,-150.72,-181.53,-154.26,-149.72,-315.75,-229.19,-286.32,-244.07
1349.50,-149.07,-148.89,-148.43,-155.21,-144.19,-159.76,-331.76,-223.80,-280.29,-246.70
1379.50,-149.05,-147.53,-147.49,-175.38,-151.43,-152.69,-317.48,-216.93,-281.18,-237.88
1409.50,-169.63,-167.79,-169.07,-198.44,-179.07,-173.19,-233.35,-118.78,-290.41,-177.14
1439.50,-213.19,-211.04,-215.92,-247.25,-236.82,-213.61,-255.68,-115.52,-280.01,-228.84
1469.50,-230.96,-232.46,-234.34,-258.48,-240.46,-218.67,-263.07,-156.03,-288.39,-254.51
1496.50,-232.15,-234.28,-234.38,-268.24,-249.26,-232.29,-264.81,-143.48,-291.98,-252.12
1526.50,-230.54,-235.49,-235.87,-263.44,-255.70,-231.54,-241.57,-128.95,-274.53,-252.32
1558.00,-237.06,-235.44,-238.55,-264.55,-246.70,-232.97,-246.13,-130.10,-284.48,-253.72
1586.50,-235.95,-236.17,-238.49,-269.08,-246.20,-232.66,-244.88,-120.85,-277.69,-248.97
1616.50,-243.29,-236.91,-239.91,-273.25,-251.74,-241.01,-245.25,-152.42,-280.44,-247.02
1647.00,-241.24,-237.34,-238.24,-265.67,-252.11,-237.67,-245.51,-121.81,-277.00,-247.26
1678.50,-236.78,-239.74,-240.99,-272.88,-255.35,-241.65,-244.65,-123.22,-277.69,-245.55
1709.50,-216.32,-216.52,-215.37,-250.25,-254.92,-244.77,-226.59,-164.47,-245.44,-228.67
1738.50,-173.88,-171.15,-170.69,-234.32,-166.36,-167.92,-178.81,-175.74,-182.55,-177.71
1768.50,-152.31,-153.03,-152.88,-141.73,-154.65,-149.86,-156.76,-149.60,-163.78,-161.07
1798.50,-146.06,-144.48,-143.55,-121.30,-146.37,-138.98,-151.56,-138.93,-153.09,-147.09
1828.50,-141.60,-143.54,-142.87,-139.73,-146.12,-137.08,-147.33,-137.81,-152.26,-145.49
1858.50,-147.24,-144.29,-142.73,-132.24,-145.57,-138.31,-147.91,-135.02,-151.02,-147.50
1888.00,-141.87,-140.63,-142.13,-127.30,-142.98,-137.12,-148.63,-133.69,-153.84,-144.75
1918.50,-138.76,-139.30,-140.67,-114.69,-141.79,-137.62,-145.65,-136.62,-148.06,-143.92
1948.50,-140.57,-140.96,-141.32,-120.39,-143.96,-134.37,-145.29,-136.26,-150.17,-141.79
1978.50,-139.09,-139.48,-139.17,-108.77,-137.48,-134.46,-143.91,-135.05,-149.48,-140.08
2009.00,-137.74,-139.23,-141.10,-122.40,-138.78,-135.73,-140.83,-135.96,-150.36,-137.56
2039.50,-153.08,-158.73,-159.27,-164.85,-159.64,-151.17,-159.95,-153.96,-169.52,-160.55
2068.50,-164.70,-166.24,-167.76,-171.14,-168.38,-160.20,-166.91,-163.51,-176.28,-167.33
2098.00,-171.74,-168.71,-169.76,-178.10,-169.39,-162.03,-169.91,-166.12,-179.17,-170.64
2129.00,-173.04,-170.28,-170.98,-183.69,-175.23,-166.51,-171.67,-165.75,-183.77,-173.31
2159.50,-171.92,-172.34,-172.71,-182.13,-172.52,-165.52,-173.03,-166.39,-181.14,-172.32
2189.50,-171.43,-171.79,-171.48,-187.85,-163.09,-166.84,-169.47,-164.25,-180.44,-172.98
2219.50,-174.04,-171.81,-171.44,-179.27,-170.76,-164.80,-170.31,-167.61,-180.06,-172.22
2249.50,-173.74,-171.43,-172.59,-182.64,-169.73,-164.01,-170.71,-165.11,-181.49,-169.62
2279.50,-171.63,-170.95,-170.89,-169.40,-173.97,-165.09,-171.98,-166.93,-178.12,-171.78
