Time,Loop 214,Loop 209,Loop 208,Loop 207,Loop 307,Loop 305,Loop 304,Loop 302,Loop 301,Loop 202
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.00,-220.58,-95.19,-154.57,-97.02,-219.99,-213.79,-217.52,-213.80,-238.10,-213.71
14.50,-215.85,-68.57,-161.79,-92.21,-226.56,-210.08,-214.42,-210.04,-236.29,-216.57
43.50,-205.23,-64.87,-151.54,-59.64,-214.52,-197.24,-261.17,-243.94,-271.48,-228.31
73.50,-169.55,-58.86,-139.77,-34.76,-193.43,-168.77,-289.72,-261.26,-258.30,-246.48
103.50,-159.43,-40.10,-149.00,-32.53,-178.94,-164.16,-302.89,-252.65,-258.74,-235.87
133.50,-156.41,-32.39,-156.85,-41.21,-180.41,-163.89,-309.27,-262.47,-270.02,-233.33
163.50,-161.78,-25.00,-150.65,-45.37,-183.45,-163.16,-332.65,-271.86,-282.97,-240.58
193.50,-166.04,-47.51,-139.12,-34.56,-175.91,-157.39,-326.30,-262.65,-279.15,-240.31
222.50,-1.85,-3.67,-67.37,-15.57,-84.46,-81.47,-201.26,-161.43,-154.86,-143.17
252.50,94.64,125.14,107.75,96.30,104.76,113.32,18.79,46.51,48.95,87.47
283.50,209.26,201.47,208.75,229.62,240.32,272.54,177.66,218.84,171.75,188.46
313.50,210.57,199.45,232.90,256.60,266.87,310.92,190.98,219.28,171.39,187.87
343.50,211.75,214.24,237.96,271.43,275.22,325.80,184.15,205.18,171.96,176.82
372.50,213.17,225.39,248.33,273.52,283.02,344.79,195.18,210.78,173.32,181.72
402.50,216.75,232.53,256.25,284.83,293.17,356.18,200.79,213.80,180.49,185.25
433.50,217.84,242.03,255.83,286.90,288.21,361.86,197.12,212.44,180.37,193.17
463.50,152.76,189.05,198.97,221.44,222.95,303.96,141.15,151.83,127.59,139.20
493.50,75.55,94.23,104.79,101.92,117.99,203.30,74.18,77.71,54.31,59.64
523.50,-47.87,-42.86,-14.39,-15.65,-12.62,3.21,-53.85,-79.92,-84.21,-35.89
553.50,-117.13,-28.62,-120.70,-31.64,-81.27,-84.52,-154.58,-150.16,-132.03,-115.55
583.00,-136.99,-45.50,-160.90,-25.27,-146.24,-128.15,-240.65,-189.37,-168.87,-142.98
613.00,-141.10,-15.86,-130.32,-33.85,-159.24,-140.95,-290.87,-216.51,-209.84,-167.46
643.50,-149.42,-60.05,-162.68,-24.56,-165.69,-156.99,-305.80,-238.80,-240.08,-189.01
671.50,-148.60,-21.84,-151.02,-26.91,-164.39,-161.17,-311.96,-246.76,-252.06,-200.79
701.50,-160.14,-23.45,-166.76,-32.57,-169.64,-164.21,-316.23,-257.77,-262.91,-213.38
733.50,-156.94,-48.86,-157.27,-31.16,-179.35,-166.61,-331.57,-264.03,-269.89,-225.49
763.50,-149.63,-24.90,-144.16,-33.45,-172.71,-163.94,-320.19,-264.54,-283.46,-233.43
793.50,-150.34,-17.44,-154.09,-27.77,-181.02,-165.53,-337.98,-263.90,-280.19,-237.61
823.50,-147.49,-24.46,-151.19,-39.75,-163.30,-159.49,-332.44,-268.03,-279.57,-238.79
853.50,-149.79,-22.82,-171.92,-30.59,-176.78,-160.66,-332.31,-265.10,-282.12,-234.29
883.50,-149.99,-15.43,-160.50,-30.91,-175.76,-161.86,-324.36,-274.80,-282.90,-236.22
913.50,-151.99,-31.68,-162.58,-17.77,-177.95,-162.67,-340.78,-273.42,-285.19,-238.13
943.50,-166.49,-23.43,-148.56,-28.01,-175.04,-166.36,-340.55,-272.32,-286.16,-247.70
973.50,-153.82,4.17,-159.74,-42.49,-177.75,-164.83,-341.77,-273.02,-285.44,-246.23
1003.50,-153.77,-44.35,-145.00,-31.82,-173.74,-166.39,-337.45,-254.51,-270.35,-244.08
1031.50,-153.22,-8.40,-145.33,-22.80,-174.66,-165.34,-333.95,-273.29,-286.74,-239.48
1060.00,-157.48,-24.53,-160.21,-31.87,-181.77,-171.72,-333.94,-272.56,-290.02,-235.49
1091.00,-170.93,-34.80,-132.65,-48.47,-195.56,-182.25,-347.57,-293.44,-304.28,-187.77
1122.00,-174.50,-55.61,-147.34,-55.41,-191.18,-185.74,-351.59,-303.65,-314.28,-193.54
1152.50,-173.92,-51.40,-134.30,-95.35,-210.25,-197.32,-368.04,-316.15,-322.77,-187.62
1182.50,-221.62,-99.86,-217.69,-180.05,-244.63,-229.29,-393.63,-353.58,-365.48,-215.60
1212.50,-236.94,-206.03,-277.82,-175.68,-279.49,-258.63,-409.77,-397.72,-398.88,-244.69
1242.00,-253.78,-190.47,-282.77,-194.19,-296.86,-276.95,-423.95,-424.31,-451.05,-262.34
1271.50,-268.79,-217.20,-291.64,-205.80,-291.76,-289.38,-425.55,-422.14,-447.32,-275.80
1302.50,-268.64,-213.88,-268.27,-217.50,-309.03,-295.20,-428.06,-441.39,-450.14,-271.55
1333.50,-290.27,-241.65,-277.59,-216.54,-320.19,-296.28,-383.18,-384.73,-425.11,-242.58
1363.50,-299.85,-233.10,-296.16,-244.38,-313.76,-298.87,-350.52,-361.87,-408.85,-228.90
1393.50,-307.81,-254.49,-292.19,-251.56,-323.49,-301.05,-334.99,-342.05,-391.68,-243.95
1423.00,-309.44,-251.34,-287.01,-258.38,-323.60,-300.64,-327.11,-332.05,-378.87,-252.04
1453.00,-309.55,-274.67,-317.47,-268.80,-323.94,-301.60,-324.44,-325.10,-373.75,-251.90
1483.50,-305.63,-275.25,-294.53,-272.44,-330.40,-299.06,-322.77,-326.36,-371.59,-249.97
1513.50,-302.76,-277.29,-293.49,-275.02,-325.05,-302.15,-317.00,-326.18,-372.32,-252.23
1543.50,-300.03,-268.67,-284.85,-270.74,-317.01,-288.04,-308.86,-315.33,-351.25,-245.69
1573.50,-252.61,-300.11,-280.63,-289.74,-295.14,-269.32,-275.40,-274.59,-305.95,-206.50
1603.50,-233.15,-290.04,-259.11,-279.97,-267.88,-248.04,-253.47,-243.96,-274.08,-177.33
1633.50,-232.53,-270.25,-251.37,-278.08,-262.69,-241.97,-247.72,-237.50,-262.31,-175.69
1663.50,-223.33,-282.13,-253.21,-279.47,-257.83,-236.43,-241.80,-234.12,-260.28,-175.02
1693.50,-223.71,-294.69,-271.90,-269.10,-252.08,-235.35,-240.68,-230.48,-256.58,-173.34
1723.50,-214.93,-271.45,-245.49,-249.64,-241.64,-222.55,-208.08,-196.30,-221.13,-167.26
