Time,CT214J3,CT214F2,CT209H2,CT209F2,CT209C2,CT207H2,CT207F2,CT207C2,CT307H2,CT307F2,CT307C2,CT302H2,CT302F2,CT302C2,CT301H2,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2
s,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
0.00,0.00,292.60,273.66,395.82,205.52,203.98,189.90,0.00,225.83,222.68,17.64,231.02,868.29,0.00,153.39,299.60,0.00,0.00,0.30,11.08
2.50,0.00,300.56,266.42,353.80,204.92,216.02,166.99,0.00,225.83,236.11,12.70,270.08,859.02,0.00,98.95,310.63,0.00,0.00,0.30,14.10
19.50,0.00,310.01,265.42,349.58,204.89,192.36,181.02,0.00,201.72,206.72,12.70,238.96,887.86,0.00,66.12,283.76,0.00,0.00,0.30,13.87
50.00,0.00,321.02,256.35,375.88,204.21,211.18,221.74,0.00,201.72,212.79,13.79,238.96,895.36,0.00,32.65,283.72,0.00,0.00,0.30,13.98
80.50,0.00,299.79,261.45,358.99,205.01,182.41,191.35,0.00,201.72,191.96,14.71,242.98,881.44,0.00,63.48,279.00,0.00,0.00,0.30,13.98
110.50,0.00,303.54,253.05,355.02,203.95,148.72,179.93,0.00,201.72,185.98,13.66,275.58,894.48,0.00,63.48,234.79,0.00,83.31,0.30,14.12
139.50,0.00,280.21,235.15,326.31,203.36,175.81,157.06,0.00,201.72,262.76,15.32,237.86,940.26,0.00,63.48,252.99,0.00,0.30,0.30,11.01
169.00,0.00,289.18,198.52,350.70,201.86,151.84,614.79,0.00,259.10,517.18,14.22,269.07,954.97,0.00,63.48,221.68,0.00,0.30,0.30,12.20
199.50,0.00,339.67,259.94,353.30,203.24,203.02,1253.78,0.00,389.71,699.94,17.64,258.79,967.12,0.00,180.16,236.90,0.00,0.30,0.30,12.05
230.00,0.00,288.68,243.08,373.02,202.10,175.61,1347.98,0.00,497.14,776.07,14.99,255.03,1024.14,0.00,168.76,247.12,0.00,0.30,0.30,12.33
260.50,0.00,304.49,415.39,938.40,217.11,214.28,1412.68,0.00,497.14,837.98,16.60,260.75,2261.22,0.00,33.87,239.30,0.00,0.30,0.30,10.07
290.00,0.00,285.75,1415.55,1107.63,325.75,199.20,1446.52,0.00,553.29,847.28,17.03,289.48,2513.53,0.00,1207.64,227.46,0.00,0.30,0.30,14.14
319.50,0.00,297.30,1545.74,1100.79,277.78,165.99,1505.02,23.01,553.29,680.61,16.63,566.31,2700.34,0.00,1902.13,702.33,0.00,0.30,874.39,29.88
350.00,0.00,274.36,1439.26,921.03,247.39,781.77,1125.66,24.60,511.18,697.95,42.19,773.02,2838.62,32.45,1766.01,634.33,0.00,0.30,2225.77,91.13
379.00,0.00,270.65,940.26,717.65,235.11,1864.71,1060.74,26.67,466.62,592.35,73.18,886.55,2907.59,74.46,1976.83,708.26,0.00,0.30,2257.01,137.21
408.50,0.00,309.55,717.82,625.35,227.35,2189.82,1057.40,29.24,466.62,541.54,73.18,903.44,2918.20,94.06,2079.23,802.47,0.00,0.30,2145.28,144.78
