Time,South Central Fans,North Central Fans
s,C,C
0.00,10.87,19.18
15.50,10.87,19.18
45.50,10.81,19.18
75.50,10.81,18.72
105.50,10.81,19.53
135.50,10.81,21.06
165.50,10.81,21.52
195.50,10.81,21.91
225.50,10.81,22.35
255.50,10.81,22.86
285.50,10.81,22.86
315.50,10.81,23.08
345.50,10.81,23.08
375.50,10.81,23.23
405.50,10.81,23.45
435.50,10.81,23.85
465.50,10.81,24.08
495.50,10.81,24.14
525.50,10.81,24.25
555.50,10.81,24.37
585.50,10.81,24.82
615.50,10.81,25.07
645.50,10.81,25.18
675.50,10.81,25.29
705.50,10.81,25.42
735.50,10.81,25.70
765.50,10.81,26.00
795.50,10.81,26.25
825.50,10.81,26.47
855.50,10.81,26.49
885.50,10.81,26.58
915.50,10.81,26.62
945.50,10.81,26.62
975.50,10.81,26.86
1005.50,10.81,26.99
1035.50,10.81,27.09
1065.50,10.81,27.21
1095.50,10.81,27.47
1125.50,10.81,27.69
1155.50,10.81,27.72
1185.50,10.81,27.87
1215.00,10.81,27.96
1245.00,10.81,28.22
1275.50,10.81,28.41
1305.50,10.81,28.75
1335.50,10.81,28.80
1364.00,10.81,28.98
1392.50,10.81,28.98
1423.50,10.81,29.09
1455.00,10.81,29.31
1485.00,10.81,29.41
1515.00,10.81,29.52
1545.50,10.81,29.61
1575.50,10.81,29.56
1605.50,10.81,29.73
1634.50,12.37,30.19
1664.50,12.37,30.35
1695.50,12.37,30.44
1725.50,12.37,30.44
1755.50,12.37,30.66
1785.50,12.37,30.89
1815.50,12.37,31.11
1845.50,12.37,31.52
1875.50,12.37,31.41
1905.50,12.37,31.63
1935.50,12.37,31.62
1965.50,12.37,31.62
1995.50,12.37,31.60
2025.50,12.37,31.58
2055.50,12.37,31.61
2085.50,12.37,31.52
2115.50,12.48,31.76
2145.50,12.60,31.97
2175.50,12.60,32.59
2205.50,12.60,33.08
2235.50,12.04,33.08
2263.50,11.37,31.83
2291.50,11.37,30.21
2323.50,11.26,28.67
2355.50,11.15,27.07
