Time,South Central Fans,North Central Fans
s,m3/s,m3/s
0.00,-1.74,-3.08
4.50,-1.67,-2.58
22.50,-1.50,-3.27
52.00,-1.79,-3.10
82.50,-1.38,-3.04
112.50,-1.38,-2.78
141.50,14.99,21.76
171.00,105.94,116.86
202.50,141.74,202.60
233.50,144.96,217.27
263.50,142.61,219.41
293.50,141.93,219.65
323.50,143.51,219.47
353.50,143.80,219.05
383.50,143.17,219.55
413.50,144.09,218.93
443.50,142.49,219.75
473.50,140.79,219.86
503.50,141.73,219.54
533.50,141.26,220.11
563.50,142.08,220.67
593.50,141.64,219.85
623.50,140.26,220.33
653.50,141.06,220.95
683.50,142.59,220.15
713.00,141.79,220.17
743.00,142.33,219.78
773.50,142.72,219.44
803.50,142.89,219.55
833.50,143.07,219.45
863.50,141.53,220.41
893.50,142.61,220.90
923.50,142.37,220.64
953.50,142.33,220.76
983.50,140.27,221.15
1013.50,142.80,221.45
1043.50,142.61,220.83
1073.50,140.39,220.86
1103.50,142.16,220.64
1133.50,140.37,220.59
1163.50,140.91,215.35
1193.50,139.31,220.51
1223.50,141.19,220.76
1253.50,142.38,220.21
1283.50,142.89,219.69
1313.50,140.35,219.33
1343.50,141.59,219.64
1373.50,140.28,218.68
1403.50,140.95,218.68
1433.50,140.90,217.79
1463.50,140.97,219.27
1493.50,141.50,219.62
1522.50,140.65,220.10
1552.50,142.06,216.99
1583.50,142.17,219.37
1613.50,139.81,219.83
1643.50,141.60,219.07
1673.50,142.05,218.94
1702.50,141.80,218.79
1732.50,141.01,219.73
1762.50,141.32,219.10
1792.50,141.47,218.69
1823.50,142.17,219.73
1853.50,141.02,219.34
1883.50,141.65,218.51
1913.50,142.44,218.42
1943.50,141.61,218.88
1972.50,142.08,219.27
2002.50,140.77,219.62
2033.50,141.86,220.04
2063.50,140.31,219.73
2093.50,138.45,219.41
2123.00,141.07,219.72
2153.00,142.03,219.70
2183.50,142.25,219.33
2213.50,142.04,219.28
2243.50,140.89,219.31
2273.50,139.66,219.70
2303.50,142.33,219.27
2333.50,141.39,219.25
2363.00,141.00,219.97
2393.00,140.35,219.98
2423.50,140.96,219.34
2453.50,141.87,219.27
2483.50,143.67,219.16
2513.50,140.68,219.48
