Time,South Central Fans,North Central Fans
s,m3/s,m3/s
0.00,-1.53,0.60
12.00,-0.46,0.56
38.50,-0.41,0.64
68.00,-0.69,0.13
97.50,-0.55,0.37
128.50,-9.09,2.62
158.50,-75.77,63.78
188.50,-110.45,108.17
219.50,-113.25,113.01
249.50,-113.53,114.02
279.50,-113.31,113.87
309.50,-113.62,113.80
339.50,-112.88,114.09
369.50,-112.65,113.89
399.50,-112.69,114.45
429.50,-113.63,113.64
459.50,-113.17,113.80
489.50,-113.54,112.98
519.50,-113.68,113.59
549.50,-112.62,113.90
579.50,-113.01,113.95
609.50,-113.56,113.76
639.50,-113.46,113.48
669.50,-113.82,113.33
698.00,-112.81,113.97
728.00,-112.79,114.10
758.00,-112.92,113.55
786.50,-113.82,113.53
818.00,-113.40,113.49
849.50,-113.72,113.25
879.50,-113.79,113.38
909.50,-102.73,106.53
939.50,-90.42,88.99
969.50,-88.41,86.82
999.50,-87.41,86.29
1029.50,-86.36,86.50
1059.50,-85.61,86.25
1089.50,-85.68,86.05
1118.00,-86.54,85.98
1146.50,-85.88,86.41
1176.50,-86.00,86.33
1206.50,-87.07,86.52
1237.00,-86.09,86.48
1267.50,-86.09,86.34
1297.50,-85.63,86.67
1328.50,-86.13,86.26
1358.50,-85.72,86.18
1387.50,-85.51,86.30
1418.00,-86.42,86.48
1448.50,-86.67,86.24
1479.00,-86.18,86.73
1509.50,-85.65,86.23
1539.50,-85.97,85.91
1569.50,-86.06,86.71
1599.50,-86.32,86.30
1629.50,-85.71,86.65
1659.50,-85.23,86.52
1689.50,-85.64,85.93
1719.50,-86.24,86.40
1749.00,-85.00,86.26
1779.00,-85.82,86.14
1809.50,-86.39,86.40
1839.50,-86.33,87.07
1869.50,-86.27,87.07
1899.50,-85.56,86.45
1929.50,-86.45,86.33
1959.50,-85.88,86.30
1989.50,-86.14,86.64
2017.50,-85.53,86.28
2047.50,-86.05,86.34
2079.50,-86.50,86.33
2109.50,-86.11,86.12
2139.50,-85.27,86.23
2169.50,-84.66,86.38
2198.00,-84.78,86.45
2226.50,-84.51,85.98
