Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207F2,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2
s,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
0.00,49.34,43.77,0.00,87.63,21.16,368.66,53.88,23.50,0.92,0.30,2.90,33.26,99.69,16.85,0.30,85.30,0.00,0.30,0.30,30.18
4.00,48.74,42.22,0.00,46.58,21.18,404.65,26.96,25.49,0.92,0.30,2.87,48.52,65.41,16.85,0.30,86.82,0.00,0.30,0.30,31.08
22.50,53.73,48.19,0.00,69.34,21.22,361.43,25.94,27.36,0.92,0.30,2.90,27.36,93.69,16.85,0.30,78.87,0.00,0.30,0.30,29.79
52.50,57.75,59.84,0.00,44.20,21.05,373.24,42.64,25.49,0.92,0.30,2.90,28.99,77.60,25.64,0.30,107.00,0.00,0.30,0.30,29.85
82.50,39.98,47.43,0.00,85.06,20.47,396.15,54.89,23.74,0.92,0.30,2.84,18.21,90.17,16.66,0.30,78.35,0.00,0.30,0.30,33.02
112.50,40.33,56.64,0.00,56.66,21.81,371.67,39.98,20.57,0.92,0.30,2.84,25.63,78.65,22.77,0.30,64.13,0.00,0.30,0.30,29.72
142.50,38.10,46.34,0.00,65.38,21.22,380.38,18.31,17.64,0.92,0.30,2.90,25.02,230.05,16.78,0.30,71.97,0.00,0.30,0.30,25.82
172.50,48.83,50.35,0.00,64.21,21.13,380.15,29.14,22.24,0.92,0.30,2.90,37.54,196.13,22.89,0.30,65.68,0.00,0.30,0.30,26.67
202.50,48.83,58.42,0.00,58.79,19.52,374.80,305.49,20.69,0.92,337.63,2.90,85.45,813.35,22.89,41.20,57.81,0.00,0.30,0.30,26.67
232.50,46.59,61.28,0.00,57.25,20.23,393.28,1785.14,20.69,0.92,941.98,2.90,242.47,1550.73,20.36,413.37,80.83,0.00,0.30,0.30,26.53
262.50,25.33,53.28,0.00,46.59,20.40,919.29,1980.83,25.51,0.92,1027.75,3.43,388.65,1373.90,16.78,974.03,70.62,0.00,0.30,0.30,33.75
292.50,58.29,56.76,0.00,64.93,19.72,737.57,1985.36,25.50,0.92,1043.41,3.81,482.40,372.01,21.73,1227.61,50.54,0.00,0.30,0.30,28.36
322.50,58.29,48.03,0.00,48.41,22.42,1098.19,2019.71,27.81,0.92,991.81,2.54,468.30,110.56,21.73,1353.26,57.19,0.00,0.30,0.30,28.48
351.50,58.29,65.72,0.00,61.71,21.01,1477.63,1597.36,38.47,0.92,1034.49,4.44,478.22,116.80,21.73,1449.96,70.04,0.00,0.30,0.30,28.48
381.00,58.29,59.94,0.00,60.39,21.25,1832.53,1198.22,29.80,0.92,923.73,4.44,493.60,136.72,21.73,1568.86,59.92,0.00,0.30,0.30,28.87
412.00,39.37,60.56,0.00,40.76,20.40,1863.94,942.18,29.80,0.92,917.95,2.29,534.72,134.87,24.72,1587.96,64.85,0.00,0.30,0.30,30.76
442.50,74.28,37.84,0.00,57.96,21.26,1753.48,763.10,29.80,0.92,952.21,2.90,537.83,159.27,20.72,1606.10,68.79,0.00,0.30,0.30,29.93
472.00,50.84,48.93,0.00,68.16,20.18,1541.26,587.78,21.61,0.92,965.98,2.90,537.83,142.28,20.72,1579.23,44.05,0.00,0.30,0.30,29.93
502.00,21.06,74.44,0.00,63.48,20.37,1321.52,612.50,23.59,0.92,971.62,2.90,575.44,130.92,20.75,1612.74,63.44,0.00,0.30,0.30,19.96
532.50,20.90,32.21,0.00,40.50,19.96,1137.74,370.35,24.48,0.92,1002.21,2.90,565.65,124.26,18.98,1620.08,53.06,0.00,0.30,0.30,25.38
562.50,20.90,58.73,0.00,37.29,22.45,983.51,351.55,29.36,0.92,1012.03,2.90,563.67,309.23,21.73,1623.68,68.11,0.00,0.30,0.30,27.28
592.50,20.90,51.18,0.00,69.66,19.85,849.59,863.78,25.21,0.92,966.26,2.90,572.62,474.61,21.73,1662.55,55.57,0.00,0.30,0.30,27.81
622.50,24.72,34.02,0.00,56.81,23.26,799.70,1034.60,23.10,0.92,990.74,2.90,587.47,643.63,21.73,1604.09,74.97,0.00,0.30,0.30,25.49
652.50,24.72,56.39,0.00,69.83,22.28,767.48,997.49,25.57,0.92,965.23,2.90,564.48,719.38,21.73,1597.29,51.88,0.00,0.30,0.30,26.49
682.50,24.72,46.08,0.00,49.68,22.54,786.70,1216.47,24.48,0.92,1007.92,2.90,578.40,658.09,21.67,1575.19,51.86,0.00,0.30,0.30,26.49
712.50,45.47,41.81,0.00,71.95,21.21,834.67,1670.05,23.80,0.92,968.15,2.90,554.72,479.49,21.67,1571.68,53.13,0.00,0.30,0.30,23.99
742.50,0.30,34.52,0.00,56.34,20.47,910.08,1851.92,23.83,0.92,989.70,2.90,545.36,668.18,21.67,1627.30,51.19,0.00,0.30,0.30,31.41
772.50,0.30,49.68,0.00,57.09,21.76,986.34,1873.10,20.63,0.92,982.43,2.90,540.39,441.17,21.67,1593.25,91.86,0.00,0.30,0.30,29.30
802.50,0.30,55.30,0.00,67.73,20.83,1070.71,1867.18,20.57,0.92,978.61,2.90,546.58,452.18,21.73,1595.92,54.51,0.00,0.30,0.30,22.89
832.50,0.30,39.76,0.00,76.03,22.47,1172.81,1914.35,20.05,0.92,937.63,2.90,567.94,355.40,21.85,1594.93,57.83,0.00,0.30,0.30,25.45
862.50,0.30,52.11,0.00,59.03,20.90,1334.47,1918.58,20.65,0.92,957.71,2.90,567.94,397.85,21.85,1580.05,40.28,0.00,0.30,0.30,25.56
892.50,0.30,34.67,0.00,62.56,21.94,1367.51,1933.37,20.57,0.92,943.80,2.90,552.32,396.76,21.85,1511.99,45.62,0.00,0.30,0.30,27.28
922.50,41.81,79.35,0.00,63.45,22.54,1447.52,1875.94,25.45,0.92,961.12,2.90,550.35,384.36,21.85,1588.41,43.41,0.00,0.30,0.30,28.56
952.50,0.30,33.94,0.00,53.96,22.21,1548.96,1944.21,23.25,0.92,910.66,2.90,540.20,444.57,21.85,1673.35,56.70,0.00,0.30,0.30,24.14
982.50,23.96,40.03,0.00,65.51,21.38,1551.75,1934.64,22.28,0.92,897.99,2.90,565.38,600.98,21.85,1558.19,48.48,0.00,0.30,0.30,27.00
1011.50,40.59,70.23,0.00,79.30,20.78,1598.62,1478.70,21.61,0.92,926.30,2.90,585.40,391.70,21.85,1494.81,58.66,0.00,0.30,0.30,22.95
1041.00,47.19,47.91,0.00,53.28,20.59,1418.35,622.83,21.63,0.92,887.63,2.90,556.95,470.28,21.85,1535.50,42.88,0.00,0.30,0.30,29.07
1072.00,43.18,47.61,0.00,57.78,22.36,1215.23,275.03,19.59,0.92,755.70,2.90,524.81,529.56,21.85,1539.88,23.38,0.00,0.30,0.30,24.11
1102.50,44.12,50.60,0.00,48.08,20.97,1057.39,28.69,21.88,0.92,665.95,2.90,539.25,427.38,21.85,1534.03,29.65,0.00,0.30,0.30,29.85
1132.50,74.86,39.52,0.00,63.28,20.85,883.37,37.75,23.59,0.92,674.08,2.90,539.36,552.50,21.85,1549.20,55.06,0.00,0.30,0.30,26.08
1162.50,66.75,33.30,0.00,81.84,21.33,711.88,29.53,24.41,0.92,706.77,2.90,542.64,619.36,21.85,1544.96,26.86,0.00,0.30,0.30,25.24
1192.50,80.08,29.05,0.00,59.39,21.24,602.64,37.77,23.64,0.92,579.72,2.90,537.67,544.64,21.85,1526.82,56.61,0.00,0.30,0.30,25.29
1222.00,51.44,40.39,0.00,57.24,21.63,565.30,49.27,20.84,0.92,452.46,2.90,520.33,453.69,21.85,1521.51,40.22,0.00,0.30,0.30,25.87
1252.00,51.27,37.29,0.00,59.59,22.05,430.30,33.87,20.66,0.92,508.29,2.90,529.49,463.52,21.85,1551.65,39.37,0.00,0.30,0.30,24.30
1282.50,42.35,50.35,0.00,67.11,20.04,422.49,29.97,22.64,0.92,565.08,2.90,523.47,361.59,21.85,1495.69,23.62,0.00,0.30,0.30,29.21
1312.50,51.33,65.00,0.00,58.00,22.15,321.03,22.74,21.12,0.92,475.72,2.90,505.79,470.16,21.85,1476.25,26.70,0.00,0.30,0.30,27.45
1342.50,25.21,67.35,0.00,60.67,19.34,409.86,16.48,22.61,0.92,556.11,2.90,520.74,458.69,21.85,1519.45,28.65,0.00,0.30,0.30,24.23
1372.50,68.46,48.83,0.00,59.05,21.86,353.54,26.55,20.02,0.92,637.34,2.90,527.45,408.70,21.85,1495.34,45.53,0.00,0.30,0.30,22.89
1402.50,68.46,47.61,0.00,78.47,20.85,394.55,30.21,21.91,0.92,612.97,2.90,551.46,367.95,21.85,1498.24,33.19,0.00,0.30,0.30,26.37
1432.50,33.11,47.74,0.00,69.62,20.63,303.96,31.17,21.58,0.92,700.52,2.90,504.16,419.68,16.85,1479.44,43.10,0.00,0.30,0.30,26.44
1462.50,28.08,63.12,0.00,55.08,20.19,334.68,45.47,22.16,0.92,638.74,2.90,522.57,414.45,16.85,1497.91,54.02,0.00,0.30,0.30,25.41
1492.50,45.17,81.12,0.00,73.99,21.20,333.47,36.16,20.83,0.92,630.47,2.90,522.57,449.12,17.76,1517.36,19.40,0.00,0.30,0.30,23.68
1522.50,45.17,54.66,0.00,65.54,21.79,345.03,27.47,17.64,0.92,668.41,2.90,529.18,526.20,17.76,1488.27,38.45,0.00,0.30,0.30,25.34
1551.00,45.17,58.24,0.00,59.97,21.57,325.06,27.87,19.45,0.92,738.54,2.90,527.53,538.82,17.82,1475.94,52.53,0.00,0.30,0.30,25.31
1581.00,45.17,67.91,0.00,63.66,21.78,356.38,18.55,18.62,0.92,726.89,2.90,507.39,452.84,17.82,1453.86,34.69,0.00,0.30,0.30,27.89
1612.50,45.17,37.08,0.00,72.57,20.86,362.80,20.07,21.91,0.92,765.09,2.90,487.37,383.97,17.82,1525.95,30.39,0.00,0.30,0.30,24.44
1642.50,45.17,70.05,0.00,75.59,21.35,354.72,45.78,21.14,0.92,781.57,2.90,497.44,348.77,17.07,1531.19,26.43,0.00,0.30,0.30,20.08
1672.50,45.17,47.80,0.00,69.34,20.33,327.83,55.03,21.14,0.92,700.59,2.90,517.14,363.06,18.82,1451.65,27.47,0.00,0.30,0.30,25.66
1702.00,45.17,67.99,0.00,58.95,21.58,330.36,36.40,21.62,0.92,675.50,2.90,490.30,371.58,17.82,1410.29,33.26,0.00,0.30,0.30,24.96
1730.50,45.17,57.34,0.00,44.31,22.79,363.11,35.43,20.63,0.92,720.87,2.90,498.77,492.19,17.82,1248.60,43.34,0.00,0.30,0.30,26.83
1760.50,45.17,43.34,0.00,45.73,21.24,355.74,52.95,20.86,0.92,657.05,2.90,472.83,393.84,17.88,1010.76,33.42,0.00,0.30,0.30,22.93
1791.00,21.06,44.16,0.00,56.26,22.31,325.88,43.84,23.55,0.92,490.55,2.90,400.09,294.62,17.76,711.33,33.26,0.00,0.30,0.30,22.83
1821.50,21.06,48.25,0.00,47.67,20.50,326.38,39.09,20.90,0.92,164.86,2.90,302.56,247.11,17.76,442.04,34.60,0.00,0.30,0.30,27.85
1851.50,21.06,46.13,0.00,68.31,19.73,335.72,43.74,21.39,0.92,164.86,2.90,206.76,234.28,17.76,296.90,28.53,0.00,0.30,0.30,25.06
1881.00,21.06,45.74,0.00,74.83,20.30,342.72,27.69,21.59,0.92,164.86,2.90,128.07,196.79,14.95,236.35,36.72,0.00,0.30,0.30,22.58
1911.50,21.06,42.99,0.00,90.10,21.00,359.48,32.41,21.67,0.92,164.86,2.90,106.10,175.30,18.78,176.74,33.48,0.00,0.30,0.30,24.41
1941.00,21.06,61.52,0.00,61.47,22.12,334.88,51.65,22.16,0.92,164.86,2.90,93.92,217.07,14.83,114.29,21.36,0.00,0.30,0.30,24.38
1971.50,21.06,60.07,0.00,72.56,22.89,343.98,25.16,24.54,0.92,164.86,2.90,87.69,151.85,20.69,140.59,29.91,0.00,0.30,0.30,22.92
2002.50,21.06,45.67,0.00,77.68,21.58,351.34,27.47,23.13,0.92,164.86,2.90,80.52,165.35,20.69,149.15,24.11,0.00,0.30,0.30,21.91
2031.00,21.06,74.16,0.00,68.36,21.82,309.76,43.95,23.04,0.92,164.86,2.90,80.63,118.65,14.95,122.51,32.65,0.00,0.30,0.30,24.86
2060.00,21.06,37.94,0.00,77.33,21.58,339.40,31.85,16.78,0.92,164.86,2.90,82.50,171.96,20.81,148.85,39.77,0.00,0.30,0.30,25.42
2090.50,21.06,30.82,0.00,69.18,21.74,350.30,32.55,21.59,0.92,164.86,2.90,97.15,150.07,20.81,139.02,19.02,0.00,0.30,0.30,25.57
2121.00,21.06,42.78,0.00,85.86,22.16,361.69,41.96,20.63,0.92,164.86,2.90,84.13,217.32,20.81,149.41,28.08,0.00,0.30,0.30,23.44
2151.00,21.06,19.23,0.00,78.79,21.23,339.72,35.46,20.69,0.92,164.86,2.90,84.27,151.01,14.83,173.73,45.62,0.00,0.30,0.30,23.41
2180.50,27.92,52.80,0.00,85.19,19.76,331.73,21.67,21.14,0.92,164.86,2.90,84.78,114.26,19.84,179.20,40.47,0.00,0.30,0.30,26.31
2210.50,31.74,41.57,0.00,51.97,19.72,321.11,37.08,21.20,0.92,164.86,2.90,89.30,161.50,19.84,191.77,27.16,0.00,0.30,0.30,22.35
2241.00,41.11,28.84,0.00,50.44,21.88,330.46,31.64,21.06,0.92,164.86,2.90,94.30,174.12,19.84,206.95,27.16,0.00,0.30,0.30,24.77
2271.00,62.16,38.15,0.00,79.47,20.99,311.45,37.38,20.47,0.92,164.86,2.90,97.50,128.98,19.84,164.62,27.16,0.00,0.30,0.30,22.10
2300.50,70.82,36.84,0.00,87.06,21.69,334.38,24.01,21.36,0.92,164.86,2.90,94.71,161.85,19.84,133.42,32.65,0.00,0.30,0.30,24.27
2330.50,40.20,67.06,0.00,69.33,21.68,321.71,36.77,19.93,0.92,164.86,2.90,81.40,151.98,19.84,128.11,32.65,0.00,0.30,0.30,24.27
2361.00,51.81,42.24,0.00,80.07,20.98,311.89,45.28,21.18,0.92,164.86,2.90,84.90,141.49,19.84,70.95,31.28,0.00,0.30,0.30,18.07
2391.50,66.15,82.70,0.00,82.91,20.82,327.46,10.68,20.98,0.92,164.86,2.90,87.71,112.79,19.84,41.98,31.28,0.00,0.30,0.30,25.06
2421.50,66.15,64.35,0.00,54.93,21.82,320.88,33.06,18.01,0.92,164.86,2.90,51.73,119.71,19.84,28.99,31.28,0.00,0.30,0.30,22.69
