Time,CT214J3,CT214F2,CT209H2,CT209F2,CT209C2,CT207H2,CT207F2,CT207C2,CT307H2,CT307F2,CT307C2,CT302H2,CT302F2,CT302C2,CT301H2,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2
s,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
0.00,0.00,339.40,436.31,376.90,0.00,99.40,15.97,0.00,36.93,94.18,0.00,0.30,0.30,0.00,285.04,291.45,22.40,0.30,0.30,0.00
13.50,0.00,324.36,433.36,390.89,0.00,119.94,29.91,0.00,36.93,68.51,0.00,0.30,0.30,0.00,358.89,303.43,22.58,0.30,0.30,0.00
40.50,0.00,330.18,455.27,405.50,0.00,81.43,39.57,0.00,36.93,65.21,0.00,0.30,0.30,0.00,347.08,323.04,22.58,0.30,0.30,0.00
70.50,0.00,329.70,430.27,378.44,0.00,121.11,36.40,0.00,36.93,32.39,0.00,0.30,0.30,0.00,369.33,311.28,22.40,0.30,0.30,0.00
100.00,0.00,344.11,440.16,382.70,0.00,121.98,0.30,0.00,36.93,61.54,0.00,0.30,0.30,0.00,389.06,328.27,20.85,0.30,0.30,14.93
130.00,0.00,346.26,433.05,369.49,0.00,108.60,45.47,0.00,36.93,47.05,0.00,0.30,0.30,0.00,524.34,272.65,20.85,0.30,267.03,58.72
161.50,0.00,325.05,431.02,363.15,0.00,141.63,20.66,0.00,36.93,53.33,0.00,0.30,433.99,16.27,834.36,343.26,25.37,0.30,904.16,101.47
191.50,0.00,335.24,446.81,361.03,0.00,154.68,47.06,0.00,36.93,35.77,0.00,0.30,873.58,44.43,1694.51,500.47,25.37,0.30,1825.47,118.47
221.50,0.00,333.95,408.10,378.47,0.00,152.17,27.82,0.00,36.93,40.28,2.96,51.94,900.76,71.45,2323.07,690.26,41.65,0.30,2175.68,127.26
251.50,0.00,334.17,452.53,385.16,0.00,118.27,36.86,0.00,36.93,35.02,2.96,94.00,942.95,74.12,2356.64,714.09,73.63,0.30,2216.32,125.78
281.00,0.00,326.63,448.00,374.72,0.00,128.86,27.77,0.00,36.93,95.27,2.96,90.46,938.73,76.03,2354.16,716.26,115.81,0.30,2250.86,121.03
311.00,0.00,330.66,433.75,370.59,0.00,91.47,24.35,0.00,36.93,31.36,2.84,78.43,941.57,72.51,2352.87,722.36,121.03,0.30,2260.06,125.65
341.50,0.00,336.08,433.54,368.66,0.00,134.93,36.93,0.00,36.93,36.16,2.84,80.79,999.93,74.95,2329.27,675.19,128.86,0.30,2283.75,131.44
371.50,0.00,335.77,448.31,372.48,0.00,83.44,36.62,0.00,36.93,35.64,2.84,85.07,983.26,79.94,2288.49,684.65,128.36,0.30,2260.22,129.03
401.50,0.00,340.32,431.71,369.91,0.00,163.67,47.00,0.00,36.93,53.23,2.84,99.97,978.45,75.50,2253.66,678.03,128.64,0.30,2297.95,137.22
431.50,0.00,333.10,436.79,357.88,0.00,102.19,23.99,0.00,36.93,31.43,2.84,80.87,962.39,83.25,2235.61,657.05,128.28,0.30,2277.12,138.90
461.50,0.00,403.26,412.05,380.32,0.00,103.56,31.07,0.00,36.93,79.86,2.84,73.91,1057.53,88.14,2130.85,629.40,126.89,0.30,2248.26,150.15
491.50,0.00,363.23,412.58,375.03,0.00,146.89,44.02,0.00,36.93,78.63,2.84,130.56,1131.10,88.49,2182.19,676.58,133.07,0.30,2287.53,151.27
521.50,0.00,339.73,419.68,382.46,0.00,138.64,23.35,0.00,36.93,69.34,2.84,134.95,1165.53,94.91,2245.52,695.73,136.66,0.30,2419.73,150.79
551.50,0.00,390.54,414.37,399.00,0.00,108.52,29.91,0.00,36.93,105.98,2.84,179.38,1232.38,84.35,2198.37,718.81,137.55,0.30,2453.79,146.27
581.50,0.00,385.27,421.28,406.25,0.00,129.55,37.80,0.00,36.93,131.29,2.90,190.23,1229.68,86.79,2158.68,720.02,139.65,0.30,2501.56,141.83
611.50,0.00,387.27,411.81,409.16,0.00,107.68,37.80,0.00,36.93,125.12,2.90,183.87,1250.40,89.58,2136.70,690.79,134.28,0.30,2526.69,146.43
641.50,0.00,370.18,434.58,407.16,0.00,99.75,44.56,0.00,36.93,122.07,2.90,209.66,1277.53,80.42,2085.95,692.21,123.96,0.30,2528.56,149.40
670.50,0.00,372.12,446.28,386.45,0.00,85.42,18.92,0.00,36.93,166.63,2.90,214.74,1265.34,89.39,2066.31,728.19,132.75,0.30,2512.31,149.97
700.50,0.00,371.64,431.92,419.53,0.00,105.03,48.18,0.00,79.04,185.24,2.90,202.58,1279.19,87.64,2040.01,702.83,126.89,0.30,2534.13,151.00
731.50,0.00,373.28,448.61,408.07,0.00,108.95,36.93,0.00,122.99,197.71,2.90,202.58,1160.30,89.23,2042.72,695.78,136.01,0.30,2547.49,141.28
761.50,0.00,363.84,464.18,396.04,0.03,124.00,46.23,0.00,122.99,216.98,2.90,200.10,1163.70,90.71,1928.43,647.57,133.15,0.30,2461.82,135.24
790.00,0.00,377.06,442.63,411.26,0.00,103.32,33.05,0.00,174.87,266.83,2.99,148.01,1120.13,81.30,1870.63,600.75,136.74,0.30,2374.65,136.75
820.00,0.00,365.61,460.87,417.76,0.00,101.70,30.69,0.00,217.59,261.54,2.90,163.88,1100.87,85.27,1870.67,601.65,136.17,0.30,2355.74,137.98
851.50,0.00,350.79,467.71,404.13,0.00,110.08,44.30,0.00,217.59,264.71,2.90,125.06,1141.68,82.28,1841.81,621.86,132.88,0.30,2343.96,142.34
881.50,0.00,358.59,464.48,394.69,0.00,114.14,51.12,0.00,267.03,269.82,2.90,179.29,1116.32,87.59,1887.63,603.84,136.68,0.30,2329.49,147.52
911.50,0.00,366.98,430.00,371.65,0.00,86.98,42.63,0.00,298.47,310.37,2.90,145.37,1117.99,92.10,1900.97,612.95,135.29,0.30,2357.61,147.71
941.50,0.00,350.69,444.99,378.12,0.00,127.97,37.34,0.00,333.56,301.31,2.90,131.13,1103.36,85.88,1971.02,612.50,134.83,0.30,2317.03,138.23
971.50,0.00,359.37,450.80,380.82,0.00,95.13,23.50,0.00,375.68,325.63,2.90,149.97,1110.04,88.52,1993.74,638.13,141.91,0.30,2361.74,132.47
1001.50,0.00,336.70,458.75,393.19,0.00,118.95,46.14,0.00,375.68,327.00,2.90,135.80,1171.53,77.87,2045.01,630.26,144.51,0.30,2334.65,136.68
1028.00,0.00,375.81,449.27,398.41,0.00,118.78,23.50,0.00,401.92,349.13,2.90,121.46,1113.60,73.00,2136.31,649.42,144.51,0.30,2403.46,136.87
1058.00,0.00,339.71,437.93,394.33,0.00,80.31,95.65,0.00,401.92,346.10,2.96,168.15,1101.40,84.35,2139.53,601.44,131.98,0.30,2396.53,130.17
1091.50,0.00,359.89,405.43,372.83,0.00,124.74,56.15,0.00,449.23,345.77,2.93,141.30,1141.21,77.39,2221.61,628.92,129.40,0.30,2360.35,126.06
1120.50,0.00,352.41,415.89,386.72,0.00,125.07,46.03,0.00,449.23,337.56,2.78,134.83,1125.59,75.07,2256.85,649.47,139.65,0.30,2390.70,125.27
1150.50,0.00,363.57,416.44,351.16,0.00,147.20,68.72,0.00,470.28,350.45,2.93,166.20,1036.44,71.99,2290.52,639.96,131.96,0.30,2343.37,128.18
1181.50,0.00,340.73,406.69,380.90,0.00,140.02,49.38,0.00,429.69,318.79,2.93,131.53,1022.05,68.54,2288.41,623.61,134.83,0.30,2267.34,126.67
1208.50,0.00,364.08,411.38,372.69,0.00,130.92,28.03,0.00,429.69,349.89,2.93,101.28,1078.81,68.24,2334.60,629.05,132.81,0.30,2264.64,126.28
1237.00,0.00,335.78,409.59,390.63,0.00,131.30,60.87,0.00,429.69,321.27,2.93,113.05,1101.60,80.02,2383.24,608.22,134.18,0.30,2268.57,134.04
1268.50,0.00,339.17,397.04,380.71,0.00,98.43,53.35,0.00,429.69,329.53,5.80,105.90,1133.34,80.09,2424.32,692.61,132.63,0.30,2317.36,136.66
1299.00,0.00,342.67,409.31,373.64,0.00,137.94,55.90,0.00,428.37,311.74,2.54,133.01,1162.54,81.40,2546.40,703.83,136.27,0.30,2379.88,137.78
1330.50,0.00,326.80,402.99,359.77,0.00,108.84,70.09,0.00,428.37,325.63,5.92,158.02,1195.87,82.66,2560.59,730.53,130.80,0.30,2394.93,144.37
1361.50,0.00,330.12,395.11,369.84,0.00,94.77,76.42,0.00,428.37,309.15,2.55,159.61,1195.62,78.92,2566.87,724.31,135.68,0.30,2397.23,139.64
1390.50,0.00,354.28,411.61,356.50,0.00,89.21,81.75,0.00,370.18,308.29,3.54,141.43,1251.91,81.76,2561.04,691.57,138.61,0.30,2425.05,140.38
1420.50,0.00,335.74,412.44,343.28,0.00,71.80,76.13,0.00,390.02,312.81,2.82,140.28,1280.94,88.85,2588.54,713.65,136.94,0.30,2434.91,153.57
1451.50,0.00,347.53,390.45,347.29,0.00,123.26,90.36,0.00,390.02,268.01,2.90,157.34,1353.72,89.05,2648.80,744.49,132.79,0.30,2500.27,156.46
1481.50,0.00,323.06,392.87,367.70,0.00,95.83,128.87,0.00,390.02,292.06,2.94,170.33,1378.50,92.54,2670.02,784.35,131.35,0.30,2519.44,150.97
1511.50,0.00,330.04,379.71,394.96,0.00,118.95,81.15,0.00,325.63,274.20,2.94,192.42,1415.21,88.17,2706.95,821.85,137.07,0.30,2558.63,158.48
1541.50,0.00,329.41,381.84,354.01,0.00,130.26,111.15,0.00,325.63,267.64,1.99,231.39,1389.28,94.30,2734.55,796.40,136.78,0.30,2613.06,162.64
1571.50,0.00,323.95,396.81,397.92,0.00,124.21,88.62,0.00,277.41,240.89,2.93,234.95,1412.07,97.54,2663.06,783.35,128.85,0.30,2646.17,156.10
1601.50,0.00,310.85,427.40,392.73,0.00,135.19,83.18,0.00,277.41,243.13,5.86,232.39,1428.96,90.21,2642.07,778.74,138.67,0.30,2648.21,160.83
1631.00,0.00,309.40,412.23,400.93,0.00,143.74,110.24,0.00,227.36,254.58,5.86,232.39,1433.00,95.52,2629.78,793.65,133.79,0.30,2655.37,159.24
1660.00,0.00,323.57,436.54,390.37,0.00,157.86,109.98,0.00,227.36,246.89,5.86,225.22,1370.65,97.94,2595.62,770.04,133.79,0.30,2647.95,153.22
1690.00,0.00,319.46,429.14,410.26,0.00,134.63,136.98,0.00,227.36,214.42,2.96,251.32,1281.72,92.10,2472.88,761.96,134.25,0.30,2580.26,144.72
1721.00,0.00,334.45,458.64,411.34,0.00,143.18,109.25,0.00,186.46,235.21,3.11,262.76,1228.15,87.88,2391.18,703.79,147.46,0.30,2477.91,143.74
1751.00,0.00,321.58,448.57,399.57,0.00,138.25,116.88,0.00,186.46,226.26,3.11,221.48,1214.38,88.14,2273.57,654.73,146.00,0.30,2426.49,137.73
1780.50,0.00,302.60,425.19,423.11,0.00,108.43,144.28,0.00,143.13,204.27,3.11,196.99,1226.43,77.77,2174.78,662.82,146.91,0.30,2408.92,141.36
1809.50,0.00,287.17,458.20,436.36,0.00,148.96,141.58,0.00,187.08,219.73,3.11,164.13,1223.41,80.12,2142.29,632.76,142.56,0.30,2439.83,134.22
1840.00,0.00,327.39,445.32,402.93,0.00,119.52,162.29,0.00,229.80,198.73,3.11,145.57,1250.02,73.50,2085.05,633.10,137.70,0.30,2417.09,142.00
1871.50,0.00,333.56,443.48,417.42,0.00,138.73,148.74,0.00,166.02,172.43,3.11,173.65,1253.99,81.30,2018.51,579.97,134.02,0.30,2393.97,138.12
1901.50,0.00,305.21,448.64,408.86,0.00,117.78,194.31,0.00,102.85,176.55,3.11,179.93,1267.14,82.07,1989.95,588.45,136.97,0.30,2402.25,140.89
1931.00,0.00,336.40,459.16,399.55,0.00,154.78,185.69,0.00,52.80,162.25,3.11,172.12,1285.01,81.65,1928.43,590.96,142.96,0.30,2443.46,143.13
1960.50,0.00,340.07,464.55,397.62,0.00,126.39,204.92,0.00,52.80,172.67,2.66,193.08,1331.94,88.44,1892.73,589.91,130.80,0.30,2427.93,136.60
1989.50,0.00,340.93,438.70,371.32,0.00,143.03,200.26,0.00,52.80,166.39,2.66,184.63,1295.49,82.50,1905.10,613.47,133.40,0.30,2476.54,137.23
2019.50,0.00,330.00,442.82,415.02,0.00,133.89,214.02,0.00,10.68,133.30,2.66,206.08,1234.66,75.38,1814.46,551.65,142.64,0.30,2410.89,98.27
2051.00,0.00,314.70,443.32,345.02,0.00,114.25,230.26,0.00,10.68,136.15,8.70,222.84,814.10,45.37,1763.91,541.21,136.66,0.30,2386.87,59.88
2081.00,0.00,336.28,421.66,357.69,0.00,131.34,213.28,0.00,10.68,129.85,8.70,185.24,257.16,10.27,1376.48,421.09,135.88,0.30,2103.98,26.33
2105.00,0.00,372.36,426.86,378.96,0.00,164.49,219.09,0.00,10.68,130.40,8.79,230.41,147.28,10.27,895.70,283.95,119.20,0.30,1692.22,10.07
2135.00,0.00,372.17,422.06,367.23,0.00,136.02,239.65,0.00,10.68,118.94,8.55,169.73,147.28,10.27,476.45,195.01,85.34,0.30,1109.33,12.37
2171.00,0.00,385.24,418.71,378.28,0.00,172.69,247.43,0.00,10.68,107.12,8.55,34.18,147.28,10.27,37.54,160.17,57.56,0.30,532.93,0.18
2200.50,0.00,334.72,425.25,356.15,0.00,161.64,262.52,0.00,10.68,137.33,8.55,34.18,147.28,10.27,37.54,140.28,45.41,0.30,371.10,6.04
