Time,214-CO-J3,214-CO-F2,209-CO-H2,209-CO-F2,209-CO-C2,207-CO-H2,207-CO-F2,207-CO-C2,307-CO-H2,307-CO-F2,307-CO-C2,302-CO-H2,302-CO-F2,302-CO-C2,301-CO-H2,301-CO-F2,301-CO-C2,202-CO-J3,202-CO-F2,202-CO-C2
1009.5,0.0,2.6e-05,3e-05,0.000118,1e-06,0.00184,0.000175,3e-06,0.000273,7.8e-05,4e-06,0.00049,0.001633,4.7e-05,0.002201,0.000151,5e-05,0.0,0.001954,8.2e-05
1039.5,0.0,3.8e-05,2.2e-05,0.000109,1e-06,0.001431,0.000153,3e-06,0.000273,8.6e-05,3e-06,0.000514,0.00153,4.7e-05,0.002206,0.000154,5e-05,0.0,0.00199,8.3e-05
1068.5,0.0,2.8e-05,2.9e-05,0.000121,0.0,0.001028,0.000197,3e-06,0.000273,7.1e-05,3e-06,0.000514,0.001504,4e-05,0.002026,0.000107,4.8e-05,0.0,0.001983,8.1e-05
1098.5,0.0,2.6e-05,2.9e-05,0.000144,0.0,0.000771,0.000172,3e-06,0.000273,8.8e-05,6e-06,0.000527,0.001425,4.3e-05,0.001941,7e-05,4.8e-05,0.0,0.001942,7.9e-05
1129.5,0.0,5.2e-05,2.9e-05,0.000149,0.0,0.000624,0.000151,3e-06,0.000243,7.2e-05,5e-06,0.000512,0.001448,3.8e-05,0.001895,5.5e-05,4.8e-05,0.0,0.001857,7.6e-05
1159.5,0.0,4.7e-05,2.7e-05,0.000122,0.0,0.000432,0.00017,3e-06,0.000243,8.1e-05,3e-06,0.000476,0.001532,4.1e-05,0.001851,6.8e-05,4.8e-05,0.0,0.001763,7.5e-05
1189.5,0.0,4.7e-05,3.9e-05,0.000111,1e-06,0.000372,0.000195,3e-06,0.000243,5.3e-05,3e-06,0.000456,0.001574,5e-05,0.001872,7e-05,4.3e-05,0.0,0.001743,8.2e-05
1219.5,0.0,2.9e-05,4.1e-05,0.000105,0.0,0.000345,0.000154,3e-06,0.000242,4.6e-05,3e-06,0.000424,0.001632,4.9e-05,0.001915,9.4e-05,4.8e-05,0.0,0.001734,8.1e-05
1249.5,0.0,5.6e-05,2.7e-05,0.00013,1e-06,0.00029,0.00018,5e-06,0.000242,6.9e-05,3e-06,0.00043,0.001652,4.9e-05,0.001943,0.000107,5.1e-05,0.0,0.001807,8.2e-05
1279.5,0.0,3.1e-05,4.8e-05,0.000123,1e-06,0.000265,0.000189,5e-06,0.000242,6.9e-05,5e-06,0.000439,0.001607,5.1e-05,0.00185,0.000112,5.1e-05,0.0,0.001921,8.2e-05
1309.5,0.0,3.2e-05,5.7e-05,0.000142,1e-06,0.000186,0.000185,5e-06,0.000242,8.5e-05,5e-06,0.000514,0.001642,5.1e-05,0.001844,0.000136,4.8e-05,0.0,0.001937,8.3e-05
1339.5,0.0,2.7e-05,3.6e-05,0.000124,0.0,0.000164,0.000186,3e-06,0.000242,8.5e-05,1e-05,0.000501,0.001663,5.2e-05,0.001818,9.7e-05,4.8e-05,0.0,0.001923,8.6e-05
1369.5,0.0,2.4e-05,6.2e-05,0.000126,1e-06,0.000191,0.000176,3e-06,0.000242,6.8e-05,5e-06,0.000514,0.001671,4.7e-05,0.001783,0.000108,4.8e-05,0.0,0.001966,8.3e-05
1399.5,0.0,3.8e-05,2.2e-05,0.00014,1e-06,0.000146,0.00016,5e-06,0.000242,7e-05,4e-06,0.000548,0.001714,5.1e-05,0.0018,0.000159,4.8e-05,0.0,0.001952,8.3e-05
1429.5,0.0,3.7e-05,3.1e-05,0.00011,0.0,0.00017,0.000188,5e-06,0.000285,7.2e-05,5e-06,0.000505,0.001669,4.8e-05,0.001757,0.000108,4.3e-05,0.0,0.001996,8.3e-05
1459.5,0.0,4.5e-05,2.6e-05,8.9e-05,1e-06,0.0001,0.00018,5e-06,0.000304,7.9e-05,5e-06,0.000522,0.001655,4.5e-05,0.001713,9.4e-05,5.1e-05,0.0,0.001994,8.1e-05
1489.5,0.0,3.7e-05,2.8e-05,0.000102,1e-06,7.9e-05,0.00019,5e-06,0.000304,8.7e-05,7e-06,0.000522,0.001651,4.2e-05,0.00163,0.000125,4.8e-05,0.0,0.001978,7.7e-05
1519.5,0.0,4.4e-05,4e-06,9.4e-05,0.0,3.7e-05,0.000217,5e-06,0.000304,5.5e-05,7e-06,0.000506,0.001783,4.6e-05,0.001687,0.000138,5.1e-05,0.0,0.001963,8.5e-05
1549.5,0.0,3.2e-05,4e-05,0.000102,0.0,2.4e-05,0.000186,5e-06,0.000304,7.1e-05,5e-06,0.000506,0.001796,4.6e-05,0.001735,0.000148,5.4e-05,0.0,0.001986,8.9e-05
1579.5,0.0,3.7e-05,4e-05,7.9e-05,0.0,2.4e-05,0.000221,5e-06,0.000304,6.6e-05,8e-06,0.000493,0.001814,4.7e-05,0.00178,0.000212,5.7e-05,0.0,0.001822,9.5e-05
1609.5,0.0,5.9e-05,4e-05,8.3e-05,1e-06,2.3e-05,0.000194,5e-06,0.000304,7.7e-05,7e-06,0.000521,0.001882,4.7e-05,0.001728,0.000204,5.3e-05,0.0,0.001899,0.000103
1639.5,0.0,4.8e-05,4e-05,8.1e-05,1e-06,1.3e-05,0.00019,3e-06,0.000383,0.000251,3e-06,0.000556,0.00187,4.8e-05,0.001781,0.000191,5.7e-05,0.0,0.001975,0.000104
1669.5,0.0,5.2e-05,2.5e-05,8.7e-05,0.0,1.3e-05,0.000221,3e-06,0.000499,0.000462,7e-06,0.000579,0.001905,4.8e-05,0.001775,0.000219,5.7e-05,0.0,0.001975,0.000109
1699.5,0.0,4.2e-05,2.5e-05,9.7e-05,0.0,1.3e-05,0.000251,4e-06,0.000612,0.000595,7e-06,0.000592,0.001955,4.3e-05,0.001767,0.000159,5.7e-05,0.0,0.002061,0.000115
1728.5,0.0,4.3e-05,2.2e-05,0.000136,1e-06,1.3e-05,0.000207,4e-06,0.000612,0.000744,1.5e-05,0.000618,0.00192,5.6e-05,0.00184,0.000189,5.7e-05,0.0,0.002111,0.00012
1758.5,0.0,3.5e-05,2.2e-05,0.000122,0.0,1.3e-05,0.000218,3e-06,0.000691,0.000802,1.2e-05,0.000618,0.001946,6.3e-05,0.001827,0.000205,5.9e-05,0.0,0.002171,0.000131
1789.5,0.0,5.2e-05,2.1e-05,0.000131,0.0,1.3e-05,0.000242,3e-06,0.000735,0.000825,1.9e-05,0.000603,0.001959,7.1e-05,0.00186,0.000202,6.2e-05,0.0,0.002225,0.000133
1819.5,0.0,3.7e-05,3.9e-05,0.000113,1e-06,5.3e-05,0.000249,3e-06,0.000735,0.000855,1.5e-05,0.00064,0.001961,7.3e-05,0.001895,0.000229,7.2e-05,0.0,0.002194,0.000134
1849.5,0.0,4.4e-05,2.7e-05,0.000127,1e-06,5.3e-05,0.000259,3e-06,0.000735,0.000857,1e-05,0.000636,0.001947,7.2e-05,0.001881,0.000251,8e-05,0.0,0.002241,0.00012
1879.5,0.0,3.3e-05,2.1e-05,0.00013,0.0,5.3e-05,0.000244,3e-06,0.000735,0.000721,1.1e-05,0.000646,0.001812,6.2e-05,0.001838,0.000188,8.2e-05,0.0,0.002312,0.000105
1908.5,0.0,3.5e-05,3.8e-05,0.000146,0.0,5.3e-05,0.000233,3e-06,0.000735,0.000377,1.1e-05,0.000646,0.001744,5.4e-05,0.001752,0.000138,8e-05,0.0,0.002305,8.9e-05
1938.5,0.0,3.9e-05,4.9e-05,0.000146,0.0,5.3e-05,0.000225,3e-06,0.000571,8.1e-05,5e-06,0.000643,0.001682,5.3e-05,0.001672,9e-05,6.9e-05,0.0,0.002276,8.7e-05
1969.5,0.0,3.9e-05,5.2e-05,0.000144,0.0,2e-05,0.000189,3e-06,0.000411,0.000104,5e-06,0.000616,0.001655,4.4e-05,0.001613,6.9e-05,5.9e-05,0.0,0.002202,7.4e-05
1999.5,0.0,4.9e-05,4.2e-05,0.000152,1e-06,2e-05,0.000202,3e-06,0.000363,9.7e-05,5e-06,0.000581,0.001435,3.3e-05,0.001581,4.3e-05,5.7e-05,0.0,0.002047,6.3e-05
2029.0,0.0,2.2e-05,8.1e-05,0.000131,0.0,4.4e-05,0.000278,3e-06,0.00032,9.5e-05,5e-06,0.000568,0.001182,1.9e-05,0.001422,1.9e-05,5.3e-05,0.0,0.001963,4.5e-05
2059.0,0.0,2.8e-05,2.6e-05,0.000131,0.0,2.1e-05,0.000282,3e-06,0.00032,0.000103,5e-06,0.000511,0.000564,7e-06,0.001243,1.9e-05,3.8e-05,0.0,0.001839,2.3e-05
2089.5,0.0,3.4e-05,4.7e-05,0.000152,0.0,2.1e-05,0.000228,3e-06,0.00032,0.000109,7e-06,0.000516,0.000171,5e-06,0.001018,1.9e-05,2.7e-05,0.0,0.001719,1.6e-05
2119.5,0.0,6e-05,4.7e-05,0.000173,0.0,2.1e-05,0.000251,3e-06,0.000278,9.8e-05,4e-06,0.000427,7.7e-05,5e-06,0.000537,1.9e-05,1.9e-05,0.0,0.001368,1.6e-05
2149.5,0.0,3.7e-05,5.8e-05,0.00013,0.0,4e-05,0.000254,3e-06,0.000298,9.8e-05,7e-06,0.000323,7e-05,5e-06,0.000358,1.9e-05,9e-06,0.0,0.000499,1.5e-05
2179.5,0.0,3e-05,5e-05,0.000173,1e-06,1.5e-05,0.000263,3e-06,0.000298,9.5e-05,7e-06,0.000121,4e-05,5e-06,8.9e-05,1.9e-05,5e-06,0.0,0.000227,1.5e-05
