Time,TIWC202G,TIWC202F,TIWC202E,TIWC202D,TIWC202C,TIWC202B,TIWC202A,TIWC301G,TIWC301F,TIWC301E,TIWC301D,TIWC301C,TIWC301B,TIWC301A,TIWC302G,TIWC302F,TIWC302E,TIWC302D,TIWC302C,TIWC302B,TIWC302A,TIWC303G,TIWC303F,TIWC303E,TIWC303D,TIWC303C,TIWC303B,TIWC303A,TIWC304G,TIWC304F,TIWC304E,TIWC304D,TIWC304C,TIWC304B,TIWC304A,TIWC205G,TIWC205F,TIWC205E,TIWC205D,TIWC205C,TIWC205B,TIWC205A,TIWC305G,TIWC305F,TIWC305E,TIWC305D,TIWC305C,TIWC305B,TIWC305A,TIWC306G,TIWC306F,TIWC306E,TIWC306D,TIWC306C,TIWC306B,TIWC306A,TIWC307G,TIWC307F,TIWC307E,TIWC307D,TIWC307C,TIWC307B,TIWC307A,TIWC207G,TIWC207F,TIWC207E,TIWC207D,TIWC207C,TIWC207B,TIWC207A,TIWC208G,TIWC208F,TIWC208E,TIWC208D,TIWC208C,TIWC208B,TIWC208A,TIWC209G,TIWC209F,TIWC209E,TIWC209D,TIWC209C,TIWC209B,TIWC209A,TIWC211G,TIWC211F,TIWC211E,TIWC211D,TIWC211C,TIWC211B,TIWC211A,TIWC213G,TIWC213F,TIWC213E,TIWC213D,TIWC213C,TIWC213B,TIWC213A,TIWC214G,TIWC214F,TIWC214E,TIWC214D,TIWC214C,TIWC214B,TIWC214A
s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
0.00,13.72,13.87,14.10,13.90,14.61,13.67,13.59,14.05,13.82,13.97,13.74,13.62,13.41,12.94,14.02,14.53,14.99,14.68,14.73,14.23,13.51,36.62,29.79,16.94,16.26,14.71,14.17,13.63,102.53,83.91,31.94,21.88,21.12,18.83,14.85,145.59,91.06,48.70,43.79,42.58,52.18,18.57,60.58,43.14,33.33,17.07,17.08,17.02,17.59,46.62,38.72,25.11,14.58,14.68,15.04,15.15,14.71,14.99,14.78,14.71,14.78,14.94,15.19,14.91,14.53,14.23,14.25,14.30,14.33,14.54,15.22,15.16,14.33,14.76,14.76,14.66,14.39,13.82,14.05,14.50,14.50,14.66,14.50,14.12,13.97,13.25,12.83,12.56,12.87,12.60,12.60,13.62,13.44,13.57,13.49,13.36,13.44,14.20,13.59,13.29,13.01,12.93,13.39,13.26,13.17
12.50,13.72,13.87,14.10,13.90,14.61,13.67,13.59,14.05,13.82,13.97,13.74,13.62,13.41,12.94,17.44,17.76,16.56,14.68,14.73,14.23,13.51,93.87,79.86,20.22,19.29,17.67,16.52,13.63,212.71,193.46,93.56,36.66,34.57,27.04,17.83,388.04,304.92,157.33,107.41,91.69,105.30,30.28,155.77,127.55,99.54,21.09,21.66,21.85,22.23,125.93,100.26,64.93,16.73,16.83,16.43,17.27,39.25,42.11,34.58,19.94,14.78,14.94,15.19,14.91,14.53,14.23,14.25,14.30,14.33,14.54,15.22,15.16,14.33,14.76,14.76,14.66,14.39,13.82,14.05,14.50,14.50,14.66,14.50,14.12,13.97,13.25,12.83,12.56,12.87,12.60,12.60,13.62,13.44,13.57,13.49,13.36,13.44,14.20,13.59,13.29,13.01,12.93,13.39,13.26,13.17
39.50,13.72,13.87,14.10,13.90,14.61,13.67,13.59,14.05,13.82,13.97,13.74,13.62,13.41,12.94,27.63,22.61,16.56,14.68,14.73,14.23,13.51,129.30,120.01,29.78,24.89,20.95,16.52,15.04,267.37,251.50,152.72,53.72,47.10,32.60,20.79,595.19,465.75,262.68,183.90,152.31,174.65,46.39,239.79,196.31,176.68,27.61,28.31,29.43,30.01,186.34,158.87,111.68,20.60,19.23,18.07,19.43,77.50,82.82,67.95,41.71,17.24,16.46,16.67,34.78,33.52,29.87,22.40,14.30,14.33,14.54,15.22,15.16,14.33,14.76,14.76,14.66,14.39,13.82,14.05,14.50,14.50,14.66,14.50,14.12,13.97,13.25,12.83,12.56,12.87,12.60,12.60,13.62,13.44,13.57,13.49,13.36,13.44,14.20,13.59,13.29,13.01,12.93,13.39,13.26,13.17
69.50,13.72,13.87,14.10,13.90,14.61,13.67,13.59,14.05,13.82,13.97,13.74,13.62,13.41,12.94,35.86,22.93,16.56,14.68,14.73,14.23,13.51,133.11,111.44,41.88,24.89,20.95,16.52,15.04,288.26,270.66,147.99,64.04,41.80,32.60,20.79,660.75,518.84,309.05,225.97,203.33,237.82,64.34,275.15,230.02,198.26,39.93,36.68,37.25,37.52,201.98,176.44,124.40,24.77,22.16,19.49,20.88,100.50,106.99,90.35,59.23,17.24,16.46,16.67,60.70,59.65,48.73,39.21,19.65,15.75,14.54,15.22,15.16,14.33,14.76,14.76,14.66,14.39,13.82,14.05,14.50,14.50,14.66,14.50,14.12,13.97,13.25,12.83,12.56,12.87,12.60,12.60,13.62,13.44,13.57,13.49,13.36,13.44,14.20,13.59,13.29,13.01,12.93,13.39,13.26,13.17
99.50,13.72,13.87,14.10,13.90,14.61,13.67,13.59,14.05,13.82,13.97,13.74,13.62,13.41,12.94,32.96,22.93,16.56,14.68,14.73,14.23,13.51,142.25,110.30,40.42,25.20,20.95,16.52,15.04,331.76,303.18,156.77,62.00,32.63,31.17,20.79,722.00,589.76,364.00,269.79,250.14,294.62,84.60,297.07,256.63,224.97,58.20,48.32,47.05,45.32,217.55,194.52,123.29,36.24,26.01,20.93,22.40,112.58,118.28,99.80,63.51,19.39,17.88,18.08,76.17,76.01,63.41,53.23,25.50,17.15,16.03,29.88,24.92,26.34,22.81,19.89,14.66,14.39,13.82,14.05,14.50,14.50,14.66,14.50,14.12,13.97,13.25,12.83,12.56,12.87,12.60,12.60,13.62,13.44,13.57,13.49,13.36,13.44,14.20,13.59,13.29,13.01,12.93,13.39,13.26,13.17
129.50,13.72,13.87,14.10,13.90,14.61,13.67,13.59,14.05,13.82,13.97,13.74,13.62,13.41,12.94,28.46,21.22,16.56,14.68,14.73,14.23,13.51,153.26,110.33,36.19,22.12,19.53,16.52,15.04,339.96,320.58,179.38,51.78,28.77,29.00,20.79,765.11,732.94,572.70,435.78,367.03,354.62,106.73,355.46,308.79,281.27,85.48,71.89,67.93,62.61,260.89,237.33,143.67,55.05,32.69,23.93,25.44,133.98,137.74,113.40,74.16,23.59,19.30,19.50,89.00,88.78,74.17,60.98,35.83,21.13,16.03,46.68,36.04,39.29,32.55,28.41,17.81,15.88,13.82,14.05,14.50,14.50,14.66,14.50,14.12,13.97,13.25,12.83,12.56,12.87,12.60,12.60,13.62,13.44,13.57,13.49,13.36,13.44,14.20,13.59,13.29,13.01,12.93,13.39,13.26,13.17
159.50,13.72,13.87,14.10,13.90,14.61,13.67,13.59,14.05,13.82,13.97,13.74,13.62,13.41,12.94,21.35,18.02,15.14,14.68,14.73,14.23,13.51,125.35,85.61,27.53,18.92,18.09,15.93,15.04,296.61,237.54,136.10,39.12,24.98,25.89,20.79,666.28,604.97,521.34,477.68,455.46,459.11,132.34,470.69,426.96,388.76,139.20,98.68,95.69,83.38,336.84,307.70,214.58,90.49,50.25,30.94,31.71,174.26,178.72,146.78,104.95,33.28,22.41,21.70,115.75,112.14,93.99,75.95,53.38,28.85,17.45,60.77,43.11,45.59,38.14,33.95,21.40,17.36,22.67,21.17,20.04,19.01,16.31,14.50,14.12,13.97,13.25,12.83,12.56,12.87,12.60,12.60,13.62,13.44,13.57,13.49,13.36,13.44,14.20,13.59,13.29,13.01,12.93,13.39,13.26,13.17
189.50,13.72,13.87,14.10,13.90,14.61,13.67,13.59,14.05,13.82,13.97,13.74,13.62,13.41,12.94,15.57,15.01,15.14,14.68,14.73,14.23,13.51,58.26,39.26,18.47,16.54,16.70,15.93,15.04,149.61,96.98,61.45,26.79,21.32,22.95,20.79,479.29,403.26,355.95,336.15,399.93,485.36,272.35,499.19,447.39,407.68,182.58,124.76,91.15,77.42,325.95,304.40,235.91,131.84,70.63,40.25,36.40,194.98,191.10,156.93,112.75,43.35,28.79,24.79,130.01,124.36,104.97,86.50,65.06,34.57,18.86,72.70,48.85,49.44,41.22,35.50,19.33,17.36,32.76,31.27,28.93,25.03,20.72,16.05,14.12,13.97,13.25,12.83,12.56,12.87,12.60,12.60,13.62,13.44,13.57,13.49,13.36,13.44,14.20,13.59,13.29,13.01,12.93,13.39,13.26,13.17
219.50,13.72,13.87,14.10,13.90,14.61,13.67,13.59,14.05,13.82,13.97,13.74,13.62,13.41,12.94,15.57,15.01,15.14,14.68,14.73,14.23,13.51,28.26,21.52,18.47,16.54,16.70,15.93,15.04,77.34,48.23,34.65,26.79,21.32,22.95,20.79,397.53,314.78,291.06,313.13,393.99,488.05,365.92,466.95,405.33,375.76,184.01,125.60,91.25,69.27,299.06,282.80,229.42,147.46,78.21,43.67,34.84,182.33,175.24,139.25,103.28,48.50,34.61,26.98,122.32,117.26,98.36,79.94,62.21,33.95,18.86,69.45,47.23,48.51,41.22,35.50,19.33,17.36,35.34,31.27,33.43,29.69,24.66,16.05,15.53,13.97,13.25,12.83,12.56,12.87,12.60,12.60,13.62,13.44,13.57,13.49,13.36,13.44,14.20,13.59,13.29,13.01,12.93,13.39,13.26,13.17
