Time,Loop 214,Loop 209,Loop 208,Loop 207,Loop 307,Loop 305,Loop 304,Loop 302,Loop 301,Loop 202
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.00,23.68,14.18,13.26,13.48,16.06,24.95,14.15,-8.48,14.72,18.29
13.00,25.20,16.11,14.07,13.93,19.93,36.47,11.58,-9.19,13.91,16.22
40.50,24.70,15.65,13.83,16.13,21.12,39.18,10.07,-9.11,14.25,16.50
70.50,23.84,15.09,12.83,17.07,20.95,41.51,9.74,-8.44,15.82,17.79
100.50,25.84,15.56,14.53,18.28,21.58,47.23,11.34,-6.46,17.70,20.38
130.50,16.54,18.59,15.00,23.83,26.67,59.74,16.23,8.82,29.44,44.18
160.50,-84.25,-21.64,5.98,35.71,42.33,133.07,78.40,94.52,99.74,148.02
188.50,-127.82,-64.64,-18.78,23.38,34.87,133.20,76.77,94.18,103.45,148.90
218.00,-135.60,-84.07,-27.11,10.55,21.39,116.40,65.12,81.58,92.66,139.22
250.00,-140.05,-90.06,-32.79,0.43,14.87,107.45,58.64,75.57,88.34,131.49
280.50,-142.93,-91.96,-34.96,-2.97,7.76,106.05,55.28,70.30,84.11,128.56
310.50,-144.82,-91.90,-38.71,-1.42,6.23,102.02,52.85,69.53,83.88,125.93
340.50,-143.78,-91.14,-38.73,-1.86,6.99,101.80,52.83,70.40,80.93,124.02
370.50,-140.72,-90.51,-35.32,-1.90,5.98,101.75,51.63,67.71,82.38,123.60
400.50,-136.91,-90.72,-33.56,-2.59,6.34,105.50,53.39,68.01,80.44,126.02
430.50,-141.07,-88.35,-33.81,-2.62,5.92,102.60,51.12,68.33,82.99,124.63
459.50,-145.16,-90.12,-35.99,-3.09,5.34,103.68,50.67,67.24,83.02,125.01
489.50,-142.24,-90.53,-36.37,-3.00,5.81,99.85,50.15,67.03,80.79,123.55
520.50,-143.25,-90.90,-36.18,-4.43,3.76,100.71,49.77,65.54,80.38,125.39
550.50,-142.20,-92.60,-37.64,-5.35,2.90,97.66,48.43,64.24,78.70,127.24
580.50,-145.02,-93.45,-39.03,-6.98,2.51,96.24,46.88,63.82,77.50,126.15
610.50,-147.90,-95.83,-40.97,-8.99,1.57,94.87,46.10,60.33,75.38,126.50
640.50,-147.04,-97.52,-44.37,-10.14,2.75,92.06,44.19,58.21,73.17,123.71
670.50,-144.35,-98.69,-43.92,-11.92,0.62,90.37,43.27,58.53,73.66,124.61
700.50,-142.47,-97.76,-42.47,-11.75,0.38,92.39,43.21,59.08,72.44,126.58
730.50,-148.26,-95.57,-39.74,-6.39,2.86,100.38,48.08,64.53,76.34,134.43
759.50,-145.92,-90.30,-32.92,0.04,10.23,110.25,54.12,72.71,87.85,143.48
