Time,202-T-A2,202-T-B2,202-T-C2,202-T-D2,202-T-E2,202-T-F2,202-T-G2,301-T-A2,301-T-B2,301-T-C2,301-T-D2,301-T-E2,301-T-F2,301-T-G2,301-T-H2,302-T-A2,302-T-B2,302-T-C2,302-T-D2,302-T-E2,302-T-F2,302-T-G2,302-T-H2,303-T-A2,303-T-B2,303-T-C2,303-T-D2,303-T-E2,303-T-F2,303-T-G2,303-T-H2,304-T-A2,304-T-B2,304-T-C2,304-T-D2,304-T-E2,304-T-F2,304-T-G2,304-T-H2,205-T-A2,205-T-B2,205-T-C2,205-T-D2,205-T-E2,205-T-F2,205-T-G2,205-T-H2,305-T-A2,305-T-B2,305-T-C2,305-T-D2,305-T-E2,305-T-F2,305-T-G2,305-T-H2,306-T-A2,306-T-B2,306-T-C2,306-T-D2,306-T-E2,306-T-F2,306-T-G2,306-T-H2,307-T-A2,307-T-B2,307-T-C2,307-T-D2,307-T-E2,307-T-F2,307-T-G2,307-T-H2,207-T-A2,207-T-B2,207-T-C2,207-T-D2,207-T-E2,207-T-F2,207-T-G2,207-T-H2,208-T-A2,208-T-B2,208-T-C2,208-T-D2,208-T-E2,208-T-F2,208-T-G2,208-T-H2,209-T-A2,209-T-B2,209-T-C2,209-T-D2,209-T-E2,209-T-F2,209-T-G2,209-T-H2,211-T-A2,211-T-B2,211-T-C2,211-T-D2,211-T-E2,211-T-F2,211-T-G2,211-T-H2,213-T-A2,213-T-B2,213-T-C2,213-T-D2,213-T-E2,213-T-F2,213-T-G2,213-T-H2,214-T-A2,214-T-B2,214-T-C2,214-T-D2,214-T-E2,214-T-F2,214-T-G2
1036.5,116,155,174,207,219,210,191,115,148,196,258,262,294,302,310,107,141,198,281,321,345,353,357,121,164,242,323,370,398,418,425,96,146,230,340,380,418,451,490,286,521,517,314,149,155,231,274,35,28,35,28,33,71,116,182,14,14,13,13,16,20,48,98,13,13,12,13,12,12,25,12,12,12,12,12,11,12,12,12,11,11,11,11,10,11,11,12,10,10,11,10,10,10,9,10,8,7,8,7,8,9,9,10,8,8,7,8,9,8,8,7,7,7,7,7,6,8,7
1066.5,120,156,178,210,224,216,195,120,154,190,251,256,285,292,300,110,139,187,269,305,326,332,335,121,162,226,280,320,348,363,376,98,151,220,305,339,383,403,422,285,533,518,317,152,144,194,242,33,28,33,28,31,74,108,103,14,14,13,13,14,16,27,45,13,13,12,13,12,12,24,12,12,12,11,12,11,12,12,12,10,11,11,11,10,10,11,12,10,10,11,10,10,10,9,10,8,7,8,7,8,9,9,10,8,8,7,8,9,8,8,7,7,7,7,7,6,8,7
1096.5,122,155,174,203,216,214,193,125,156,185,235,241,269,273,279,112,136,181,248,283,300,307,309,114,150,205,256,298,323,344,353,89,142,216,303,335,381,400,409,284,535,518,313,151,136,171,218,35,28,33,28,30,77,99,55,14,14,13,13,13,13,15,18,12,12,12,11,12,12,24,10,11,12,11,12,11,12,12,12,10,11,11,11,10,10,11,12,10,10,11,10,10,10,9,10,8,7,8,7,8,9,9,10,8,8,7,8,9,8,8,7,7,7,7,7,6,8,7
1126.5,122,152,169,195,208,205,188,126,153,181,232,236,264,272,278,115,137,182,249,281,298,305,310,116,152,208,258,298,319,341,351,93,152,221,308,344,384,402,419,291,550,532,324,153,134,164,213,34,30,35,28,30,80,98,36,14,14,13,13,13,13,15,13,12,12,12,11,12,12,24,10,11,12,11,12,11,12,12,12,10,11,11,11,10,10,11,12,10,10,11,10,10,10,9,10,8,7,8,7,8,9,9,10,8,8,7,8,9,8,8,7,7,7,7,7,6,8,7
1156.5,122,151,168,194,206,203,188,128,156,184,235,239,266,272,277,119,138,185,253,282,299,306,307,119,159,211,259,295,320,345,355,93,150,218,305,346,393,411,420,292,553,552,336,157,134,165,212,34,30,35,29,30,80,95,34,14,14,13,13,13,13,15,13,12,12,12,11,12,12,24,10,11,12,11,12,11,12,12,12,10,11,11,11,10,10,11,12,10,10,11,10,10,10,9,10,8,7,8,7,8,9,9,10,8,8,7,8,9,8,8,7,7,7,7,7,6,8,7
1186.5,122,152,170,195,209,207,188,127,153,180,234,242,271,277,282,112,134,175,246,285,306,312,318,114,150,207,258,301,334,350,359,94,145,210,296,326,380,403,419,292,551,522,332,156,131,165,210,34,30,35,29,31,80,93,30,14,14,13,13,13,13,15,13,12,12,12,11,12,12,23,10,11,12,11,12,11,12,12,12,10,11,11,11,10,10,11,12,10,10,11,10,10,10,9,10,8,7,8,7,8,9,9,10,8,8,7,8,9,8,8,7,7,7,7,7,6,8,7
1216.5,122,150,169,195,210,209,190,127,152,175,226,234,260,267,270,109,133,176,235,268,284,293,296,109,137,185,223,265,296,323,339,87,136,194,277,315,362,379,393,289,543,524,323,153,132,153,193,37,30,35,28,30,79,89,25,14,14,13,13,13,13,15,13,12,12,12,11,12,12,23,10,11,12,11,12,11,12,12,12,10,11,11,11,10,10,11,12,9,10,11,10,9,10,9,10,8,7,8,7,8,9,9,10,8,8,7,8,9,8,8,7,7,7,7,7,6,8,7
1246.5,120,145,163,186,198,199,186,121,144,168,214,224,247,255,259,111,134,173,228,258,272,281,286,109,137,177,219,258,282,305,319,89,130,194,272,306,354,376,382,286,531,524,328,148,126,143,180,37,30,35,28,30,77,86,23,14,14,13,13,13,13,15,13,12,12,12,11,12,12,23,10,11,12,11,12,11,12,12,12,10,11,11,11,10,10,11,12,9,10,11,10,9,10,9,10,8,7,8,7,8,9,9,10,8,8,7,8,9,8,8,7,7,7,7,7,6,8,7
1276.5,116,140,159,183,195,197,182,120,142,168,218,225,251,258,263,105,131,172,229,260,278,287,294,105,133,175,220,260,286,316,330,85,132,191,279,308,358,384,400,288,540,534,330,150,125,141,172,37,30,35,28,30,77,83,23,14,14,13,13,13,13,12,13,12,12,12,11,12,12,23,10,11,12,11,12,11,12,12,12,10,11,11,11,10,10,11,12,9,10,11,10,9,10,9,10,8,7,8,7,8,9,9,10,8,8,7,8,9,8,8,7,7,7,7,7,6,8,7
1306.5,116,139,158,185,197,195,182,118,141,168,217,223,247,255,260,106,131,176,227,257,275,285,289,107,132,173,215,254,284,310,321,86,134,197,279,303,354,376,395,289,550,532,326,149,125,140,167,37,30,35,28,30,77,81,24,14,14,13,13,13,13,12,13,12,12,12,11,12,12,21,10,11,12,11,12,11,12,12,12,10,11,11,11,10,10,11,12,9,10,11,10,9,10,9,10,8,7,8,7,8,9,9,10,8,8,7,8,9,8,8,7,7,7,7,7,6,8,7
1336.5,116,140,158,185,197,196,182,120,146,171,220,226,249,255,258,111,135,187,236,261,277,284,288,111,141,179,219,257,283,308,321,86,138,201,284,315,361,378,392,292,554,550,340,154,127,141,169,37,30,35,28,30,77,79,24,14,14,13,13,13,13,12,13,12,12,12,11,12,12,21,10,11,12,11,12,11,12,12,12,10,11,11,11,10,10,11,12,9,10,11,10,9,10,9,10,8,7,8,7,8,9,9,10,8,8,7,8,9,8,8,7,7,7,7,7,6,8,7
1366.5,117,141,160,185,199,198,183,122,146,172,220,228,253,260,266,107,132,175,232,262,279,287,292,106,136,174,217,262,289,317,333,85,137,192,285,316,362,385,408,291,559,536,335,154,129,146,170,35,30,35,28,30,77,77,22,14,14,13,13,13,13,12,13,12,12,12,11,12,12,21,10,11,12,11,12,11,12,12,12,10,11,11,11,10,10,11,12,9,10,11,10,9,10,9,10,8,7,8,7,8,9,9,10,8,8,7,8,9,8,8,7,7,7,7,7,6,8,7
1396.5,114,136,153,176,191,195,185,121,142,166,216,225,250,257,261,104,131,174,230,261,278,285,293,104,133,178,219,259,286,314,326,90,131,190,274,300,351,373,393,291,558,531,328,153,133,144,166,35,30,35,28,30,76,76,22,14,14,13,13,13,13,12,13,12,12,12,11,12,12,21,10,11,12,11,12,11,11,12,12,10,11,11,11,10,10,11,12,9,10,11,10,9,10,9,10,8,7,8,7,8,9,9,10,8,8,7,8,9,8,8,7,7,7,7,7,6,8,7
1426.5,109,136,146,169,183,191,187,117,137,160,209,216,241,244,250,108,133,176,222,249,262,272,273,104,123,162,201,240,265,288,306,90,136,193,267,282,325,338,354,290,550,526,317,149,126,140,158,36,30,33,28,28,74,73,21,14,14,13,13,13,13,12,12,12,12,12,11,12,12,20,10,11,12,11,12,11,11,12,12,10,11,11,11,10,10,11,10,9,10,9,10,9,10,9,10,8,7,8,7,8,9,9,10,8,8,7,8,9,8,8,7,7,7,7,7,6,8,7
