Time,Loop 214,Loop 209,Loop 208,Loop 207,Loop 307,Loop 305,Loop 304,Loop 302,Loop 301,Loop 202
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.00,-44.27,-51.27,-44.01,-37.88,-32.36,-35.19,-40.40,-43.75,-43.35,-52.23
8.00,-29.88,-42.07,-36.92,-29.76,-22.39,-25.42,-37.81,-38.90,-36.34,-43.63
30.50,-23.86,-33.42,-29.46,-22.46,-21.42,-17.16,-40.61,-33.01,-26.76,-36.20
60.50,-26.52,-34.42,-30.57,-22.92,-26.03,-18.46,-46.09,-36.74,-28.76,-39.07
90.50,-22.56,-27.08,-22.15,-19.27,-15.35,-5.09,-37.45,-24.24,-16.54,-24.61
120.50,-14.49,-21.02,-17.37,-18.94,-12.99,3.43,-25.02,-14.73,-7.73,-14.89
150.50,53.18,22.98,0.37,-27.67,-20.33,-21.34,-66.30,-74.32,-63.48,-91.25
180.50,91.76,41.81,14.76,-17.09,-26.97,-38.70,-84.34,-84.18,-70.32,-100.21
210.50,157.05,67.11,37.04,9.96,9.93,-21.08,-63.59,-52.65,-42.62,-106.27
240.50,168.74,207.44,124.79,66.60,16.87,10.37,-185.19,-87.71,-45.65,-77.68
269.00,134.51,90.80,62.05,29.54,22.72,26.71,-53.21,-14.61,-14.56,-35.75
299.00,133.36,91.18,59.79,32.92,24.78,32.45,-33.20,-12.69,-12.75,-35.32
330.50,133.18,90.77,57.32,32.87,23.30,24.52,-33.41,-17.69,-14.43,-38.35
360.50,134.81,89.05,61.06,31.66,24.96,23.70,-32.25,-17.71,-17.04,-42.78
390.50,131.73,92.13,60.87,29.16,23.12,21.29,-33.55,-20.10,-18.74,-47.85
420.50,131.66,91.63,62.89,32.47,21.27,15.10,-33.85,-19.71,-17.19,-47.37
450.50,140.47,97.94,70.04,40.04,31.44,35.96,-33.24,-10.77,-9.65,-38.21
480.00,142.72,99.59,71.77,44.59,31.77,35.09,-31.32,-9.48,-8.93,-35.37
510.00,138.73,95.00,67.66,42.09,31.23,33.39,-28.62,-12.31,-11.94,-39.25
540.00,132.50,90.05,61.59,34.35,27.03,25.95,-31.51,-19.27,-19.16,-48.64
570.00,135.44,91.30,65.74,35.78,25.46,25.77,-32.60,-17.11,-15.65,-45.15
600.50,131.31,89.75,63.84,34.77,23.15,19.24,-34.58,-21.66,-17.80,-49.01
630.50,137.54,97.98,70.91,40.94,25.64,21.93,-34.21,-16.32,-14.50,-45.34
