Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207F2,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2
s,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
0.00,22.28,0.30,0.30,58.66,0.45,0.30,31.13,3.08,287.78,0.30,24.41,50.35,358.64,20.81,0.30,0.30,25.51,153.51,121.56,13.59
13.00,22.28,0.30,0.30,49.65,0.30,0.30,31.13,3.08,287.78,0.30,33.26,27.42,382.09,14.95,0.30,0.30,25.51,176.24,108.47,18.01
40.50,22.28,0.30,0.30,62.36,0.25,0.30,25.63,3.08,287.78,0.30,29.24,32.65,367.00,18.82,0.30,0.30,26.37,124.76,122.90,12.45
70.50,22.28,0.30,0.30,52.51,0.13,0.30,25.63,4.43,287.78,0.30,29.24,21.79,364.28,17.15,0.30,0.30,26.37,131.87,113.15,13.93
100.50,22.28,0.30,0.30,58.87,0.31,0.30,12.05,4.52,287.78,0.30,29.24,54.32,378.67,20.69,0.30,0.30,27.41,116.09,119.63,9.34
130.50,22.28,0.30,0.30,50.30,0.13,0.30,12.05,2.96,351.87,864.13,30.27,54.32,371.10,16.85,0.30,0.30,27.41,104.80,133.16,15.08
160.50,22.28,0.30,0.30,54.15,0.16,0.30,12.82,31.80,524.30,1530.28,34.00,54.32,360.95,18.01,0.30,0.30,24.99,144.76,90.03,8.36
190.50,22.28,0.30,0.30,41.45,0.03,58.59,12.82,110.10,916.93,1754.66,34.18,54.32,345.62,15.38,27.31,0.30,24.19,140.82,105.78,10.84
220.50,22.28,0.30,0.30,531.60,80.37,774.39,12.82,120.18,1569.38,1892.29,37.11,48.89,351.59,12.88,27.31,25.02,22.52,36.11,93.15,13.24
250.50,27.01,0.30,0.30,1257.04,164.18,2252.86,0.30,148.58,2334.66,1998.52,41.79,90.18,336.86,20.81,0.30,0.30,26.43,122.24,99.12,11.41
280.50,544.56,0.30,1158.42,1294.71,169.01,3071.42,894.18,177.84,2539.68,1826.50,49.77,24.92,328.78,20.81,0.30,25.33,26.43,62.26,91.42,8.18
310.50,1922.70,0.30,3072.20,1098.95,113.11,4258.42,2194.50,168.67,1166.45,1756.15,68.12,27.16,381.26,15.08,0.30,25.33,26.46,125.12,65.49,7.32
340.50,2918.15,365.67,1630.63,964.18,73.06,3267.85,2638.23,118.90,790.42,1788.15,55.24,35.83,356.76,20.81,0.30,25.33,27.37,104.68,93.69,12.27
369.50,2348.97,949.15,1501.60,853.20,52.85,1917.19,2871.77,80.61,790.42,1641.26,62.44,16.78,332.07,17.88,0.30,25.33,26.73,116.68,80.75,12.88
399.00,2098.15,1072.63,1474.33,784.69,35.47,1897.18,2882.04,64.25,769.66,1538.16,58.13,28.23,352.92,17.40,0.30,25.33,23.87,91.40,94.50,10.54
430.00,1982.62,966.18,1449.66,715.65,21.80,1877.71,2751.81,53.83,777.29,1549.64,57.23,33.87,348.41,17.40,0.30,25.33,24.48,132.14,89.32,8.24
460.50,1914.70,792.68,1463.14,676.16,15.66,1858.85,2584.79,49.01,984.99,1571.37,53.65,20.45,353.16,17.40,0.30,25.33,27.53,80.17,63.78,9.52
490.50,1882.31,168.76,1763.24,642.56,13.69,2073.09,2540.32,49.66,813.31,3034.07,56.67,36.54,360.61,17.64,0.30,25.33,23.78,167.95,75.11,9.28
519.00,1910.84,168.76,543.83,592.24,13.57,1326.26,2459.50,91.10,425.12,428.78,61.57,29.53,402.13,17.64,0.30,25.33,24.19,232.24,90.90,8.24
549.00,1286.00,168.76,148.13,567.09,14.91,83.52,2446.89,36.93,374.46,60.73,29.71,30.82,364.21,17.88,0.30,25.33,22.61,158.56,75.29,12.56
580.00,828.69,168.76,148.13,431.14,13.51,83.52,2487.86,10.93,374.46,60.73,28.16,33.63,355.13,17.88,0.30,25.33,22.52,113.90,87.18,8.24
610.00,534.45,168.76,148.13,232.33,6.71,83.52,2485.56,5.07,334.17,60.73,29.29,33.63,349.61,17.88,40.59,25.33,22.93,150.96,75.23,6.21
640.50,371.73,168.76,148.13,153.09,3.69,83.52,2500.92,5.29,334.17,60.73,28.31,54.32,383.28,17.88,0.30,25.33,25.45,123.37,90.90,9.49
670.50,241.54,168.76,148.13,78.89,0.66,83.52,490.14,5.29,293.89,60.73,30.30,26.45,378.17,17.88,0.30,25.33,22.85,119.89,74.50,7.81
700.50,162.16,168.76,148.13,86.08,0.60,83.52,95.07,5.29,319.52,60.73,27.07,38.50,359.60,17.88,0.30,25.33,25.17,104.84,58.46,10.56
730.50,90.14,168.76,148.13,40.11,0.10,83.52,50.90,7.08,310.52,60.73,29.11,39.57,376.80,17.88,0.30,25.33,23.42,148.01,86.47,8.61
760.50,52.01,168.76,148.13,60.60,0.22,83.52,22.03,6.71,286.56,60.73,29.11,39.57,381.83,17.88,0.30,25.33,29.36,168.41,76.46,7.06
