Time,TIWC202G,TIWC202F,TIWC202E,TIWC202D,TIWC202C,TIWC202B,TIWC202A,TINC301H,TINC301G,TINC301F,TINC301E,TINC301D,TINC301C,TINC301B,TINC301A,TINC302H,TINC302G,TINC302F,TINC302E,TINC302D,TINC302C,TINC302B,TINC302A,TINC303H,TINC303G,TINC303F,TINC303E,TINC303D,TINC303C,TINC303B,TINC303A,TINC304H,TINC304G,TINC304F,TINC304E,TINC304D,TINC304C,TINC304B,TINC304A,TINC205H,TINC205G,TINC205F,TINC205E,TINC205D,TINC205C,TINC205B,TINC205A,TINC305H,TINC305G,TINC305F,TINC305E,TINC305D,TINC305C,TINC305B,TINC305A,TINC306H,TINC306G,TINC306F,TINC306E,TINC306D,TINC306C,TINC306B,TINC306A,TINC307H,TINC307G,TINC307F,TINC307E,TINC307D,TINC307C,TINC307B,TINC307A,TINC207H,TINC207G,TINC207F,TINC207E,TINC207D,TINC207C,TINC207B,TINC207A,TINC208H,TINC208G,TINC208F,TINC208E,TINC208D,TINC208C,TINC208B,TINC208A,TINC209H,TINC209G,TINC209F,TINC209E,TINC209D,TINC209C,TINC209B,TINC209A,TINC211H,TINC211G,TINC211F,TINC211E,TINC211D,TINC211C,TINC211B,TINC211A,TINC213H,TINC213G,TINC213F,TINC213E,TINC213D,TINC213C,TINC213B,TINC213A,TIWC214G,TIWC214F,TIWC214E,TIWC214D,TIWC214C,TIWC214B,TIWC214A
s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
0.00,10.27,10.95,11.00,10.72,11.31,10.16,9.71,11.00,10.72,10.54,10.60,10.77,10.52,10.14,9.74,13.90,12.98,11.51,11.89,11.36,11.43,10.95,10.66,20.24,19.19,18.26,15.90,14.67,12.98,10.95,11.08,30.65,24.07,20.10,17.50,19.28,15.81,12.85,10.43,13.61,14.86,14.78,14.94,14.08,14.02,16.38,10.54,12.26,11.97,11.64,11.61,11.43,11.18,11.20,11.31,11.61,11.71,11.71,11.31,11.05,11.26,11.28,11.34,11.80,12.12,12.02,11.53,11.38,11.33,11.41,11.61,12.91,12.55,11.79,11.13,10.95,10.87,10.80,11.19,13.48,12.75,12.04,11.10,11.33,11.05,11.10,10.62,12.52,11.38,11.18,11.53,11.00,10.87,10.72,10.51,14.01,12.98,11.94,10.95,10.21,9.86,9.53,9.63,13.32,12.58,11.94,10.98,9.94,9.36,9.05,9.78,9.68,9.71,9.71,9.50,9.38,9.15,9.33
6.50,10.27,10.95,11.00,10.72,11.31,10.16,9.71,14.95,12.35,12.02,10.60,10.77,10.52,10.14,9.74,28.80,25.40,20.98,17.24,14.47,11.43,10.95,10.66,61.66,53.66,41.04,30.07,24.15,16.27,12.78,11.08,105.44,70.11,55.36,312.67,29.60,18.25,16.03,13.57,39.70,46.67,38.47,26.22,24.80,25.07,30.14,13.10,62.07,48.52,27.15,16.15,12.80,12.60,11.20,11.31,41.52,36.89,14.85,11.31,11.05,11.26,11.28,11.34,11.80,12.12,12.02,11.53,11.38,11.33,11.41,11.61,12.91,12.55,11.79,11.13,10.95,10.87,10.80,11.19,13.48,12.75,12.04,11.10,11.33,11.05,11.10,10.62,12.52,11.38,11.18,11.53,11.00,10.87,10.72,10.51,14.01,12.98,11.94,10.95,10.21,9.86,9.53,9.63,13.32,12.58,11.94,10.98,9.94,9.36,9.05,9.78,9.68,9.71,9.71,9.50,9.38,9.15,9.33
27.50,10.27,10.95,11.00,10.72,11.31,10.16,9.71,48.26,37.03,23.42,16.43,13.94,10.52,10.14,9.74,96.42,84.07,65.18,38.14,19.29,13.59,12.35,10.66,163.03,148.60,119.46,69.17,33.18,19.91,15.11,13.38,228.69,160.23,120.98,528.25,49.17,28.15,22.59,18.90,111.46,134.81,107.90,57.07,45.51,43.14,54.72,19.41,171.92,139.29,82.72,31.41,14.92,14.89,13.43,12.83,126.42,114.44,55.33,15.83,12.65,11.26,11.28,11.34,87.62,45.91,43.77,23.02,12.80,11.33,11.41,11.61,12.91,12.55,11.79,11.13,10.95,10.87,10.80,11.19,13.48,12.75,12.04,11.10,11.33,11.05,11.10,10.62,12.52,11.38,11.18,11.53,11.00,10.87,10.72,10.51,14.01,12.98,11.94,10.95,10.21,9.86,9.53,9.63,13.32,12.58,11.94,10.98,9.94,9.36,9.05,9.78,9.68,9.71,9.71,9.50,9.38,9.15,9.33
57.50,10.27,10.95,11.00,10.72,11.31,10.16,9.71,92.01,79.22,47.79,22.71,18.67,12.07,11.59,9.74,136.34,125.04,100.98,57.86,24.89,16.61,12.35,12.11,195.53,188.91,166.18,112.51,49.05,23.95,19.22,16.62,257.97,213.65,161.34,550.50,76.19,39.93,29.74,23.96,189.69,216.48,169.62,89.75,62.58,57.85,75.41,26.22,230.37,195.53,130.30,46.23,18.37,14.89,13.43,14.39,186.84,180.48,111.50,22.88,14.10,12.73,11.28,11.34,141.49,81.95,88.06,45.73,15.61,11.33,11.41,11.61,81.55,56.08,43.35,26.58,12.93,10.87,10.80,11.19,13.48,12.75,12.04,11.10,11.33,11.05,11.10,10.62,12.52,11.38,11.18,11.53,11.00,10.87,10.72,10.51,14.01,12.98,11.94,10.95,10.21,9.86,9.53,9.63,13.32,12.58,11.94,10.98,9.94,9.36,9.05,9.78,9.68,9.71,9.71,9.50,9.38,7.77,7.37
87.50,13.21,13.83,14.22,12.96,12.63,10.16,9.71,100.50,91.50,61.81,26.65,22.56,13.59,11.59,11.19,143.87,133.64,114.84,72.04,29.85,19.79,13.79,13.59,215.02,205.37,186.14,137.96,67.60,30.45,24.13,16.62,274.19,238.60,189.91,572.27,94.27,44.67,35.32,27.13,245.06,269.72,220.75,122.86,77.98,66.86,88.29,32.37,258.04,224.70,155.78,74.84,24.25,17.05,15.55,15.80,210.54,206.19,141.77,45.14,17.00,12.73,12.68,12.79,167.85,100.72,115.06,67.32,19.90,11.33,12.85,11.61,122.89,97.90,78.34,43.71,15.26,10.87,10.80,11.19,55.24,41.44,36.87,19.15,13.62,11.05,11.10,10.62,12.52,11.38,11.18,11.53,11.00,10.87,10.72,10.51,14.01,12.98,11.94,10.95,10.21,9.86,9.53,9.63,13.32,12.58,11.94,10.98,9.94,9.36,9.05,9.78,9.68,9.71,9.71,9.50,9.38,7.77,7.37
117.50,13.21,13.83,14.50,12.96,12.63,10.16,9.71,95.80,87.58,66.85,31.04,26.17,13.59,11.59,11.19,139.78,129.82,112.11,79.08,34.57,22.96,15.22,13.59,218.10,213.83,190.32,141.37,74.61,33.95,24.13,16.62,282.35,245.85,204.61,574.99,98.65,49.55,40.70,29.62,290.79,324.61,264.42,160.24,96.78,74.82,102.01,38.36,284.94,246.59,171.48,124.33,30.91,18.45,17.04,15.80,225.91,218.99,162.60,79.03,20.81,14.15,12.68,12.79,180.16,110.50,130.44,74.43,22.97,12.73,12.85,11.61,137.53,117.11,92.01,55.29,18.46,10.87,10.80,11.19,85.02,69.40,54.00,32.46,23.15,12.75,11.10,10.62,17.63,11.38,11.18,11.53,11.00,10.87,10.72,10.51,14.01,12.98,11.94,10.95,10.21,9.86,9.53,9.63,13.32,12.58,11.94,10.98,9.94,9.36,9.05,9.78,9.68,9.71,9.71,9.50,9.38,7.77,7.37
146.50,13.34,13.87,13.08,12.32,12.63,10.16,9.71,87.58,80.34,63.46,30.60,26.17,13.59,11.59,11.19,131.84,122.88,103.57,77.94,36.34,25.09,15.22,13.59,223.20,213.88,178.68,130.05,73.61,33.95,24.13,16.18,301.56,268.79,216.29,559.11,95.47,49.55,38.16,31.08,335.54,367.50,293.80,186.13,113.73,86.06,116.57,46.20,302.72,266.82,190.14,152.11,32.73,19.96,18.60,17.37,239.63,230.72,172.84,99.03,20.81,15.55,14.12,12.79,192.94,119.38,144.15,83.78,24.71,14.12,12.85,13.06,153.09,133.18,107.29,66.28,24.90,12.40,12.22,11.19,99.18,85.63,62.25,41.39,31.08,14.30,11.10,10.62,52.51,44.54,33.66,29.83,20.16,12.22,10.72,10.51,14.01,12.98,11.94,10.95,10.21,9.86,9.53,9.63,13.32,12.58,11.94,10.98,9.94,9.36,9.05,9.78,10.67,11.10,10.65,10.93,10.57,9.22,8.76
176.50,11.94,12.47,11.69,12.32,12.63,10.16,9.71,75.20,70.31,54.59,28.26,25.41,13.59,11.59,11.19,120.26,112.02,90.18,62.87,33.25,22.77,15.22,13.59,210.26,196.33,157.68,104.51,64.13,31.47,22.62,14.69,282.34,262.49,204.21,539.73,83.14,48.19,32.16,27.86,383.94,368.85,289.35,205.11,129.08,104.86,134.53,56.81,309.37,261.37,197.14,140.35,35.97,22.41,20.14,18.78,245.54,239.23,177.59,90.02,23.11,15.55,14.12,14.20,199.28,125.16,143.37,80.92,23.11,14.12,14.25,13.06,156.94,140.85,111.62,67.21,29.65,13.90,12.22,11.19,107.21,97.29,71.78,46.92,35.27,15.88,11.10,10.62,73.53,64.91,50.69,43.46,31.90,13.92,10.72,10.51,36.62,34.57,28.47,22.26,12.79,11.10,9.53,9.63,13.32,12.58,11.94,10.98,9.94,9.36,9.05,9.78,12.07,11.10,12.07,10.93,10.57,9.22,8.76
205.50,11.94,12.47,11.69,10.93,12.63,10.16,9.71,63.69,58.78,44.27,28.26,23.28,13.59,11.59,11.19,107.63,98.69,75.51,51.22,30.86,19.60,13.82,13.59,187.74,175.47,131.49,81.90,52.06,28.07,19.51,14.69,257.71,238.57,180.95,523.77,68.87,42.94,25.57,24.59,492.76,441.86,332.68,236.35,147.22,126.37,157.06,71.94,333.90,266.46,195.62,129.90,40.42,25.62,21.58,20.34,247.54,233.78,165.15,76.95,23.11,16.99,15.52,14.20,198.16,124.59,138.17,74.70,23.11,15.52,14.25,14.47,159.64,144.44,109.66,64.08,27.85,13.90,12.22,12.68,110.12,102.41,74.55,48.24,37.99,18.17,12.55,10.62,78.78,71.80,53.99,43.82,31.90,13.92,10.72,10.51,50.79,47.95,41.62,34.50,20.18,13.24,9.53,9.63,13.32,12.58,11.94,10.98,9.94,9.36,9.05,9.78,12.07,12.52,12.07,12.32,11.97,10.77,8.76
