Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,326.32,336.73
5.50,3479.30,3582.93
25.00,8391.35,8538.36
55.50,15815.00,16320.32
86.50,22909.01,23640.81
116.50,19505.21,20128.15
146.50,13597.84,14032.10
175.50,13311.84,13735.63
204.50,12885.28,13291.83
235.50,12454.85,12843.66
266.50,16023.67,16522.51
295.50,20667.98,21550.78
325.00,18715.01,20846.61
355.50,12219.62,13673.80
385.50,14891.22,17542.78
415.50,14568.28,17063.04
446.00,19388.56,23089.26
476.50,17616.96,20457.52
506.50,18979.50,22308.77
536.50,16290.05,19125.79
566.50,18391.07,21624.00
596.50,12077.41,14928.03
626.50,14607.02,17100.90
656.50,16915.51,19990.43
686.50,15513.46,18196.36
716.50,9209.48,10756.71
746.50,14571.34,17393.82
776.50,19238.54,22279.47
806.50,22172.41,25686.52
836.50,14465.38,16756.11
866.50,11592.01,13644.58
896.50,13085.70,15366.11
926.50,16337.88,19064.19
956.50,19569.04,22707.67
986.50,20120.04,23565.86
1016.50,18178.62,21131.90
1046.50,16789.13,19471.30
1076.50,15660.65,18252.74
1106.50,11800.86,13817.25
1136.00,12756.07,14831.14
1166.00,13075.42,15154.84
1196.50,17162.38,19506.83
1226.50,16010.31,18121.94
1256.50,15371.98,17492.47
1286.50,13505.56,15403.15
1316.50,11721.63,13459.75
1346.50,11348.82,13186.46
1376.00,15036.72,17354.13
1406.00,18304.26,21142.60
1436.50,20153.12,23197.85
1466.50,18940.09,21837.48
1496.50,15469.16,17933.00
1526.00,11598.54,13337.62
1556.00,13367.53,15389.92
1586.50,13655.92,15968.59
1616.50,16022.36,19049.45
1646.50,18162.14,21606.06
1676.50,19194.75,22893.73
1706.50,20700.49,24451.90
1736.50,20236.45,23659.03
1766.00,18687.29,21793.83
1796.00,19875.44,23199.26
1826.50,20599.38,24083.09
1856.50,20173.76,23517.84
1886.00,21475.10,24906.12
1914.50,21521.56,24797.54
1944.00,20602.61,23723.07
1975.50,17923.23,20770.67
2006.50,19131.10,22367.37
2035.50,14436.57,16985.94
2064.50,13716.91,15865.90
2094.50,9387.19,10677.10
2124.50,6873.80,7524.94
2155.00,4418.06,4944.29
2185.50,3180.52,3300.28
