Time,South Central Fans,North Central Fans
s,m3/s,m3/s
0.00,215.04,219.15
4.00,216.72,220.23
21.50,219.03,220.80
50.00,219.92,221.48
80.50,220.23,220.05
111.00,219.56,220.05
141.50,219.67,219.94
172.50,221.25,220.31
202.50,218.82,221.33
232.50,217.95,221.05
262.50,219.04,221.73
292.50,216.80,220.77
322.50,218.42,221.43
352.50,217.21,221.31
382.50,215.89,221.57
412.00,216.82,221.28
442.00,214.24,219.47
472.50,210.70,217.94
502.50,202.80,216.18
532.50,193.88,215.46
562.50,183.86,215.81
592.50,165.49,215.47
622.50,163.92,215.17
652.50,162.22,216.85
681.00,138.32,218.67
710.00,131.27,219.91
741.50,130.34,219.59
772.50,132.00,220.19
801.00,132.35,220.52
829.50,130.48,220.29
859.50,131.58,220.19
889.50,130.83,221.02
919.50,131.29,220.56
950.00,132.04,220.80
980.50,131.53,220.85
1011.50,132.31,220.20
1042.50,132.25,219.91
1072.50,132.03,220.78
