Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,672.28,-113.17
12.00,2416.84,2850.11
38.50,2457.37,3305.69
68.00,3165.32,4828.41
97.50,6814.21,9799.31
128.50,8649.95,11421.64
158.50,9023.68,11221.36
188.50,12329.89,15843.80
219.50,23174.78,29927.04
249.50,14203.30,18282.28
279.50,10271.64,15234.29
309.50,6540.97,9901.57
339.50,5095.26,11199.18
369.50,7233.58,12797.18
399.50,8460.58,13042.72
429.50,7749.74,13897.24
459.50,9257.37,16346.99
489.50,9972.02,17087.23
519.50,9986.96,15417.09
549.50,9636.41,14931.62
579.50,9636.41,14931.62
609.50,9065.44,13971.04
639.50,9662.13,15265.83
669.50,9556.01,15402.92
698.00,10310.57,16726.51
728.00,10431.90,16730.09
758.00,11069.49,16278.73
786.50,11323.85,16142.62
818.00,10583.03,15561.72
849.50,11807.81,16931.34
879.50,12465.37,17742.04
909.50,12202.68,17636.99
939.50,11908.44,16270.57
969.50,9913.54,13970.29
999.50,9030.53,13331.48
1029.50,9954.81,15090.17
1059.50,10900.01,17422.13
1089.50,10850.79,17415.05
1118.00,10904.69,16653.78
1146.50,10212.28,14942.27
1176.50,9632.19,13814.74
1206.50,8903.61,11743.83
1237.00,7821.37,10583.95
1267.50,9838.39,13827.37
1297.50,10947.59,15241.50
1328.50,11792.47,16705.82
1358.50,14100.41,19343.97
1387.50,15072.62,20312.00
1418.00,14171.42,19371.32
1448.50,14030.80,19039.41
1479.00,14299.47,18822.09
1509.50,13953.87,18416.21
1539.50,13773.07,17681.83
1569.50,14113.33,17921.44
1599.50,13106.39,17558.38
1629.50,12296.64,16935.98
1659.50,13314.72,18029.34
1689.50,13907.39,18092.47
1719.50,14928.28,19510.59
1749.00,15766.20,20065.38
1779.00,16144.98,20337.09
1809.50,17050.62,21363.73
1839.50,17667.04,21549.79
1869.50,13211.69,16113.44
1899.50,10184.91,13057.07
1929.50,7663.42,9016.02
1959.50,1055.00,1418.61
1989.50,1055.00,324.86
2017.50,1055.00,324.86
2047.50,1055.00,324.86
2079.50,1055.00,324.86
2109.50,1055.00,324.86
2139.50,1055.00,324.86
2169.50,1055.00,324.86
2198.00,1055.00,324.86
2226.50,1055.00,324.86
