Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207F2,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2
s,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
0.00,1019.97,563.97,1234.40,672.12,32.55,158.52,67.39,34.42,0.92,0.30,58.49,0.30,81.28,14.95,75.50,465.54,79.77,0.92,0.30,0.00
3.00,989.31,583.77,1254.60,678.69,33.57,191.23,77.29,34.30,0.92,0.30,58.78,0.30,111.25,14.95,38.41,470.89,78.59,0.92,0.30,0.00
20.50,966.51,603.82,1247.80,675.28,31.52,153.35,60.92,35.75,0.92,0.30,57.43,0.30,114.63,14.95,48.62,478.22,78.96,0.92,0.30,0.00
50.50,963.01,577.64,1211.26,672.02,31.58,168.44,64.85,37.54,0.92,0.30,57.47,0.30,103.46,14.95,69.35,467.84,81.03,0.92,0.30,0.00
80.00,954.43,589.12,1252.00,669.04,30.79,136.11,50.80,41.26,0.92,0.30,57.47,0.30,122.49,10.99,47.30,452.51,81.18,0.92,0.30,0.00
110.00,924.39,586.97,1243.09,668.04,31.49,140.75,44.11,34.42,0.92,0.30,57.43,0.30,104.34,10.99,48.47,462.65,81.30,0.92,0.30,0.00
140.50,914.44,597.56,1236.83,659.39,30.92,127.94,80.14,40.07,90.64,0.30,60.34,0.30,124.56,10.99,72.02,483.79,83.07,0.92,0.30,0.00
170.50,872.16,578.35,1232.28,655.15,30.79,727.59,1237.91,77.45,245.47,363.84,59.60,0.30,668.88,12.31,63.78,468.03,84.66,0.92,0.30,0.00
199.00,883.17,583.63,1229.57,662.34,30.26,1844.30,2035.25,81.45,369.57,756.45,61.40,0.30,870.68,13.92,44.25,451.44,81.54,0.92,0.30,0.00
228.00,849.05,599.83,1242.33,657.05,31.85,2341.47,2205.84,51.94,433.05,982.21,69.18,73.55,149.69,13.92,54.56,447.26,83.07,0.92,0.30,0.00
259.50,1740.82,606.86,1252.83,876.34,30.75,2441.27,1979.95,55.39,504.77,994.53,71.84,193.33,117.80,14.36,149.90,478.66,83.01,0.92,0.30,0.00
290.00,2327.36,595.71,1794.36,1507.52,39.82,2593.16,1779.55,77.67,438.85,904.39,77.29,214.95,143.83,14.04,1599.62,464.33,84.07,0.92,0.30,0.00
320.00,2324.05,597.80,2637.89,1215.17,49.38,2601.78,1556.72,86.73,295.41,854.50,82.50,342.63,119.49,12.92,1841.00,474.65,87.83,0.92,0.30,0.00
350.50,2092.30,611.11,2836.61,799.97,32.37,2110.63,1417.47,77.97,226.14,651.36,88.65,583.73,103.09,13.98,1766.45,478.29,88.64,0.92,0.30,0.00
380.26,1781.43,607.53,2763.80,636.82,32.31,1709.72,1303.37,75.44,181.58,532.23,85.02,512.40,100.04,16.91,1743.55,496.16,86.08,0.92,0.30,0.00
409.00,1572.07,570.69,2464.05,658.99,31.72,1672.75,1311.36,69.52,207.52,550.73,85.02,473.64,117.11,12.84,1793.03,497.75,88.99,0.92,0.30,0.00
437.50,1394.71,569.27,2230.64,704.70,33.74,1625.52,1336.23,57.90,208.13,581.04,80.38,484.19,100.00,16.78,1826.26,503.85,87.95,0.92,0.30,0.00
468.50,1303.31,585.34,1945.43,681.90,33.98,1679.57,1314.50,48.10,208.13,635.14,72.21,457.77,126.29,13.34,1901.46,474.01,89.05,0.92,0.30,0.00
499.50,1218.53,567.90,1829.50,681.21,32.38,1656.72,1300.62,49.34,208.13,609.49,72.11,507.11,97.74,13.61,1924.00,503.68,86.98,0.92,0.30,0.00
529.50,1237.18,563.00,1813.38,682.59,33.40,1601.06,1311.61,44.37,208.13,624.87,70.62,540.54,121.07,13.98,1939.52,500.91,89.08,0.92,0.30,0.00
560.00,1234.29,559.14,1786.53,666.94,32.68,1668.99,1308.03,49.93,208.13,611.82,71.20,530.48,56.59,13.45,2031.52,529.03,90.82,0.92,0.30,0.00
590.50,1227.13,569.27,1750.73,637.71,33.76,1561.05,1252.54,41.61,152.89,600.84,71.72,553.12,93.94,13.45,1979.87,484.28,90.41,0.92,0.30,0.00
620.50,1235.13,590.81,1791.97,689.00,31.66,1614.45,1244.22,40.24,152.89,613.61,70.16,565.62,104.61,13.45,1994.35,516.12,90.66,0.92,0.30,0.00
650.50,1235.72,558.65,1759.14,702.59,33.04,1586.58,1209.19,40.24,218.81,609.60,71.19,552.99,114.69,13.45,2000.58,493.02,90.82,0.92,0.30,0.00
680.00,1275.13,574.54,1750.41,679.93,32.20,1616.01,1225.74,40.22,185.24,604.98,70.88,551.46,126.17,13.45,2124.36,474.01,91.34,0.92,0.30,0.00
710.00,1305.71,559.44,1768.07,682.11,31.21,1685.18,1229.24,38.44,196.23,604.49,71.11,568.93,124.48,13.45,2131.89,509.51,90.80,0.92,0.30,0.00
740.50,1369.91,557.75,1793.79,696.73,32.63,1795.43,1239.95,42.24,196.23,595.27,71.11,606.65,123.60,13.45,2132.16,514.23,90.76,0.92,0.30,0.00
