Time,Loop 214,Loop 209,Loop 208,Loop 207,Loop 307,Loop 305,Loop 304,Loop 302,Loop 301,Loop 202
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.00,-2.50,-3.06,-5.40,-4.60,-3.21,1.61,-12.33,-9.58,-11.05,-12.53
14.50,1.92,-0.07,-2.45,-0.74,-1.24,12.11,-9.92,3.90,-4.05,-7.36
43.50,4.83,1.28,-0.80,1.14,1.08,16.10,-7.36,9.17,1.56,-0.73
73.50,9.92,5.39,2.81,5.76,8.55,22.81,-1.92,15.04,8.70,4.15
103.50,14.28,6.93,3.44,9.55,13.15,28.83,0.49,19.02,11.45,10.23
133.50,-3.73,7.85,5.87,10.58,12.93,29.34,1.71,26.70,20.12,35.04
163.00,-157.95,-96.01,-55.79,-33.29,-24.72,0.02,-8.61,44.86,38.07,98.73
193.00,-207.89,-162.95,-106.21,-58.23,-48.35,-24.70,-63.21,-13.06,21.37,77.56
223.50,-213.50,-168.64,-110.78,-64.98,-56.82,-28.03,-77.06,-27.54,19.76,72.34
253.50,-215.08,-168.77,-111.25,-67.15,-56.89,-37.28,-80.09,-30.42,17.43,64.98
283.00,-211.33,-171.03,-106.65,-66.70,-56.42,-37.77,-80.53,-31.21,16.47,59.37
313.00,-201.55,-165.05,-108.16,-61.87,-54.56,-35.25,-77.61,-31.95,15.60,61.26
343.00,-202.88,-165.31,-105.72,-62.13,-53.95,-34.09,-73.52,-30.58,16.66,60.18
372.50,-208.38,-161.07,-104.52,-61.63,-52.12,-32.93,-79.28,1.58,14.69,62.79
402.50,-204.95,-161.72,-104.05,-60.27,-52.00,-31.47,-78.27,2.64,16.11,60.64
432.50,-208.25,-159.45,-102.95,-59.43,-51.53,-29.24,-77.59,2.10,16.39,67.84
462.50,-209.47,-159.66,-98.95,-59.56,-49.81,-30.51,-79.38,1.26,16.18,64.09
491.50,-208.02,-161.14,-102.34,-59.64,-50.40,-28.87,-78.01,1.73,15.95,65.93
521.50,-202.07,-159.76,-101.89,-58.73,-48.81,-28.26,-77.80,5.83,14.39,67.50
551.50,-199.44,-160.31,-102.02,-57.24,-49.18,-28.49,-76.00,5.16,18.57,65.48
581.50,-198.52,-158.38,-102.63,-58.61,-48.74,-27.20,-78.33,3.81,17.10,57.61
611.50,-193.09,-155.85,-99.12,-56.54,-47.57,-25.76,-76.64,4.88,17.03,64.37
641.50,-191.16,-157.70,-95.33,-55.94,-46.46,-24.20,-75.02,9.23,18.17,65.50
672.00,-194.75,-154.62,-97.28,-54.96,-46.01,-22.75,-74.03,8.47,19.24,71.51
701.00,-196.98,-153.78,-98.22,-55.37,-47.28,-22.09,-73.00,4.39,19.68,78.78
731.50,-202.43,-156.49,-99.97,-55.65,-48.27,-24.54,-76.53,-4.85,16.81,67.93
762.00,-208.10,-156.93,-99.36,-54.98,-46.36,-23.25,-78.97,-4.70,16.59,69.30
791.50,-204.23,-157.34,-97.68,-56.16,-46.75,-25.32,-77.98,-1.99,18.08,65.97
822.00,-202.15,-157.39,-98.32,-55.98,-46.14,-24.51,-78.44,-3.84,17.25,76.08
852.50,-201.79,-155.39,-99.02,-56.93,-46.61,-23.36,-76.83,-2.99,16.77,63.83
882.50,-202.11,-154.74,-99.77,-56.18,-47.01,-23.95,-83.69,-1.17,18.05,59.06
912.50,-201.60,-156.67,-97.76,-55.82,-47.41,-23.99,-77.29,1.60,16.65,59.24
942.50,-202.64,-154.26,-97.05,-54.94,-47.87,-23.76,-74.21,2.07,16.11,58.45
972.50,-204.33,-155.33,-97.35,-55.25,-47.91,-22.91,-77.85,1.23,17.57,57.32
1001.50,-207.56,-157.33,-97.37,-56.12,-48.86,-23.51,-77.08,1.27,14.74,64.09
1031.50,-196.74,-156.51,-97.92,-56.10,-46.94,-23.52,-78.83,-1.14,16.22,61.10
1062.50,-193.50,-156.94,-97.50,-55.85,-47.85,-24.16,-76.29,0.79,13.69,64.91
1092.50,-201.72,-155.89,-98.35,-56.90,-48.00,-25.01,-75.19,2.61,16.80,64.88
1122.50,-202.62,-161.16,-104.08,-61.85,-48.99,-26.03,-68.45,11.18,21.84,67.43
1152.50,-205.17,-168.91,-110.66,-68.01,-60.81,-44.99,-56.69,5.73,17.35,63.49
1182.50,-200.48,-170.73,-111.08,-67.83,-61.70,-47.45,-51.11,4.58,17.58,63.24
1212.00,-211.01,-169.88,-112.59,-68.03,-62.53,-49.30,-49.65,1.97,16.37,69.25
1241.00,-213.32,-169.96,-112.69,-69.86,-63.11,-47.53,-49.99,1.95,16.40,54.88
1271.50,-207.35,-168.78,-112.56,-69.30,-63.29,-47.73,-48.05,2.32,17.49,67.15
1302.00,-210.30,-172.06,-115.56,-70.85,-64.90,-48.18,-46.91,1.19,18.20,57.51
1332.00,-215.51,-174.15,-116.72,-74.22,-65.76,-51.93,-48.11,1.13,17.20,62.88
1362.50,-224.21,-176.18,-116.42,-73.93,-66.55,-50.76,-49.17,0.61,17.81,64.87
1392.50,-218.87,-176.52,-118.49,-74.91,-68.75,-52.00,-48.64,-0.26,16.83,66.59
1422.00,-212.39,-178.00,-118.99,-74.55,-69.09,-52.97,-52.88,-1.60,14.91,71.33
1452.00,-211.51,-178.78,-119.18,-76.98,-70.06,-53.94,-48.67,0.68,16.72,68.71
1482.50,-212.98,-177.79,-121.61,-76.93,-73.63,-52.78,-50.26,0.53,16.49,66.57
1512.50,-214.12,-179.37,-121.63,-79.01,-72.54,-55.41,-51.13,0.31,14.84,61.30
1542.50,-212.78,-176.75,-125.12,-81.55,-72.85,-55.38,-52.37,0.15,15.14,58.61
1572.50,-216.86,-180.40,-125.02,-79.01,-74.12,-56.65,-50.92,0.22,15.11,55.10
