Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,-20718.21,-33020.44
2.00,-113069.36,-179337.08
18.50,112808.46,204978.16
48.50,118028.69,191150.19
78.50,125466.99,200505.75
108.50,130599.73,212684.02
138.50,166556.47,213194.17
165.50,190206.54,223780.27
195.16,123818.90,142863.48
228.00,80041.66,90879.51
258.00,89646.11,101913.60
288.50,90365.20,105753.12
317.00,74130.89,83582.35
347.00,79591.39,88165.66
378.50,64015.68,70084.46
408.50,62302.29,68472.74
438.50,93426.97,103217.09
468.50,96015.93,106299.16
498.50,72917.96,80748.03
528.50,35890.22,39679.44
557.50,54407.23,60050.66
587.50,65124.92,71827.33
618.50,74997.09,83078.24
648.50,76538.96,84628.01
678.00,53379.36,59008.37
707.00,39176.02,43432.89
737.00,35166.01,38941.52
768.00,51981.40,57741.47
798.50,58155.49,64558.87
828.50,54784.82,61073.62
858.50,53011.56,58614.17
888.00,47305.86,52176.48
917.00,50312.93,55640.41
947.50,12009.46,13371.57
978.00,895.02,960.44
1007.50,895.02,960.44
1037.50,895.02,960.44
1067.00,895.02,960.44
1096.50,895.02,960.44
1126.00,895.02,960.44
1156.50,895.02,960.44
1187.50,895.02,960.44
1217.50,895.02,960.44
1248.00,895.02,960.44
1277.50,895.02,960.44
1307.00,895.02,960.44
1337.50,895.02,960.44
1367.50,895.02,960.44
1397.50,895.02,960.44
1427.50,895.02,960.44
1457.50,895.02,960.44
1487.50,895.02,960.44
1517.50,895.02,960.44
1547.00,895.02,960.44
1577.00,895.02,960.44
1607.50,895.02,960.44
1637.50,895.02,960.44
1667.50,895.02,960.44
1697.50,895.02,960.44
1727.50,895.02,960.44
1757.50,895.02,960.44
1787.50,895.02,960.44
1817.00,895.02,960.44
1847.00,71.28,960.44
1877.50,71.28,960.44
1907.50,71.28,960.44
1936.00,647.02,960.44
1964.50,110.98,960.44
1995.00,533.16,960.44
2025.50,533.16,960.44
2056.50,533.16,960.44
2087.50,130.02,960.44
2117.50,130.02,960.44
2147.50,638.72,960.44
2175.50,638.72,960.44
2205.00,638.72,960.44
2237.00,638.72,960.44
2267.50,638.72,960.44
2297.50,638.72,960.44
2327.50,123.81,960.44
2357.00,123.81,960.44
