Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207F2,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2
s,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
0.00,0.30,53.15,0.30,27.16,12.15,0.30,56.08,6.25,0.00,0.30,3.08,0.30,166.37,1.28,0.30,118.89,6.90,0.30,0.30,0.00
15.50,0.30,60.40,0.30,27.16,12.64,0.30,59.12,6.25,0.00,0.30,2.47,0.30,156.61,1.28,0.30,123.35,6.90,0.30,0.30,0.00
45.50,0.30,62.62,0.30,27.16,13.03,0.30,45.88,6.25,0.00,0.30,2.47,0.30,148.87,1.28,0.30,112.00,6.90,0.30,0.30,0.00
75.50,0.30,56.98,0.30,27.16,12.57,0.30,25.58,6.25,0.00,0.30,3.08,0.30,176.84,1.28,0.30,140.89,6.90,0.30,0.30,0.00
105.50,0.30,65.43,0.30,27.16,13.72,0.30,49.41,9.03,0.00,0.30,3.11,0.30,164.49,1.28,0.30,129.28,6.90,0.30,0.30,0.00
135.50,0.30,48.13,0.30,27.16,14.82,0.30,69.28,2.45,0.00,0.30,3.11,0.30,171.07,1.28,0.30,114.72,6.90,0.30,0.30,0.00
165.50,0.30,60.40,0.30,22.43,12.68,0.30,583.50,30.21,0.00,206.61,3.11,0.30,165.53,1.28,0.30,108.11,6.90,0.30,1044.33,0.00
195.50,0.30,44.50,0.30,48.93,12.11,0.30,2302.03,73.39,0.00,846.92,4.04,0.30,127.44,1.28,0.30,112.76,6.90,0.30,1044.33,0.00
225.50,0.30,40.39,0.30,48.83,13.92,0.30,2351.60,57.06,0.00,1373.94,3.09,0.30,138.40,1.28,0.30,87.59,6.90,0.30,1044.33,0.00
255.50,0.30,52.76,0.30,23.19,25.79,0.30,2470.52,88.88,31.03,1235.78,13.86,0.30,176.09,1.28,422.06,91.25,4.91,0.30,1044.33,0.00
284.50,0.30,62.87,0.30,23.80,46.85,47.46,2531.69,81.57,110.78,1308.16,4.09,0.30,169.80,1.28,895.77,108.54,3.11,298.57,1044.33,0.00
314.00,0.30,63.78,0.30,579.54,14.82,411.96,2169.05,59.88,110.78,1386.15,21.34,0.30,158.64,1.28,566.23,93.69,3.02,1551.34,1044.33,0.00
345.00,119.86,64.27,337.28,777.52,12.40,1196.71,2171.75,39.92,107.12,1318.25,40.28,0.30,150.52,4.27,867.73,104.47,3.03,2240.63,1044.33,0.00
375.50,330.17,53.25,854.11,521.96,11.37,1420.45,2110.41,52.27,169.68,1323.67,27.44,0.30,141.84,4.58,1261.96,119.77,3.05,2204.07,1044.33,0.00
405.50,483.47,53.91,1165.84,168.56,11.58,1405.05,2018.28,52.27,265.81,1338.83,31.19,0.30,172.06,4.27,1275.84,123.16,3.05,2289.23,1044.33,0.00
435.50,462.04,61.95,1238.93,33.26,11.07,1441.33,2039.38,48.89,315.05,1339.08,44.16,0.30,145.98,4.27,1258.35,99.88,3.02,2376.03,1044.33,0.00
465.50,372.75,73.11,1072.86,33.26,11.38,1426.86,2034.60,39.21,287.17,1299.11,37.35,0.30,169.76,5.11,1340.66,88.55,4.09,2416.64,1044.33,0.00
495.50,261.28,56.95,848.88,38.45,12.91,1414.14,2063.76,30.11,329.90,1221.64,30.49,0.30,155.30,1.28,1346.27,87.74,2.43,2453.14,1044.33,0.00
525.50,147.40,52.56,645.70,38.45,13.46,1399.86,2054.87,22.95,329.90,1181.92,28.38,0.30,170.71,4.27,1331.45,115.31,3.11,2457.69,1044.33,0.00
555.50,102.19,61.62,547.34,38.45,11.55,1415.77,2128.89,18.97,302.43,1220.42,18.80,0.30,167.39,5.23,1370.70,112.00,4.09,2445.65,1044.33,0.00
585.50,45.37,55.58,390.26,38.45,11.74,1378.70,2093.41,15.77,329.29,1218.70,18.80,0.30,151.63,1.28,1364.11,94.30,3.05,2458.76,1044.33,0.00
615.50,34.48,71.02,231.12,38.45,12.44,1371.99,2121.39,16.72,329.29,1199.93,9.95,0.30,163.27,4.27,1345.28,117.07,2.10,2475.14,1044.33,0.00
645.50,34.48,83.20,98.19,38.45,12.83,1351.57,2125.62,16.72,329.29,1239.91,12.97,0.30,150.53,4.27,1330.33,99.39,5.92,2479.39,1044.33,0.00
675.50,34.48,58.77,32.41,38.45,13.03,1332.76,2092.09,8.73,307.32,1166.32,13.86,0.30,141.91,4.27,1314.16,115.72,2.01,2459.33,1044.33,0.00
705.50,34.48,84.72,31.53,38.45,13.01,1347.21,2122.25,14.74,302.13,1205.81,17.09,0.30,176.52,4.21,1327.23,118.31,3.17,2463.90,1044.33,0.00
735.50,34.48,65.80,31.53,38.45,12.08,1384.67,2144.13,9.89,302.13,1158.22,16.78,0.30,163.99,4.21,1313.97,140.69,4.01,2431.03,1044.33,0.00
763.00,34.48,50.13,31.53,38.45,13.18,1398.17,2147.86,10.86,302.13,1187.86,9.99,0.30,131.72,4.21,1313.91,131.15,0.18,2445.50,1044.33,0.00
792.00,34.48,51.53,31.53,38.45,11.16,1336.30,2096.05,10.93,293.16,1167.48,14.19,0.30,175.24,4.21,1268.63,115.66,3.58,2408.26,1044.33,0.00
824.00,34.48,64.77,31.53,38.45,12.92,1363.39,2107.27,9.91,317.08,1202.72,12.91,0.30,153.36,4.21,1247.88,130.04,0.18,2417.28,1044.33,0.00
855.00,34.48,58.90,31.53,38.45,12.86,1341.61,2145.07,14.37,300.60,1101.68,13.59,0.30,152.35,4.21,1219.55,115.32,4.10,2407.23,1044.33,0.00
