Time,Loop 214,Loop 209,Loop 208,Loop 207,Loop 307,Loop 305,Loop 304,Loop 302,Loop 301,Loop 202
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.00,11.80,9.26,7.83,9.39,10.19,15.36,6.79,8.09,8.10,6.20
3.50,17.23,12.53,11.37,15.67,21.88,28.34,-4.03,1.46,0.56,0.22
21.50,23.29,17.50,15.69,24.61,34.07,40.24,-1.20,5.02,3.50,1.77
51.50,29.36,23.06,23.41,36.42,51.96,73.34,5.53,15.17,12.51,9.61
81.50,38.26,27.10,29.73,47.57,67.40,94.10,13.71,24.31,19.94,15.81
110.50,49.04,44.01,44.35,71.61,81.48,116.30,23.59,32.78,25.99,23.42
140.50,25.44,54.29,56.59,94.83,116.73,156.78,29.15,37.94,32.13,69.90
171.50,-69.70,10.86,54.37,139.08,178.78,236.67,79.72,97.36,111.72,145.05
201.50,-103.56,-30.90,29.25,114.73,168.35,239.06,78.41,97.59,109.27,142.39
230.50,-116.06,-45.52,16.48,100.42,148.99,220.32,73.18,92.25,106.31,135.47
260.50,-121.41,-51.15,13.22,92.22,144.19,208.31,68.00,89.21,99.28,132.38
291.50,-125.55,-55.62,4.14,88.46,139.29,205.30,65.00,85.31,96.70,129.67
320.00,-121.41,-56.86,3.55,83.18,133.74,198.79,61.99,81.98,91.29,126.95
350.00,-125.09,-58.81,1.98,76.85,130.54,195.64,56.65,77.72,86.81,125.78
381.50,-127.11,-62.09,-3.58,76.10,131.06,191.58,57.81,76.94,87.67,121.33
411.50,-124.44,-59.69,0.19,74.58,131.54,191.06,56.18,75.88,86.11,118.18
441.50,-118.14,-57.60,-5.74,74.22,128.53,192.63,54.37,74.63,85.82,121.53
471.50,-121.90,-54.90,0.92,74.50,128.35,195.67,55.24,75.61,86.40,122.36
501.50,-121.07,-53.75,-5.42,72.30,128.28,193.57,54.68,76.62,87.55,125.65
531.50,-122.76,-55.71,-5.34,71.30,123.59,192.07,54.89,75.13,85.55,123.75
560.50,-127.75,-56.00,-6.95,71.70,122.88,188.76,52.03,73.06,83.02,127.24
590.50,-127.62,-54.39,-4.88,74.26,124.23,189.25,53.06,72.42,84.40,121.49
620.00,-125.95,-54.03,-5.46,73.51,124.51,193.79,52.26,73.67,86.89,120.51
648.50,-124.61,-51.73,3.13,74.81,127.11,193.70,54.38,75.36,87.80,124.89
679.50,-124.99,-51.65,0.18,76.84,127.38,191.90,52.56,74.46,85.97,126.51
710.50,-119.31,-50.05,0.41,75.10,129.60,190.56,54.85,73.28,85.82,122.09
741.00,-120.59,-52.37,-4.29,73.66,127.65,196.57,54.16,74.29,87.01,120.32
771.50,-124.04,-52.15,-3.17,76.30,128.93,197.82,54.53,74.04,87.25,121.51
800.50,-122.94,-48.75,-2.88,80.29,128.75,192.82,54.79,75.67,89.77,125.67
829.50,-125.28,-51.39,0.14,78.58,127.48,194.14,54.42,76.57,87.87,128.94
859.50,-141.26,-55.91,-4.62,84.36,138.88,206.00,55.60,77.16,88.11,145.54
890.50,-154.19,-68.34,-10.39,79.26,139.59,205.23,61.25,87.41,99.88,156.31
921.50,-153.28,-72.42,-13.22,71.04,135.84,207.71,61.44,84.21,101.02,152.52
950.50,-147.48,-71.68,-13.73,72.55,132.73,207.52,60.44,82.73,97.48,142.97
980.50,-148.17,-69.33,-11.88,69.34,133.06,198.80,59.05,84.04,97.05,144.13
1011.50,-149.14,-71.35,-13.69,67.38,130.11,197.09,58.10,82.89,96.60,149.59
1041.50,-148.98,-70.59,-14.75,71.10,130.24,200.91,60.30,82.70,98.28,149.52
1071.50,-150.89,-70.39,-13.92,70.82,129.61,197.66,57.20,83.97,96.78,148.16
1101.50,-154.58,-71.60,-14.47,72.38,130.94,201.95,59.30,83.89,97.01,146.79
1131.50,-151.55,-71.57,-15.00,70.10,125.53,201.44,60.14,83.87,97.94,143.57
1161.50,-147.76,-70.24,-16.33,69.18,127.07,199.45,58.84,82.48,97.32,142.25
1191.50,-148.65,-72.24,-14.89,69.81,126.16,197.48,58.40,83.13,96.75,144.90
1221.50,-149.43,-72.66,-16.36,63.44,118.85,200.86,57.80,81.84,96.89,145.79
1251.50,-154.81,-74.99,-22.05,54.67,110.79,197.65,58.16,80.47,94.01,146.76
1280.50,-153.75,-76.14,-19.53,56.00,107.00,194.49,55.86,80.91,94.46,152.02
1310.50,-155.22,-74.13,-20.63,54.28,102.83,194.61,56.86,81.47,94.80,145.16
1341.50,-153.81,-78.36,-28.64,42.73,93.68,200.79,58.36,82.36,98.41,142.19
1371.50,-149.50,-80.46,-24.49,41.98,89.69,195.70,58.17,81.62,97.02,138.28
1401.50,-150.24,-78.70,-26.70,42.02,88.65,198.26,58.65,84.53,102.01,140.17
1431.50,-152.16,-78.14,-26.45,39.47,85.12,195.15,55.27,79.42,96.33,133.38
1461.50,-152.88,-76.75,-25.60,39.63,85.70,195.83,55.11,81.85,97.51,132.25
1491.00,-155.06,-74.61,-25.50,39.43,87.80,198.36,56.42,83.83,98.67,136.58
1521.00,-148.20,-75.08,-25.56,44.28,89.18,196.15,59.43,82.98,99.22,137.93
1551.50,-152.29,-74.87,-25.66,41.78,89.33,196.52,58.44,83.86,97.29,137.60
1581.50,-153.26,-74.16,-24.98,39.34,88.12,196.23,57.03,82.66,94.72,136.70
1610.50,-153.67,-73.95,-27.30,37.90,86.38,190.81,56.67,82.16,94.69,139.06
1640.50,-154.93,-75.14,-25.36,39.09,86.68,198.33,54.49,79.91,95.18,134.97
1671.50,-155.08,-76.21,-25.92,37.21,85.07,195.79,55.65,82.67,95.16,134.98
1701.50,-152.85,-77.38,-27.29,35.81,85.89,189.97,54.43,79.26,93.33,136.28
1731.50,-151.41,-77.43,-27.29,36.66,86.53,189.16,55.29,80.66,93.44,137.56
1761.50,-154.25,-74.38,-27.38,36.76,87.11,193.29,50.13,77.16,90.30,136.89
1791.50,-150.82,-74.54,-27.48,38.10,87.88,195.36,54.70,79.13,94.82,136.82
1821.50,-153.65,-85.02,-34.87,28.36,87.26,189.24,63.99,90.09,104.61,145.80
1850.00,-164.06,-92.29,-39.23,24.47,62.35,149.46,67.94,92.08,106.63,153.16
1880.00,-162.40,-92.54,-42.79,16.70,50.19,126.42,65.26,90.55,101.73,149.44
1911.50,-159.65,-89.53,-36.22,17.55,43.52,113.56,63.62,87.81,101.18,146.46
1940.50,-158.73,-89.82,-34.29,14.32,40.73,114.19,62.61,87.36,101.24,148.51
1970.50,-165.12,-91.03,-34.42,12.64,38.49,114.93,67.03,90.79,104.20,151.11
2001.50,-162.90,-92.59,-35.61,11.32,37.16,106.45,66.71,89.88,103.42,154.62
2031.50,-163.49,-92.87,-37.50,7.80,32.92,97.89,66.38,89.81,103.77,153.66
2060.50,-163.31,-93.47,-34.42,7.00,34.95,93.79,65.13,89.46,104.38,156.99
2089.00,-161.46,-96.54,-37.69,5.29,32.40,87.76,64.10,87.55,102.25,153.84
2118.50,-164.07,-99.01,-39.66,2.07,28.22,82.79,63.78,86.19,101.65,144.50
2148.50,-170.67,-100.99,-42.39,0.56,26.83,79.14,60.79,84.64,100.02,139.24
2179.00,-173.90,-100.02,-43.10,-3.19,26.19,74.69,60.92,84.82,99.99,133.69
2209.50,-169.51,-99.78,-43.13,0.12,27.58,78.62,61.35,86.56,101.34,137.90
2240.00,-169.94,-97.68,-42.72,1.87,26.57,78.31,63.18,86.89,101.33,135.96
2270.50,-155.08,-89.01,-37.24,0.16,24.85,72.84,58.93,78.80,89.90,127.99
2300.00,-133.75,-81.40,-37.05,-6.05,17.75,54.98,45.57,64.54,73.81,104.69
