Time,214-CO-J3,214-CO-F2,209-CO-H2,209-CO-F2,209-CO-C2,207-CO-H2,207-CO-F2,207-CO-C2,307-CO-H2,307-CO-F2,307-CO-C2,302-CO-H2,302-CO-F2,302-CO-C2,301-CO-H2,301-CO-F2,301-CO-C2,202-CO-J3,202-CO-F2,202-CO-C2
s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
0.0,0.0,0.000562,0.000378,0.000354,0.0,0.000465,0.000144,0.0,0.000158,0.000355,1.7e-05,9.8e-05,0.000292,0.0,0.0,2.1e-05,2.3e-05,0.0,7.2e-05,1.6e-05
1.0,0.0,0.000548,0.000389,0.000352,0.0,0.000436,0.000121,0.0,0.000158,0.00036,1.7e-05,9.9e-05,0.000295,0.0,0.0,2.1e-05,2.2e-05,0.0,4.3e-05,1.4e-05
16.5,0.0,0.000556,0.000386,0.000353,0.0,0.000484,0.000207,0.0,0.000158,0.000366,1.7e-05,8.1e-05,0.000311,0.0,0.0,2.1e-05,1.9e-05,0.0,6.4e-05,1.6e-05
46.5,0.0,0.000548,0.0004,0.000355,0.0,0.000471,0.000139,0.0,0.000158,0.000381,1.7e-05,7.6e-05,0.000282,0.0,0.0,2.1e-05,2.4e-05,0.0,6.4e-05,1.7e-05
76.5,0.0,0.000542,0.0004,0.000352,0.0,0.000459,0.000175,0.0,0.000158,0.000373,1.7e-05,0.000113,0.000322,0.0,0.0,2.1e-05,2.4e-05,0.0,5.1e-05,1.6e-05
106.5,0.0,0.000558,0.000401,0.000371,0.0,0.000433,0.00013,0.0,0.000158,0.000374,1.7e-05,8.3e-05,0.000327,0.0,0.0,2.1e-05,2.3e-05,0.0,7.4e-05,1.6e-05
136.5,0.0,0.000558,0.000393,0.000364,0.0,0.000453,0.000183,0.0,0.00018,0.0004,1.7e-05,8.7e-05,0.000369,0.0,0.0,3.1e-05,2.2e-05,0.0,6.2e-05,1.5e-05
166.5,0.0,0.0005,0.000383,0.00036,0.0,0.001097,0.000841,0.0,0.00019,0.00037,1.4e-05,7.8e-05,0.000522,0.0,0.0,3.1e-05,2.3e-05,0.0,8.1e-05,1.6e-05
196.5,0.0,0.000534,0.000376,0.000319,0.0,0.002731,0.001604,0.0,0.000171,0.000376,1.4e-05,8.2e-05,0.000556,0.0,0.0,3.1e-05,2.3e-05,0.0,9.5e-05,1.4e-05
