Time,South Central Fans,North Central Fans
s,m3/s,m3/s
0.00,-3.16,1.73
10.50,-3.16,1.32
35.50,-3.40,1.70
65.50,-3.44,0.90
95.50,-3.44,1.75
125.50,-6.93,4.36
155.50,-67.86,56.32
185.50,-110.52,106.77
215.50,-115.81,113.16
245.50,-115.55,113.08
275.50,-115.82,113.10
305.50,-115.76,114.52
335.50,-115.09,113.94
365.50,-115.51,114.19
395.50,-114.74,114.87
425.50,-114.50,114.58
455.50,-115.32,114.14
485.50,-115.29,114.73
515.50,-115.49,113.73
545.00,-115.60,113.82
575.00,-114.97,114.72
605.50,-115.80,114.16
635.50,-115.87,114.44
665.50,-114.76,114.69
695.00,-114.37,114.42
725.00,-114.80,114.06
755.50,-114.76,113.75
785.50,-114.68,113.76
815.50,-115.16,114.44
845.50,-115.50,114.04
874.50,-115.02,113.73
904.50,-114.90,113.94
935.50,-114.62,113.38
964.50,-114.86,113.40
994.50,-114.44,113.34
1025.00,-114.91,113.78
1055.00,-114.13,113.17
1085.50,-115.45,113.43
1115.50,-114.13,113.59
1145.50,-114.17,113.34
1175.50,-114.04,113.56
1204.50,-114.78,113.29
1232.50,-114.78,113.29
1262.00,-115.24,112.89
1294.00,-114.23,113.51
1324.50,-114.04,112.98
1353.50,-114.40,113.05
1383.50,-114.34,113.08
1413.50,-113.71,112.97
1444.00,-114.59,113.34
1474.50,-113.99,112.91
1504.50,-114.99,112.74
1534.50,-113.89,112.29
1564.50,-114.11,112.54
1594.50,-114.27,113.71
1625.00,-114.13,112.58
1655.50,-114.23,113.18
1685.50,-114.30,112.56
1715.50,-114.46,112.62
1745.50,-115.26,112.69
1775.50,-114.11,113.14
1804.50,-114.45,112.72
1834.50,-114.31,113.01
1864.50,-115.27,113.21
1894.50,-114.41,112.75
1925.50,-115.61,112.76
1955.50,-114.32,112.59
1985.50,-115.03,112.57
2015.50,-114.14,113.39
2045.00,-113.78,112.50
2075.00,-114.15,112.43
2105.50,-113.65,112.12
2135.50,-115.07,112.73
2165.50,-115.07,112.48
2195.50,-115.36,112.68
2225.50,-114.13,112.09
2255.50,-115.38,112.34
2285.50,-91.30,87.14
2315.50,-67.78,63.73
2345.50,-55.74,52.93
2375.50,-46.34,43.26
2405.50,-45.74,40.88
2435.50,-45.57,40.88
2465.50,-45.57,40.40
2495.50,-62.13,40.40
2525.50,-90.15,40.40
2555.50,-94.60,39.87
