Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207F2,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2
s,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
0.00,0.30,0.30,0.30,65.10,14.16,28.53,25.28,4.27,153.51,0.30,43.64,49.13,157.51,21.79,211.22,114.39,48.81,30.06,261.13,14.04
9.00,0.30,0.30,0.30,103.68,13.76,36.68,25.28,3.02,134.13,0.30,43.09,53.54,209.12,21.76,225.42,123.34,51.66,30.06,281.07,15.29
32.50,0.30,0.30,0.30,90.37,14.00,41.29,25.28,3.00,133.36,0.30,47.91,44.25,196.59,21.76,207.22,100.97,50.29,30.06,267.64,15.84
62.50,0.30,26.55,0.30,70.68,15.25,75.38,20.90,2.95,130.51,0.30,42.91,33.87,188.45,18.86,239.40,115.50,49.17,60.73,277.15,17.09
92.50,0.30,21.97,0.30,107.00,14.97,25.84,20.90,2.81,150.45,0.30,47.85,54.02,196.84,24.84,196.07,84.36,49.89,34.79,277.35,14.98
122.50,0.30,29.45,0.30,89.70,13.74,42.52,34.03,3.01,139.77,0.30,47.91,33.09,208.07,24.84,193.48,147.65,51.70,34.79,271.43,15.03
152.50,0.30,33.57,0.30,87.74,14.03,49.24,13.73,3.97,130.31,667.73,44.89,66.53,801.25,21.42,177.98,96.74,51.94,50.05,266.33,15.72
182.50,0.30,35.99,0.30,105.06,13.24,43.52,28.33,1.99,132.45,1325.78,43.92,70.84,1713.49,18.86,240.60,124.02,50.90,50.05,241.09,15.65
212.50,0.30,31.90,0.30,94.79,13.52,46.33,1442.77,5.00,132.45,1443.28,43.35,408.74,2274.81,23.99,243.64,205.55,49.44,50.05,272.18,19.17
242.50,0.30,56.81,0.30,78.13,14.66,14.95,2323.64,5.31,132.45,1546.40,44.86,603.59,2436.43,23.99,602.81,417.41,50.48,50.05,273.05,12.83
272.50,0.30,43.28,0.30,72.07,13.37,14.95,2447.80,5.31,183.26,1516.71,45.63,607.13,2452.93,23.99,1366.77,472.03,50.06,50.05,279.61,13.61
302.50,0.30,36.20,0.30,76.87,13.80,148.72,1032.42,10.80,201.72,1345.45,46.55,605.09,2059.15,27.71,1649.96,167.18,54.87,50.05,245.21,11.11
