Time,TIWC202G,TIWC202F,TIWC202E,TIWC202D,TIWC202C,TIWC202B,TIWC202A,TIWC301G,TIWC301F,TIWC301E,TIWC301D,TIWC301C,TIWC301B,TIWC301A,TIWC302G,TIWC302F,TIWC302E,TIWC302D,TIWC302C,TIWC302B,TIWC302A,TIWC303G,TIWC303F,TIWC303E,TIWC303D,TIWC303C,TIWC303B,TIWC303A,TIWC304G,TIWC304F,TIWC304E,TIWC304D,TIWC304C,TIWC304B,TIWC304A,TIWC205G,TIWC205F,TIWC205E,TIWC205D,TIWC205C,TIWC205B,TIWC205A,TIWC305G,TIWC305F,TIWC305E,TIWC305D,TIWC305C,TIWC305B,TIWC305A,TIWC306G,TIWC306F,TIWC306E,TIWC306D,TIWC306C,TIWC306B,TIWC306A,TIWC307G,TIWC307F,TIWC307E,TIWC307D,TIWC307C,TIWC307B,TIWC307A,TIWC207G,TIWC207F,TIWC207E,TIWC207D,TIWC207C,TIWC207B,TIWC207A,TIWC208G,TIWC208F,TIWC208E,TIWC208D,TIWC208C,TIWC208B,TIWC208A,TIWC209G,TIWC209F,TIWC209E,TIWC209D,TIWC209C,TIWC209B,TIWC209A,TIWC211G,TIWC211F,TIWC211E,TIWC211D,TIWC211C,TIWC211B,TIWC211A,TIWC213G,TIWC213F,TIWC213E,TIWC213D,TIWC213C,TIWC213B,TIWC213A,TIWC214G,TIWC214F,TIWC214E,TIWC214D,TIWC214C,TIWC214B,TIWC214A
s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
0.00,7.08,7.28,7.36,7.39,8.15,7.28,6.72,7.77,7.33,7.33,7.28,6.92,6.87,7.22,7.67,7.80,8.08,7.62,7.75,7.49,7.49,8.62,8.52,9.63,8.03,8.06,7.57,7.76,25.01,18.46,10.71,9.88,9.96,10.01,8.83,184.02,86.39,49.38,38.96,37.09,38.43,10.90,60.67,47.25,31.27,19.56,17.42,18.08,15.42,34.26,28.27,16.56,9.78,9.81,9.25,8.76,9.66,9.78,9.20,9.17,9.58,9.30,9.74,10.87,10.29,9.71,9.63,9.68,9.68,9.86,12.09,12.14,11.20,11.46,11.28,11.15,10.85,12.52,12.50,12.73,12.50,12.60,12.52,12.11,13.63,12.94,12.79,12.49,12.37,12.30,11.95,13.18,13.39,13.44,13.24,12.78,12.07,11.69,13.41,13.18,12.68,11.71,11.61,9.08,6.64
3.50,7.08,7.28,7.36,7.39,8.15,7.28,6.72,7.77,7.33,7.33,7.28,6.92,6.87,7.22,7.67,7.80,8.08,7.62,7.75,7.49,7.49,39.45,14.62,11.05,9.53,9.51,7.57,7.76,132.36,110.09,22.58,16.28,15.00,16.30,11.13,597.02,355.29,272.14,123.38,110.70,89.38,21.77,214.40,169.15,171.52,59.67,42.63,39.85,39.92,141.70,124.21,66.38,17.49,13.62,11.43,12.71,55.70,56.80,35.91,21.95,12.97,10.70,9.74,10.65,10.09,9.71,9.63,9.68,9.68,9.86,12.09,12.14,11.20,11.46,11.28,11.15,10.77,12.52,12.50,12.73,12.50,12.60,12.52,12.11,13.63,12.94,12.79,12.49,12.37,12.30,11.95,13.18,13.39,13.44,13.24,12.78,12.07,11.69,13.41,13.18,12.68,11.71,11.61,9.08,6.64
21.50,7.08,7.28,7.36,7.39,8.15,7.28,6.72,7.77,7.33,7.33,7.28,6.92,6.87,7.22,7.67,7.80,8.08,7.62,7.75,7.49,7.49,118.68,71.99,15.16,11.89,11.86,9.78,9.96,283.63,276.14,137.54,24.85,20.71,23.31,14.13,878.42,681.81,548.26,286.90,165.71,160.70,36.82,583.96,466.27,489.90,222.47,150.68,119.16,124.24,320.85,292.00,219.36,55.41,22.50,16.56,21.54,141.40,148.43,109.32,80.99,23.27,13.73,11.92,72.85,65.22,53.08,38.27,19.80,12.75,10.73,12.09,12.14,11.20,11.46,11.28,11.15,10.77,12.52,12.50,12.73,12.50,12.60,12.52,12.11,13.63,12.94,12.79,12.49,12.37,12.30,11.95,13.18,13.39,13.44,13.24,12.78,12.07,11.69,13.41,13.18,12.68,11.71,11.61,9.08,6.64
51.50,7.08,7.28,7.36,7.39,8.15,7.28,6.72,7.77,7.33,7.33,7.28,6.92,6.87,7.22,17.27,11.79,8.08,7.62,7.75,7.49,7.49,158.39,125.91,24.43,11.89,11.86,9.78,9.96,337.53,331.73,205.60,31.37,20.71,23.31,14.13,864.41,762.08,659.12,407.16,182.07,199.68,45.54,895.08,773.01,744.08,427.94,286.53,242.32,241.95,432.39,416.91,336.88,140.33,41.77,26.17,34.75,215.60,228.45,195.00,154.60,42.93,20.30,14.92,140.94,138.98,116.57,87.65,45.10,19.35,12.30,43.12,38.03,36.58,28.98,23.08,12.73,10.77,12.52,12.50,12.73,12.50,12.60,12.52,12.11,13.63,12.94,12.79,12.49,12.37,12.30,11.95,13.18,13.39,13.44,13.24,12.78,12.07,11.69,13.41,13.18,12.68,11.71,11.61,9.08,6.64
81.50,7.08,7.28,7.36,7.39,8.15,7.28,6.72,7.77,7.33,7.33,7.28,6.92,6.87,7.22,17.53,9.89,8.08,7.62,7.75,7.49,7.49,159.39,121.44,27.08,11.89,11.86,9.78,9.96,350.29,334.25,181.47,43.01,20.03,21.26,14.13,810.00,730.19,627.60,402.34,160.42,185.11,46.92,1110.38,974.84,952.60,684.56,418.82,356.10,357.77,514.67,490.23,391.38,209.41,90.45,46.27,50.38,263.37,279.01,246.49,202.10,71.80,25.92,18.69,179.98,179.67,157.96,132.00,83.45,33.43,16.33,83.61,69.67,70.08,55.13,44.82,17.39,14.21,12.52,12.50,12.73,12.50,12.60,12.52,12.11,13.63,12.94,12.79,12.49,12.37,12.30,11.95,13.18,13.39,13.44,13.24,12.78,12.07,11.69,13.41,13.18,12.68,11.71,11.61,10.52,8.76
110.50,7.08,7.28,7.36,7.39,8.15,7.28,6.72,7.77,7.33,7.33,7.28,6.92,6.87,7.22,12.06,8.47,8.08,7.62,7.75,7.49,7.49,148.72,96.80,20.05,11.18,11.86,9.10,9.21,343.74,314.42,164.94,38.48,18.61,17.96,14.13,780.33,700.49,603.17,375.20,141.26,162.22,46.92,1265.23,1194.85,1167.22,940.86,571.96,443.70,392.66,656.49,613.51,483.20,296.72,195.27,88.26,68.91,312.22,327.70,290.38,244.70,115.26,36.67,24.01,205.74,207.79,189.51,165.39,122.86,53.60,31.20,114.73,96.88,95.95,79.76,66.67,24.72,18.74,43.65,40.99,40.92,32.76,24.33,19.13,12.11,13.63,12.94,12.79,12.49,12.37,12.30,11.95,13.18,13.39,13.44,13.24,12.78,12.07,13.13,13.41,13.18,12.68,11.71,11.61,10.52,10.20
140.50,7.08,7.28,7.36,7.39,8.15,7.28,6.72,7.77,7.33,7.33,7.28,6.92,6.87,7.22,8.62,8.47,8.08,7.62,7.75,7.49,7.49,111.33,54.03,14.77,9.63,11.13,9.10,9.21,293.07,230.55,112.36,26.50,15.67,14.87,14.13,666.71,583.51,448.97,228.50,116.06,136.04,42.25,1216.28,1206.91,1189.77,1059.07,737.57,437.24,342.17,832.80,816.08,714.47,487.40,328.21,166.74,126.68,374.42,403.27,362.28,308.02,181.53,86.89,42.55,243.44,248.73,229.48,205.02,171.60,97.80,62.74,143.23,122.59,124.55,104.44,91.27,36.11,24.06,70.93,66.20,64.74,55.31,41.12,29.70,15.73,24.49,22.18,20.34,17.45,13.97,12.30,11.95,13.18,13.39,13.44,13.24,12.78,12.07,13.13,13.41,13.18,12.68,11.71,12.75,10.52,10.20
171.50,7.08,7.28,7.36,7.39,8.15,7.28,6.72,7.77,7.33,7.33,7.28,6.92,6.87,7.22,7.18,8.47,8.08,7.62,7.75,7.49,7.49,42.74,20.60,11.56,9.63,9.71,9.10,9.21,125.94,82.17,38.05,17.48,12.65,14.87,14.13,372.81,283.67,189.23,138.79,109.30,122.53,41.52,775.23,859.56,762.91,667.62,551.17,378.68,274.21,849.12,852.08,796.35,624.23,414.66,247.35,210.67,456.61,486.31,450.65,393.39,242.09,225.93,133.18,309.11,313.42,292.46,263.24,230.12,188.61,93.71,179.32,155.62,153.99,130.84,112.20,48.92,31.63,88.56,84.92,79.91,68.88,51.28,30.22,16.95,36.97,33.72,31.37,23.44,17.01,13.34,11.95,13.18,13.39,13.44,13.24,12.78,12.07,13.13,9.78,9.55,8.97,8.34,9.56,8.38,8.79
201.50,7.08,7.28,7.36,7.39,8.15,7.28,6.72,7.77,7.33,7.33,7.28,6.92,6.87,7.22,7.18,8.47,8.08,7.62,7.75,7.49,7.49,18.78,11.11,11.56,9.63,9.71,9.10,9.21,60.67,38.44,20.16,17.48,12.65,14.87,14.13,286.89,211.77,161.32,146.84,120.49,132.63,44.05,685.35,772.23,747.71,665.85,498.80,347.56,261.06,803.07,790.09,727.80,545.89,347.85,209.38,192.56,445.02,469.55,446.60,396.70,269.34,251.01,181.22,308.76,312.82,294.89,271.82,238.32,200.29,102.75,186.26,169.95,165.51,146.21,120.18,51.55,32.96,84.99,83.42,79.56,65.90,41.49,30.22,19.59,34.14,30.17,24.78,20.21,15.35,12.60,12.14,12.33,11.56,11.99,11.74,10.80,9.87,10.47,9.78,9.55,8.97,8.34,6.72,6.92,7.26
