Time,South Central Fans,North Central Fans
s,m3/s,m3/s
0.00,4.64,6.35
8.00,5.18,10.00
31.00,3.67,9.71
61.50,4.24,11.53
91.50,5.10,10.10
120.00,7.97,15.29
150.00,-65.92,-45.30
181.50,-184.74,-162.93
211.50,-199.75,-196.46
241.50,-198.67,-199.31
271.50,-199.93,-198.95
300.50,-199.12,-199.25
330.50,-197.82,-199.01
361.50,-199.93,-199.97
391.50,-198.25,-199.55
421.50,-199.59,-199.75
451.50,-199.70,-199.53
481.50,-198.91,-199.34
511.50,-198.27,-199.57
541.50,-198.51,-199.50
571.50,-197.52,-199.52
601.50,-198.78,-200.11
631.50,-198.78,-199.80
660.50,-199.79,-199.98
690.50,-199.68,-197.90
721.50,-200.28,-198.38
751.50,-198.79,-198.17
781.50,-198.60,-199.67
811.50,-198.20,-200.31
839.00,-199.95,-199.98
869.00,-199.49,-199.77
899.50,-199.40,-199.61
927.50,-199.39,-199.38
958.50,-198.90,-199.65
989.00,-199.19,-200.42
1017.50,-199.30,-200.09
1047.50,-197.55,-200.09
1079.00,-197.65,-200.06
1109.50,-198.26,-200.01
1139.50,-197.94,-199.36
1169.50,-198.97,-198.77
1199.00,-200.37,-199.53
1229.50,-199.72,-198.47
1259.50,-200.20,-199.26
1289.50,-198.96,-199.17
1319.50,-199.32,-199.48
1349.50,-199.66,-199.58
1381.00,-199.19,-199.04
1410.50,-199.07,-199.31
1439.50,-198.92,-199.65
1470.00,-198.35,-199.10
1500.00,-199.86,-199.10
1530.00,-199.04,-198.55
1559.50,-200.58,-198.95
1590.00,-200.28,-199.37
1620.50,-198.98,-199.51
1650.00,-199.51,-200.48
1681.00,-199.28,-198.74
1711.50,-198.26,-198.79
1741.50,-200.38,-198.01
1770.50,-199.66,-198.17
1800.00,-199.85,-198.92
1831.00,-199.79,-198.87
1861.50,-198.05,-198.77
1891.50,-198.63,-199.74
1921.50,-198.86,-199.97
1951.50,-199.17,-199.17
1981.50,-200.13,-198.32
2011.50,-199.54,-199.59
2041.00,-199.99,-198.98
2071.00,-199.53,-198.85
2101.50,-199.82,-198.97
2131.50,-198.88,-199.85
2161.50,-198.30,-199.38
2191.50,-200.34,-199.32
2221.00,-198.80,-198.72
2250.50,-200.82,-198.50
2281.00,-199.49,-199.18
2311.50,-200.60,-199.00
2341.50,-199.79,-199.02
2371.50,-199.74,-197.86
2401.50,-200.17,-199.03
2429.00,-199.48,-199.90
2459.00,-200.54,-198.00
2491.50,-199.01,-198.39
