Time,Loop 214,Loop 209,Loop 208,Loop 207,Loop 307,Loop 305,Loop 304,Loop 302,Loop 301,Loop 202
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.00,-48.08,-67.10,-65.33,-59.49,-63.65,-47.30,-65.71,-68.04,-71.46,-77.12
1.00,-154.20,-126.76,-131.20,-125.21,-128.07,-139.06,-156.78,-141.22,-157.78,-151.36
16.50,-195.75,-200.93,-208.65,-194.74,-202.21,-200.25,-240.48,-160.24,-238.11,-220.19
46.50,-252.15,-256.13,-264.13,-242.46,-257.66,-250.83,-286.05,-191.22,-334.61,-278.35
76.50,-258.64,-256.12,-260.20,-245.25,-267.36,-248.61,-326.24,-221.90,-334.39,-294.83
106.50,-230.92,-224.16,-225.89,-209.41,-212.12,-215.82,-405.52,-267.13,-347.46,-301.70
136.50,-199.30,-201.50,-199.41,-190.91,-200.65,-201.94,-433.25,-292.85,-324.85,-304.14
165.50,-170.96,-171.20,-172.99,-162.97,-165.76,-164.23,-442.69,-302.12,-342.48,-308.47
195.00,-155.62,-152.62,-152.73,-147.18,-152.95,-160.81,-454.77,-322.14,-344.23,-285.21
225.50,-154.52,-156.03,-156.92,-148.16,-153.69,-161.49,-464.14,-343.13,-371.64,-281.59
255.50,-151.60,-152.96,-152.08,-148.33,-148.45,-152.16,-481.68,-324.73,-388.44,-283.94
285.50,-148.11,-150.67,-151.94,-145.51,-147.73,-151.38,-492.85,-335.18,-385.03,-281.30
316.00,-150.17,-149.44,-150.59,-143.99,-149.73,-154.21,-466.99,-333.12,-382.84,-286.06
346.50,-151.68,-152.71,-152.30,-141.73,-139.85,-140.87,-473.42,-342.30,-396.47,-284.13
376.50,-151.38,-151.79,-152.87,-148.18,-149.99,-161.57,-481.73,-348.15,-383.36,-272.40
406.50,-148.92,-149.29,-150.40,-144.80,-146.81,-149.00,-478.63,-350.46,-383.39,-299.46
436.50,-149.89,-150.57,-151.93,-147.91,-151.33,-157.25,-484.65,-356.32,-388.52,-291.46
465.50,-145.49,-148.86,-147.94,-144.99,-145.51,-154.42,-468.31,-345.46,-383.70,-288.39
495.50,-144.37,-146.30,-149.04,-142.26,-144.85,-158.74,-464.07,-373.95,-378.87,-296.25
526.50,-142.94,-146.20,-144.81,-135.75,-143.88,-150.16,-485.64,-382.54,-386.54,-300.29
556.50,-146.63,-146.95,-146.20,-141.54,-141.25,-139.54,-468.70,-361.50,-384.59,-297.81
586.50,-144.03,-145.52,-144.68,-138.29,-141.16,-127.59,-483.68,-356.15,-380.18,-290.99
616.50,-151.43,-149.16,-147.47,-141.87,-145.07,-152.90,-477.18,-361.54,-387.01,-292.44
645.00,-136.54,-142.13,-142.28,-134.30,-138.19,-153.64,-466.13,-369.38,-400.81,-263.88
675.00,-121.43,-131.57,-131.44,-124.07,-129.66,-139.00,-453.27,-380.93,-395.94,-272.09
706.50,-122.64,-128.93,-129.15,-125.86,-130.74,-145.12,-451.56,-382.46,-405.83,-269.64
736.50,-128.90,-131.14,-131.88,-124.89,-130.02,-146.09,-466.51,-394.46,-407.76,-273.23
765.50,-136.63,-136.07,-134.51,-129.79,-134.97,-137.39,-463.62,-400.05,-439.35,-271.52
795.50,-133.04,-135.56,-134.39,-128.83,-135.12,-154.30,-452.31,-387.57,-407.75,-274.50
826.50,-126.44,-128.65,-130.45,-123.43,-123.57,-148.83,-447.91,-399.75,-403.61,-274.28
