Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,-11.54,-437.89
2.50,1983.44,6113.75
19.50,3664.30,12624.82
50.00,3467.03,14134.30
80.50,3343.20,12548.96
110.50,3721.98,13723.63
139.50,229.19,591.69
169.00,6775.14,8478.39
199.50,14572.55,17441.02
230.00,19372.88,24192.94
260.50,14783.27,18612.30
290.00,10347.28,13691.34
319.50,8267.73,9873.29
350.00,7666.27,10154.51
379.00,8716.78,11959.37
408.50,13197.19,17308.18
439.50,18645.46,24765.95
469.50,16898.02,22524.21
499.50,13353.58,17274.47
530.00,11341.62,14777.20
560.00,17268.19,23199.44
589.50,12396.10,16987.90
620.00,10788.08,14742.44
650.00,10931.82,15009.88
679.50,13468.74,18333.48
709.50,13859.40,18661.28
739.50,13542.84,18367.98
769.50,12186.46,16876.65
800.00,12785.15,17030.87
830.00,11076.22,15165.80
859.50,12625.31,16512.66
889.50,12577.52,16670.59
919.50,12338.40,16704.26
949.50,11125.54,15064.31
979.50,10997.56,14313.61
1008.00,11624.88,15280.30
1037.50,12053.49,15877.32
1069.00,12411.28,16433.40
1098.00,11425.46,15266.25
1128.00,10558.89,13875.85
1159.50,10839.46,14538.78
1188.50,11576.84,15694.53
1218.50,11533.04,14959.95
1248.50,11536.80,15071.71
1279.00,10978.46,14523.10
1309.50,13162.52,17495.19
1338.00,12201.58,16121.83
1368.00,11875.99,15775.61
1398.50,8789.93,11832.59
1429.00,9721.15,12683.48
1459.00,10012.86,13205.04
1489.00,11424.36,15435.11
1519.50,10543.21,14206.92
1549.50,8519.10,11479.40
1579.50,9514.10,12688.15
1609.50,11679.31,15837.87
1639.50,12983.78,17441.49
1669.50,12467.84,16591.51
1699.50,15182.65,20222.09
1729.50,16709.23,22002.60
1760.00,25933.91,34644.06
1790.00,26076.53,35083.39
1819.50,19414.55,25901.79
1849.50,44758.90,59301.33
1879.50,39812.21,52236.15
1909.50,17482.27,23022.74
1939.50,10024.91,13320.98
1969.50,8255.93,10733.21
1998.50,7036.00,9125.07
2028.00,5348.40,6471.93
2059.00,4844.76,5868.89
2089.50,3472.67,4498.83
2119.50,2965.54,3810.25
2149.50,2977.02,4496.11
2179.50,796.52,1786.39
2209.50,796.52,-48.63
