Time,Loop 214,Loop 209,Loop 208,Loop 207,Loop 307,Loop 305,Loop 304,Loop 302,Loop 301,Loop 202
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.00,-25.83,-27.78,-30.37,-26.56,-30.39,-22.83,-31.24,-34.57,-34.87,-44.82
13.50,-16.20,-19.64,-19.43,-18.11,-20.47,-8.09,-39.43,-38.79,-32.58,-47.22
41.50,-5.95,-8.75,-7.95,-7.89,-13.44,1.84,-44.49,-27.94,-18.01,-29.51
71.50,2.48,0.09,2.45,2.04,1.49,29.59,-22.13,-5.55,-3.15,-13.33
101.50,10.67,5.11,10.52,14.08,12.74,52.56,-6.45,9.36,9.18,0.06
131.50,25.90,9.06,4.59,13.54,22.52,60.95,1.37,23.02,19.85,20.48
161.50,67.34,-0.98,-78.43,-26.08,-2.01,58.84,8.73,58.82,56.02,111.60
191.50,105.21,6.69,-118.16,-57.07,-32.07,27.34,-17.99,32.77,37.66,103.55
220.50,108.94,9.07,-118.92,-62.82,-37.28,20.62,-29.18,13.45,30.95,88.81
250.50,109.61,12.23,-117.94,-61.29,-40.96,13.02,-38.68,7.46,26.86,81.17
281.50,108.14,9.49,-109.89,-59.09,-39.42,12.72,-41.40,7.90,28.32,75.34
310.50,107.61,11.11,-115.07,-61.80,-37.88,10.52,-38.23,7.25,26.98,75.79
339.50,106.36,9.37,-111.43,-62.28,-39.44,8.16,-40.35,4.76,25.70,70.93
370.50,105.84,10.79,-115.69,-62.07,-39.41,6.28,-45.37,1.11,24.28,72.31
401.50,107.34,5.91,-119.87,-64.39,-38.13,4.67,-51.99,0.26,21.39,69.06
431.50,107.26,10.08,-118.35,-63.79,-45.33,2.72,-51.72,-3.75,20.00,71.15
461.50,107.22,9.67,-120.23,-65.95,-44.88,2.93,-49.25,-2.50,20.81,70.20
490.00,109.08,9.41,-118.49,-63.20,-41.78,3.21,-47.61,-4.99,21.97,67.74
519.50,108.38,11.67,-118.87,-62.81,-42.15,2.69,-46.84,-4.47,20.45,64.52
550.00,108.08,12.83,-116.49,-61.41,-39.73,2.84,-46.40,-5.54,21.35,63.49
580.00,108.19,8.63,-115.64,-63.04,-39.48,2.44,-47.74,-4.12,20.83,63.77
610.00,108.36,11.06,-119.70,-61.57,-43.05,0.32,-47.06,-6.31,20.23,63.46
640.50,109.95,11.34,-112.62,-62.03,-43.27,1.24,-47.26,-5.31,20.63,65.68
671.00,111.00,11.84,-120.26,-62.72,-45.05,0.85,-47.92,-4.81,19.06,66.75
701.00,111.55,12.22,-119.59,-62.71,-44.81,0.21,-48.00,-4.97,20.69,66.11
731.50,111.09,11.46,-115.27,-62.62,-46.04,-0.10,-47.63,-5.88,20.59,66.09
761.50,111.87,12.34,-114.72,-63.64,-45.82,0.94,-46.69,-4.64,20.79,66.64
791.50,112.99,13.16,-113.22,-63.54,-42.99,1.41,-49.94,-7.02,19.03,65.62
821.00,112.09,13.97,-122.38,-61.63,-43.21,0.14,-45.83,-8.47,18.07,65.73
850.50,110.69,12.76,-115.15,-62.57,-40.63,-1.50,-45.17,-3.75,21.03,67.82
880.50,110.89,13.18,-115.40,-61.84,-41.95,-1.85,-50.55,-5.74,21.11,70.33
910.50,110.06,12.47,-120.97,-64.29,-48.48,-5.14,-47.32,-9.45,16.96,61.91
941.00,106.45,9.99,-120.46,-65.12,-52.04,-12.93,-46.59,3.32,25.69,67.82
971.50,104.11,6.11,-124.66,-70.98,-56.39,-26.50,-21.32,12.91,30.47,76.15
1001.50,102.75,4.59,-124.90,-71.40,-57.23,-25.59,-18.12,8.16,28.61,72.23
1031.50,99.22,3.84,-124.13,-75.93,-59.50,-26.82,-17.68,6.85,26.06,68.89
1061.00,99.76,6.42,-129.04,-75.02,-61.68,-28.75,-18.51,7.02,23.74,70.01
1090.50,97.57,7.16,-128.09,-76.78,-63.03,-28.83,-16.26,7.88,26.38,72.30
1120.50,96.51,4.61,-132.09,-77.72,-62.92,-27.89,-14.45,8.99,26.90,72.51
1151.00,96.85,2.27,-130.33,-78.42,-63.57,-28.71,-17.06,8.78,27.35,73.08
