Time,South Central Fans,North Central Fans
s,m3/s,m3/s
0.00,-1.42,1.29
12.00,-1.78,1.35
38.50,-0.86,1.37
68.50,-1.42,0.98
98.50,-1.31,0.79
128.50,-3.31,4.08
158.50,-71.08,68.17
188.50,-100.88,105.68
218.50,-102.87,110.44
248.50,-102.28,111.21
278.50,-102.78,111.70
308.50,-103.00,112.44
338.50,-102.92,112.23
366.00,-103.44,111.74
396.00,-103.33,111.94
428.50,-101.81,112.38
458.50,-101.46,111.96
488.50,-102.92,111.68
516.00,-103.48,112.68
545.00,-102.13,112.19
576.50,-101.89,112.85
606.50,-103.10,112.57
636.50,-102.12,111.81
666.50,-102.01,111.45
696.50,-101.86,111.79
726.50,-102.75,111.60
756.00,-103.12,112.12
785.00,-102.07,111.95
816.00,-102.32,111.91
848.00,-102.20,111.82
878.50,-102.95,111.71
908.50,-102.56,111.71
938.50,-102.21,112.29
968.50,-103.37,112.45
998.50,-101.56,112.27
1028.50,-102.36,112.02
1058.50,-102.65,112.11
1088.50,-101.77,112.11
1118.50,-102.01,112.51
1148.50,-101.78,112.24
1177.50,-102.10,112.13
1207.50,-102.44,112.27
1238.00,-102.31,112.99
1267.00,-102.71,112.78
1297.50,-101.48,112.30
1328.50,-102.78,111.57
1358.50,-101.83,112.12
1388.50,-100.96,112.24
1418.50,-102.29,112.78
1448.50,-102.56,112.36
1478.50,-102.67,112.39
1508.50,-102.41,112.19
1538.50,-102.48,112.24
1567.00,-102.49,112.26
1597.00,-102.02,111.93
1628.50,-101.42,112.21
1658.50,-102.30,112.23
1688.50,-102.16,112.03
1718.50,-103.08,112.26
1748.50,-103.08,111.95
1778.50,-102.64,112.24
1806.50,-102.11,112.15
1836.50,-102.66,112.03
1868.50,-101.15,112.16
1898.50,-103.32,112.08
1928.50,-103.23,111.66
1958.50,-103.25,111.62
1988.50,-103.54,111.50
2017.00,-101.96,111.78
2047.00,-102.59,112.10
2077.50,-103.42,111.82
2105.50,-104.06,70.59
2135.00,-105.14,19.18
2165.50,-105.48,5.08
2196.00,-104.19,2.48
2226.00,-104.22,2.26
